Date,USD/CAD Close,USD/CAD High,USD/CAD Low
1999-06-30,1.4656,1.483,1.4635
1999-07-01,1.4718,1.4737,1.4616
1999-07-02,1.4631,1.474,1.4618
1999-07-05,1.467,1.468,1.463
1999-07-06,1.4707,1.4711,1.4628
1999-07-07,1.4694,1.472,1.4686
1999-07-08,1.4721,1.4736,1.467
1999-07-09,1.4734,1.4738,1.4685
1999-07-12,1.4787,1.4822,1.4718
1999-07-13,1.4822,1.4849,1.4781
1999-07-14,1.4807,1.4847,1.479
1999-07-15,1.4823,1.4839,1.4785
1999-07-16,1.4833,1.4846,1.4813
1999-07-19,1.49,1.4955,1.4822
1999-07-20,1.4912,1.4953,1.4894
1999-07-21,1.4998,1.5036,1.4905
1999-07-22,1.5075,1.5126,1.4982
1999-07-23,1.5075,1.5091,1.503
1999-07-26,1.5093,1.5176,1.5024
1999-07-27,1.5134,1.516,1.507
1999-07-28,1.506,1.515,1.5046
1999-07-29,1.5059,1.5139,1.5041
1999-07-30,1.5045,1.5083,1.5018
1999-08-02,1.505,1.5132,1.5025
1999-08-03,1.4932,1.5063,1.4923
1999-08-04,1.4901,1.4978,1.4881
1999-08-05,1.4965,1.4969,1.4889
1999-08-06,1.5039,1.5055,1.4956
1999-08-09,1.5029,1.5049,1.4968
1999-08-10,1.4991,1.5029,1.4982
1999-08-11,1.4868,1.4978,1.4859
1999-08-12,1.4861,1.4879,1.4815
1999-08-13,1.4758,1.4861,1.4756
1999-08-16,1.4838,1.4841,1.4781
1999-08-17,1.4788,1.4839,1.4757
1999-08-18,1.483,1.4865,1.4774
1999-08-19,1.4934,1.4947,1.483
1999-08-20,1.4959,1.4982,1.4925
1999-08-23,1.4989,1.4995,1.4935
1999-08-24,1.495,1.4995,1.4879
1999-08-25,1.4973,1.4982,1.4915
1999-08-26,1.5011,1.5047,1.4955
1999-08-27,1.489,1.5008,1.4886
1999-08-30,1.4932,1.4943,1.4858
1999-08-31,1.4936,1.4952,1.4863
1999-09-01,1.4893,1.4948,1.4842
1999-09-02,1.4945,1.4971,1.4842
1999-09-03,1.4925,1.4994,1.4883
1999-09-06,1.4905,1.492,1.49
1999-09-07,1.491,1.494,1.4875
1999-09-08,1.4885,1.4922,1.4863
1999-09-09,1.4786,1.4886,1.4782
1999-09-10,1.4758,1.483,1.4721
1999-09-13,1.4696,1.4777,1.4681
1999-09-14,1.4746,1.4757,1.4678
1999-09-15,1.4756,1.479,1.47
1999-09-16,1.4763,1.48,1.4742
1999-09-17,1.471,1.476,1.468
1999-09-20,1.4779,1.4811,1.47
1999-09-21,1.4754,1.4775,1.4687
1999-09-22,1.4701,1.477,1.4673
1999-09-23,1.4715,1.475,1.4684
1999-09-24,1.474,1.4777,1.4709
1999-09-27,1.4706,1.4719,1.4678
1999-09-28,1.4612,1.469,1.4601
1999-09-29,1.4649,1.4656,1.4597
1999-09-30,1.4675,1.4718,1.4655
1999-10-01,1.4771,1.4793,1.4621
1999-10-04,1.4698,1.4768,1.4685
1999-10-05,1.4725,1.4727,1.4635
1999-10-06,1.4688,1.4723,1.4655
1999-10-07,1.4725,1.4729,1.4667
1999-10-08,1.474,1.4747,1.4674
1999-10-11,1.473,1.4735,1.4705
1999-10-12,1.4743,1.4769,1.4715
1999-10-13,1.4819,1.4849,1.475
1999-10-14,1.4813,1.4834,1.4796
1999-10-15,1.4883,1.4907,1.4791
1999-10-18,1.4955,1.4968,1.487
1999-10-19,1.4913,1.497,1.4886
1999-10-20,1.4873,1.4908,1.4855
1999-10-21,1.4816,1.4891,1.4811
1999-10-22,1.4768,1.483,1.4744
1999-10-25,1.4717,1.4795,1.4712
1999-10-26,1.4745,1.4751,1.4678
1999-10-27,1.472,1.4742,1.4686
1999-10-28,1.4737,1.475,1.4692
1999-10-29,1.4709,1.4779,1.4696
1999-11-01,1.4681,1.4696,1.4653
1999-11-02,1.4683,1.4705,1.4655
1999-11-03,1.4677,1.471,1.467
1999-11-04,1.4625,1.4685,1.4596
1999-11-05,1.4667,1.4782,1.4546
1999-11-08,1.47,1.4725,1.4655
1999-11-09,1.4741,1.4769,1.4676
1999-11-10,1.4695,1.475,1.4691
1999-11-11,1.4665,1.4683,1.4655
1999-11-12,1.463,1.4655,1.46
1999-11-15,1.4641,1.466,1.4615
1999-11-16,1.4638,1.4698,1.4631
1999-11-17,1.4696,1.4717,1.4625
1999-11-18,1.4654,1.47,1.4626
1999-11-19,1.4616,1.4665,1.4597
1999-11-22,1.4616,1.4635,1.4608
1999-11-23,1.4663,1.4674,1.4615
1999-11-24,1.4655,1.4705,1.465
1999-11-25,1.467,1.4687,1.4655
1999-11-26,1.4691,1.4696,1.4648
1999-11-29,1.475,1.4765,1.4678
1999-11-30,1.4735,1.4753,1.4718
1999-12-01,1.4743,1.4756,1.4728
1999-12-02,1.4808,1.4823,1.4738
1999-12-03,1.4796,1.4828,1.477
1999-12-06,1.4738,1.4834,1.4715
1999-12-07,1.4754,1.4758,1.4728
1999-12-08,1.4787,1.4807,1.4765
1999-12-09,1.4748,1.4791,1.4733
1999-12-10,1.4774,1.48,1.476
1999-12-13,1.4788,1.4819,1.4777
1999-12-14,1.4804,1.483,1.4776
1999-12-15,1.4829,1.4853,1.4809
1999-12-16,1.4763,1.4835,1.4752
1999-12-17,1.4783,1.4792,1.474
1999-12-20,1.4794,1.4833,1.4773
1999-12-21,1.4766,1.4809,1.4762
1999-12-22,1.477,1.4781,1.4743
1999-12-23,1.4688,1.4764,1.4685
1999-12-24,1.469,1.472,1.469
1999-12-27,1.4585,1.4689,1.4583
1999-12-28,1.448,1.462,1.4473
1999-12-29,1.4533,1.4535,1.4479
1999-12-30,1.453,1.4551,1.4503
1999-12-31,1.4472,1.4557,1.442
2000-01-03,1.4451,1.4474,1.4407
2000-01-04,1.4519,1.4536,1.4455
2000-01-05,1.4483,1.456,1.4481
2000-01-06,1.4592,1.46,1.4498
2000-01-07,1.4559,1.4621,1.4555
2000-01-10,1.4552,1.4568,1.4531
2000-01-11,1.4559,1.4592,1.4546
2000-01-12,1.4536,1.4572,1.4515
2000-01-13,1.45,1.4545,1.4485
2000-01-14,1.4514,1.4522,1.4449
2000-01-17,1.4491,1.4525,1.449
2000-01-18,1.4505,1.452,1.4459
2000-01-19,1.4522,1.4535,1.4499
2000-01-20,1.4466,1.4525,1.443
2000-01-21,1.4387,1.449,1.4372
2000-01-24,1.4425,1.4435,1.438
2000-01-25,1.4369,1.444,1.4363
