Date,USD/CAD Close,USD/CAD High,USD/CAD Low
2002-01-11,1.5966,1.6015,1.5846
2002-01-14,1.5953,1.5988,1.5945
2002-01-15,1.5887,1.595,1.5869
2002-01-16,1.5973,1.5976,1.588
2002-01-17,1.6112,1.617,1.598
2002-01-18,1.6108,1.6157,1.6097
2002-01-21,1.6112,1.6194,1.611
2002-01-22,1.6086,1.6142,1.6068
2002-01-23,1.6024,1.6115,1.6014
2002-01-24,1.6038,1.6045,1.5995
2002-01-25,1.6116,1.6119,1.6022
2002-01-28,1.6025,1.6142,1.602
2002-01-29,1.5936,1.5995,1.5838
2002-01-30,1.5886,1.595,1.586
2002-01-31,1.5858,1.5957,1.5825
2002-02-01,1.5916,1.5936,1.5873
2002-02-04,1.5955,1.5967,1.5897
2002-02-05,1.5983,1.6005,1.596
2002-02-06,1.6048,1.605,1.5963
2002-02-07,1.5986,1.6086,1.5973
2002-02-08,1.5975,1.6022,1.5935
2002-02-11,1.5909,1.5983,1.5879
2002-02-12,1.5917,1.594,1.5886
2002-02-13,1.5906,1.596,1.5894
2002-02-14,1.5926,1.5933,1.586
2002-02-15,1.5918,1.5931,1.5883
2002-02-18,1.591,1.5916,1.5892
2002-02-19,1.5873,1.5939,1.5855
2002-02-20,1.5898,1.5915,1.5875
2002-02-21,1.5904,1.5927,1.5871
2002-02-22,1.5962,1.5978,1.5901
2002-02-25,1.6003,1.6031,1.5958
2002-02-26,1.6098,1.6124,1.6012
2002-02-27,1.6083,1.6117,1.6055
2002-02-28,1.6026,1.6097,1.6021
2002-03-01,1.592,1.603,1.5907
2002-03-04,1.5905,1.5937,1.5877
2002-03-05,1.5885,1.5923,1.5877
2002-03-06,1.5808,1.5879,1.5799
2002-03-07,1.5824,1.5842,1.5772
2002-03-08,1.5854,1.587,1.5832
2002-03-11,1.5837,1.5878,1.5829
2002-03-12,1.5847,1.5865,1.5817
2002-03-13,1.5978,1.598,1.5843
2002-03-14,1.5917,1.5977,1.5906
2002-03-15,1.584,1.5933,1.5833
2002-03-18,1.5861,1.5884,1.5835
2002-03-19,1.5851,1.5861,1.5799
2002-03-20,1.5787,1.5855,1.5779
2002-03-21,1.5787,1.5826,1.5781
2002-03-22,1.57771,1.5788,1.5739
2002-03-25,1.5829,1.5867,1.5772
2002-03-26,1.5925,1.5951,1.5851
2002-03-27,1.5944,1.5969,1.587
2002-03-28,1.5934,1.5979,1.5915
2002-03-29,1.5948,1.5952,1.5929
2002-04-01,1.5987,1.6025,1.5945
2002-04-02,1.5929,1.6015,1.5911
2002-04-03,1.5894,1.5938,1.5874
2002-04-04,1.5949,1.5954,1.5895
2002-04-05,1.5887,1.5963,1.5877
2002-04-08,1.5947,1.597,1.5882
2002-04-09,1.5973,1.5986,1.592
2002-04-10,1.5925,1.5959,1.591
2002-04-11,1.5898,1.5929,1.586
2002-04-12,1.5876,1.5896,1.5859
2002-04-15,1.5865,1.5918,1.5846
2002-04-16,1.5816,1.5885,1.5798
2002-04-17,1.5747,1.5825,1.5713
2002-04-18,1.5755,1.5773,1.5722
2002-04-19,1.5724,1.5768,1.5711
2002-04-22,1.5714,1.5748,1.5711
2002-04-23,1.574,1.576,1.5701
2002-04-24,1.5682,1.5742,1.566
2002-04-25,1.5637,1.5675,1.562
2002-04-26,1.5613,1.5667,1.5603
2002-04-29,1.5665,1.5685,1.5601
2002-04-30,1.5678,1.571,1.5655
2002-05-01,1.5607,1.5682,1.5565
2002-05-02,1.5621,1.5643,1.5592
2002-05-03,1.5627,1.5676,1.5569
2002-05-06,1.5674,1.5696,1.5631
2002-05-07,1.5686,1.5721,1.5653
2002-05-08,1.5698,1.5726,1.564
2002-05-09,1.5655,1.5722,1.565
2002-05-10,1.5582,1.566,1.556
2002-05-13,1.5558,1.558,1.5546
2002-05-14,1.5582,1.5625,1.554
2002-05-15,1.5562,1.5595,1.5533
2002-05-16,1.5541,1.5586,1.5512
2002-05-17,1.5462,1.5562,1.5415
2002-05-20,1.5423,1.5463,1.5392
2002-05-21,1.5387,1.544,1.5352
2002-05-22,1.5335,1.5406,1.5325
2002-05-23,1.534,1.5387,1.5318
2002-05-24,1.5348,1.5419,1.5319
2002-05-27,1.5345,1.5361,1.5327
2002-05-28,1.5308,1.5365,1.5287
2002-05-29,1.5324,1.5356,1.5282
2002-05-30,1.5349,1.538,1.5321
2002-05-31,1.5275,1.5355,1.5256
2002-06-03,1.5286,1.542,1.5261
2002-06-04,1.5297,1.5302,1.5241
2002-06-05,1.5326,1.5378,1.5297
2002-06-06,1.5333,1.5349,1.5301
2002-06-07,1.532,1.5339,1.5288
2002-06-10,1.5395,1.54,1.533
2002-06-11,1.5386,1.5414,1.5355
2002-06-12,1.5361,1.5384,1.5342
2002-06-13,1.5397,1.5402,1.5356
2002-06-14,1.5465,1.5525,1.5392
2002-06-17,1.5477,1.5514,1.5459
2002-06-18,1.5451,1.5473,1.5422
2002-06-19,1.5407,1.5457,1.5381
2002-06-20,1.5396,1.5497,1.5275
2002-06-21,1.5203,1.5293,1.5187
2002-06-24,1.5203,1.5245,1.5151
2002-06-25,1.5167,1.5242,1.5156
2002-06-26,1.5168,1.5221,1.508
2002-06-27,1.5127,1.5194,1.5085
2002-06-28,1.5153,1.522,1.5028
2002-07-01,1.5179,1.52,1.514
2002-07-02,1.5259,1.53,1.5158
2002-07-03,1.5325,1.5345,1.5267
2002-07-04,1.5285,1.534,1.528
2002-07-05,1.5237,1.5342,1.522
2002-07-08,1.5213,1.525,1.518
2002-07-09,1.5118,1.5267,1.5113
2002-07-10,1.5185,1.5233,1.5108
2002-07-11,1.5214,1.5272,1.517
2002-07-12,1.5328,1.5335,1.5224
2002-07-15,1.5381,1.5405,1.53
2002-07-16,1.5356,1.5395,1.5311
2002-07-17,1.5418,1.546,1.5363
2002-07-18,1.544,1.5461,1.5391
2002-07-19,1.5432,1.5448,1.533
2002-07-22,1.5623,1.5644,1.5405
2002-07-23,1.5869,1.5887,1.5633
2002-07-24,1.5625,1.5963,1.562
2002-07-25,1.5714,1.5749,1.5628
2002-07-26,1.587,1.5888,1.568
2002-07-29,1.5724,1.587,1.5704
2002-07-30,1.5753,1.5768,1.566
2002-07-31,1.5862,1.5871,1.57
2002-08-01,1.5923,1.5924,1.5825
2002-08-02,1.5868,1.592,1.5847
2002-08-05,1.5871,1.5981,1.5813
2002-08-06,1.5863,1.6052,1.5829
2002-08-07,1.5765,1.591,1.576
2002-08-08,1.5805,1.5845,1.5706
2002-08-09,1.5739,1.5813,1.5702
2002-08-12,1.5757,1.5774,1.5686
2002-08-13,1.5732,1.5774,1.5615
2002-08-14,1.5632,1.568,1.5577
2002-08-15,1.5621,1.5648,1.5562
2002-08-16,1.56,1.5629,1.5555
2002-08-19,1.5723,1.5747,1.5575
2002-08-20,1.5667,1.5746,1.5648
2002-08-21,1.5574,1.5694,1.555
2002-08-22,1.5597,1.5626,1.551
2002-08-23,1.5561,1.5618,1.5549
2002-08-26,1.5552,1.5601,1.5547
2002-08-27,1.5535,1.5563,1.549
2002-08-28,1.5535,1.5589,1.5523
2002-08-29,1.5577,1.563,1.5548
2002-08-30,1.5584,1.562,1.5568
2002-09-02,1.557,1.5595,1.5555
2002-09-03,1.5516,1.5575,1.5504
2002-09-04,1.5675,1.5698,1.5515
2002-09-05,1.5713,1.5736,1.5556
2002-09-06,1.5593,1.574,1.5583
2002-09-09,1.5558,1.5668,1.555
2002-09-10,1.5717,1.5742,1.5611
2002-09-11,1.5796,1.5808,1.5712
2002-09-12,1.5874,1.5882,1.5768
2002-09-13,1.5846,1.5875,1.5785
2002-09-16,1.5808,1.583,1.578
2002-09-17,1.5813,1.5844,1.5761
2002-09-18,1.5777,1.587,1.5774
2002-09-19,1.5739,1.5785,1.5697
2002-09-20,1.5749,1.578,1.5708
2002-09-23,1.5827,1.5863,1.572
2002-09-24,1.5879,1.5915,1.5818
2002-09-25,1.5788,1.5886,1.5781
2002-09-26,1.5769,1.5814,1.5737
2002-09-27,1.5771,1.5791,1.5738
2002-09-30,1.5868,1.5878,1.5755
2002-10-01,1.5785,1.5908,1.5782
2002-10-02,1.5869,1.588,1.5809
2002-10-03,1.5922,1.5932,1.588
2002-10-04,1.5937,1.5956,1.5862
2002-10-07,1.5932,1.594,1.5894
2002-10-08,1.5942,1.597,1.588
2002-10-09,1.5984,1.5984,1.5923
2002-10-10,1.5891,1.5986,1.5885
2002-10-11,1.5872,1.5916,1.5851
2002-10-14,1.586,1.5875,1.5835
2002-10-15,1.5853,1.5885,1.582
2002-10-16,1.5829,1.5895,1.5811
2002-10-17,1.5714,1.5848,1.5684
2002-10-18,1.5744,1.5763,1.5687
2002-10-21,1.5735,1.5756,1.563
2002-10-22,1.5692,1.5697,1.5621
2002-10-23,1.5655,1.5705,1.565
2002-10-24,1.5646,1.5656,1.5595
2002-10-25,1.5684,1.5694,1.5626
2002-10-28,1.5574,1.5672,1.5557
2002-10-29,1.5662,1.5663,1.5555
2002-10-30,1.5643,1.5687,1.5626
2002-10-31,1.5566,1.5713,1.5554
2002-11-01,1.5589,1.5626,1.5543
2002-11-04,1.5558,1.5602,1.5526
2002-11-05,1.5569,1.5588,1.5544
2002-11-06,1.5558,1.558,1.5535
2002-11-07,1.5558,1.558,1.5506
2002-11-08,1.5557,1.5668,1.5549
2002-11-11,1.569,1.5716,1.5635
2002-11-12,1.5669,1.5787,1.5665
2002-11-13,1.5652,1.5815,1.573
2002-11-14,1.5745,1.5772,1.5733
2002-11-15,1.5845,1.5845,1.5724
2002-11-18,1.59,1.5919,1.5796
2002-11-19,1.5842,1.591,1.5827
2002-11-20,1.5865,1.5873,1.5815
2002-11-21,1.5777,1.586,1.5772
2002-11-22,1.5804,1.582,1.5769
2002-11-25,1.573,1.5781,1.5718
2002-11-26,1.5748,1.5753,1.5694
2002-11-27,1.5755,1.579,1.5737
2002-11-28,1.5721,1.5753,1.5718
2002-11-29,1.5638,1.5745,1.5626
2002-12-02,1.5572,1.565,1.5565
2002-12-03,1.5556,1.5595,1.5539
2002-12-04,1.56,1.5624,1.5564
2002-12-05,1.5602,1.5616,1.557
2002-12-06,1.5657,1.5698,1.5571
2002-12-09,1.5608,1.5651,1.5586
2002-12-10,1.5607,1.5638,1.5565
2002-12-11,1.5553,1.561,1.5528
2002-12-12,1.5554,1.5575,1.5525
2002-12-13,1.5611,1.5623,1.5525
2002-12-16,1.5612,1.5644,1.5577
2002-12-17,1.5498,1.5612,1.5471
2002-12-18,1.5525,1.5559,1.5454
2002-12-19,1.5487,1.5549,1.5454
2002-12-20,1.5518,1.5557,1.5465
2002-12-23,1.5526,1.5529,1.5477
2002-12-24,1.5478,1.5522,1.5468
2002-12-25,1.548,1.5887,1.5763
2002-12-26,1.558,1.5581,1.5475
2002-12-27,1.5707,1.5725,1.5582
2002-12-30,1.5781,1.5799,1.5657
2002-12-31,1.5771,1.5806,1.5645
2003-01-01,1.5771,1.5806,1.5645
2003-01-02,1.5675,1.5781,1.5673
2003-01-03,1.5651,1.5696,1.5631
2003-01-06,1.5601,1.5652,1.5589
2003-01-07,1.5613,1.5628,1.5562
2003-01-08,1.5614,1.5658,1.5594
2003-01-09,1.5513,1.5614,1.5508
2003-01-10,1.5449,1.5532,1.5445
2003-01-13,1.5406,1.5485,1.5387
2003-01-14,1.5397,1.5425,1.5368
2003-01-15,1.5361,1.5441,1.5339
2003-01-16,1.5339,1.5388,1.5332
2003-01-17,1.5343,1.536,1.5295
2003-01-20,1.5365,1.5375,1.5325
2003-01-21,1.5328,1.5373,1.5307
2003-01-22,1.532,1.5336,1.529
2003-01-23,1.5243,1.5318,1.5224
2003-01-24,1.5193,1.5248,1.5196
2003-01-27,1.525,1.5283,1.5172
2003-01-28,1.5299,1.5352,1.5241
2003-01-29,1.5244,1.5294,1.5191
2003-01-30,1.5296,1.5322,1.5184
2003-01-31,1.5204,1.5352,1.52
2003-02-03,1.5166,1.5235,1.5154
2003-02-04,1.5153,1.5198,1.5135
2003-02-05,1.5213,1.5232,1.5132
2003-02-06,1.527,1.5264,1.5174
2003-02-07,1.521,1.5256,1.5161
2003-02-10,1.5301,1.5323,1.521
2003-02-11,1.5284,1.5329,1.5275
2003-02-12,1.5286,1.5295,1.5256
2003-02-13,1.518,1.5322,1.5166
2003-02-14,1.5212,1.5221,1.5137
2003-02-17,1.521,1.5256,1.5205
2003-02-18,1.5162,1.5239,1.5135
2003-02-19,1.5126,1.5172,1.5112
2003-02-20,1.5058,1.5125,1.5037
2003-02-21,1.5067,1.5083,1.5031
2003-02-24,1.4896,1.5053,1.4882
2003-02-25,1.4924,1.4953,1.4873
2003-02-26,1.493,1.4973,1.4919
2003-02-27,1.4922,1.4959,1.489
2003-02-28,1.4853,1.4955,1.4831
2003-03-03,1.4845,1.4876,1.4822
2003-03-04,1.4788,1.4879,1.4747
2003-03-05,1.4701,1.4763,1.4683
2003-03-06,1.4725,1.4753,1.468
2003-03-07,1.4659,1.473,1.4607
2003-03-10,1.4659,1.4675,1.462
2003-03-11,1.4731,1.475,1.459
2003-03-12,1.4766,1.482,1.47
2003-03-13,1.4845,1.487,1.4764
2003-03-14,1.4766,1.4893,1.474
2003-03-17,1.48,1.4857,1.4663
2003-03-18,1.4733,1.4873,1.4732
2003-03-19,1.4835,1.4845,1.4727
2003-03-20,1.4807,1.4881,1.4764
2003-03-21,1.4918,1.4954,1.4804
2003-03-24,1.4794,1.4907,1.4783
2003-03-25,1.4764,1.4815,1.4733
2003-03-26,1.4695,1.4772,1.468
2003-03-27,1.4633,1.4694,1.4615
2003-03-28,1.4707,1.4723,1.462
2003-03-31,1.4685,1.4747,1.4655
2003-04-01,1.4732,1.4745,1.4641
2003-04-02,1.4792,1.4805,1.4685
2003-04-03,1.476,1.4795,1.4685
2003-04-04,1.4725,1.4795,1.4715
2003-04-07,1.4816,1.4944,1.474
2003-04-08,1.4677,1.4815,1.4663
2003-04-09,1.467,1.4712,1.4652
2003-04-10,1.4552,1.4666,1.455
2003-04-11,1.4544,1.4605,1.4495
2003-04-14,1.4537,1.4591,1.4516
2003-04-15,1.4488,1.458,1.4466
2003-04-16,1.456,1.4587,1.446
2003-04-17,1.4513,1.4555,1.4486
2003-04-18,1.4495,1.4515,1.4473
2003-04-21,1.454,1.4555,1.448
2003-04-22,1.448,1.4565,1.4425
2003-04-23,1.4505,1.4542,1.444
2003-04-24,1.457,1.4665,1.4515
2003-04-25,1.446,1.459,1.444
2003-04-28,1.4498,1.4515,1.4436
2003-04-29,1.4433,1.4547,1.4418
2003-04-30,1.4325,1.4423,1.4322
2003-05-01,1.4202,1.4333,1.416
2003-05-02,1.4198,1.4244,1.4169
2003-05-05,1.4118,1.4202,1.409
2003-05-06,1.392,1.4134,1.3901
2003-05-07,1.396,1.4035,1.3818
2003-05-08,1.3942,1.4073,1.3905
2003-05-09,1.3934,1.402,1.3876
2003-05-12,1.3905,1.3926,1.3844
2003-05-13,1.386,1.3946,1.385
2003-05-14,1.3743,1.3895,1.3735
2003-05-15,1.382,1.3855,1.3643
2003-05-16,1.3666,1.385,1.3624
2003-05-19,1.3645,1.365,1.3505
2003-05-20,1.352,1.3655,1.343
2003-05-21,1.3482,1.3552,1.341
2003-05-22,1.352,1.3782,1.3479
2003-05-23,1.3782,1.3825,1.367
2003-05-26,1.3744,1.3805,1.3736
2003-05-27,1.3753,1.3765,1.3668
2003-05-28,1.3847,1.3925,1.3723
2003-05-29,1.373,1.3915,1.371
2003-05-30,1.3685,1.3754,1.3621
2003-06-02,1.3696,1.3777,1.3665
2003-06-03,1.3648,1.3787,1.363
2003-06-04,1.3576,1.366,1.3538
2003-06-05,1.3415,1.3635,1.3385
2003-06-06,1.3584,1.3612,1.3392
2003-06-09,1.3574,1.3681,1.3552
2003-06-10,1.361,1.3671,1.356
2003-06-11,1.3522,1.3655,1.3495
2003-06-12,1.3503,1.354,1.3473
2003-06-13,1.3343,1.3499,1.3335
2003-06-16,1.3422,1.3425,1.3308
2003-06-17,1.34,1.3494,1.3364
2003-06-18,1.3367,1.3451,1.3323
2003-06-19,1.343,1.3549,1.335
2003-06-20,1.3593,1.363,1.3425
2003-06-23,1.3595,1.3668,1.3542
2003-06-24,1.3603,1.364,1.3533
2003-06-25,1.3468,1.3603,1.3383
2003-06-26,1.3519,1.3555,1.3448
2003-06-27,1.346,1.359,1.3449
2003-06-30,1.3465,1.362,1.3455
2003-07-01,1.3518,1.353,1.3437
2003-07-02,1.3374,1.3535,1.3351
2003-07-03,1.3368,1.3444,1.3355
2003-07-04,1.3397,1.3417,1.3359
2003-07-07,1.348,1.3515,1.3369
2003-07-08,1.3661,1.3714,1.3463
2003-07-09,1.3752,1.3772,1.361
2003-07-10,1.383,1.3885,1.3727
2003-07-11,1.3764,1.3867,1.3737
2003-07-14,1.3749,1.3828,1.3712
2003-07-15,1.3823,1.3965,1.3727
2003-07-16,1.3865,1.3975,1.3845
2003-07-17,1.3951,1.3991,1.3848
2003-07-18,1.4068,1.4138,1.3968
2003-07-21,1.4048,1.4128,1.4026
2003-07-22,1.4165,1.4175,1.4007
2003-07-23,1.3984,1.4192,1.3935
2003-07-24,1.3957,1.3998,1.3907
2003-07-25,1.3803,1.3966,1.3793
2003-07-28,1.386,1.3865,1.377
2003-07-29,1.385,1.3867,1.3813
2003-07-30,1.4005,1.4025,1.3866
2003-07-31,1.4055,1.4105,1.4005
2003-08-01,1.3984,1.4094,1.3917
2003-08-04,1.404,1.4071,1.3955
2003-08-05,1.4024,1.4117,1.4013
2003-08-06,1.4045,1.4065,1.3968
2003-08-07,1.3939,1.4065,1.3928
2003-08-08,1.393,1.3981,1.39
2003-08-11,1.3805,1.3998,1.3767
2003-08-12,1.3821,1.386,1.379
2003-08-13,1.3791,1.3896,1.3786
2003-08-14,1.3935,1.3968,1.3778
2003-08-15,1.3862,1.3936,1.3838
2003-08-18,1.3898,1.3939,1.3847
2003-08-19,1.3972,1.403,1.3913
2003-08-20,1.403,1.4083,1.393
2003-08-21,1.4077,1.411,1.4015
2003-08-22,1.4112,1.4165,1.4005
2003-08-25,1.4003,1.4039,1.3967
2003-08-26,1.393,1.4048,1.3918
2003-08-27,1.4023,1.4065,1.3938
2003-08-28,1.3955,1.4082,1.3942
2003-08-29,1.3851,1.401,1.384
2003-09-01,1.3811,1.3868,1.376
2003-09-02,1.393,1.3935,1.377
2003-09-03,1.3787,1.398,1.3776
2003-09-04,1.37,1.3828,1.3698
2003-09-05,1.3706,1.3745,1.3653
2003-09-08,1.3714,1.3772,1.3653
2003-09-09,1.3673,1.3749,1.3645
2003-09-10,1.3655,1.3714,1.3633
2003-09-11,1.3715,1.3748,1.3652
2003-09-12,1.3641,1.3741,1.3608
2003-09-15,1.3651,1.3715,1.363
2003-09-16,1.3695,1.3711,1.3637
2003-09-17,1.3643,1.3745,1.3542
2003-09-18,1.3617,1.3681,1.3601
2003-09-19,1.3499,1.3628,1.346
2003-09-22,1.3445,1.3487,1.3367
2003-09-23,1.356,1.3587,1.346
2003-09-24,1.3495,1.3584,1.3492
2003-09-25,1.343,1.3534,1.3418
2003-09-26,1.3538,1.3584,1.3485
2003-09-29,1.3537,1.364,1.3515
2003-09-30,1.351,1.3554,1.3432
2003-10-01,1.3478,1.354,1.3455
2003-10-02,1.3405,1.3518,1.3376
2003-10-03,1.3459,1.3475,1.3373
2003-10-06,1.341,1.3478,1.3398
2003-10-07,1.3306,1.3415,1.3274
2003-10-08,1.3345,1.3346,1.326
2003-10-09,1.3378,1.342,1.3281
2003-10-10,1.32,1.3397,1.3193
2003-10-13,1.3205,1.3259,1.3194
2003-10-14,1.3236,1.3314,1.3197
2003-10-15,1.3257,1.3307,1.3225
2003-10-16,1.3164,1.3305,1.3124
2003-10-17,1.3151,1.3203,1.3115
2003-10-20,1.3211,1.322,1.3135
2003-10-21,1.3167,1.3254,1.3135
2003-10-22,1.3043,1.3183,1.3021
2003-10-23,1.3087,1.3119,1.3018
2003-10-24,1.3071,1.309,1.3035
2003-10-27,1.3121,1.3134,1.3052
2003-10-28,1.3097,1.317,1.3068
2003-10-29,1.313,1.3135,1.3063
2003-10-30,1.3149,1.3158,1.3055
2003-10-31,1.3189,1.3228,1.3139
2003-11-03,1.3332,1.3366,1.32
2003-11-04,1.3296,1.3424,1.3289
2003-11-05,1.331,1.3347,1.3281
2003-11-06,1.3383,1.3401,1.332
2003-11-07,1.3231,1.3422,1.3215
2003-11-10,1.3116,1.3244,1.309
2003-11-11,1.3118,1.3155,1.3115
2003-11-12,1.3032,1.3137,1.2981
2003-11-13,1.301,1.3055,1.2953
2003-11-14,1.3025,1.3043,1.2965
2003-11-17,1.3126,1.3155,1.2994
2003-11-18,1.2992,1.318,1.297
2003-11-19,1.305,1.3068,1.2978
2003-11-20,1.3023,1.306,1.2988
2003-11-21,1.3028,1.3095,1.3005
2003-11-24,1.3197,1.3223,1.3012
2003-11-25,1.3127,1.3195,1.311
2003-11-26,1.3045,1.3128,1.3002
2003-11-27,1.3083,1.3097,1.3037
2003-11-28,1.2976,1.3102,1.2932
2003-12-01,1.3035,1.304,1.2976
2003-12-02,1.2989,1.3085,1.2955
2003-12-03,1.3002,1.3015,1.2946
2003-12-04,1.3129,1.3147,1.3005
2003-12-05,1.3053,1.3145,1.302
2003-12-08,1.2978,1.3065,1.2955
2003-12-09,1.3092,1.3136,1.2962
2003-12-10,1.3066,1.3129,1.3047
2003-12-11,1.3185,1.3303,1.3081
2003-12-12,1.3175,1.3204,1.3098
2003-12-15,1.3135,1.3264,1.3105
2003-12-16,1.3262,1.3292,1.312
2003-12-17,1.3257,1.3365,1.3236
2003-12-18,1.331,1.333,1.3225
2003-12-19,1.3385,1.3422,1.3289
2003-12-22,1.3314,1.3384,1.3297
2003-12-23,1.32,1.332,1.3195
2003-12-24,1.3085,1.3233,1.3067
2003-12-25,1.309,1.3097,1.307
2003-12-26,1.3085,1.3106,1.3039
2003-12-29,1.3107,1.315,1.305
2003-12-30,1.2941,1.3127,1.2906
2003-12-31,1.295,1.2993,1.2839
2004-01-01,1.293,1.293,1.293
2004-01-02,1.288,1.297,1.2869
2004-01-05,1.2822,1.2875,1.2777
2004-01-06,1.284,1.2869,1.2765
2004-01-07,1.2897,1.2925,1.284
2004-01-08,1.2805,1.2955,1.2755
2004-01-09,1.2715,1.2834,1.2683
2004-01-12,1.2761,1.2769,1.2688
2004-01-13,1.2717,1.2776,1.269
2004-01-14,1.2886,1.2917,1.2708
2004-01-15,1.2947,1.2994,1.2874
2004-01-16,1.2995,1.3026,1.2929
2004-01-19,1.303,1.3047,1.2988
2004-01-20,1.2911,1.3039,1.2854
2004-01-21,1.2996,1.3044,1.2866
2004-01-22,1.2956,1.3059,1.293
2004-01-23,1.3172,1.3197,1.2945
2004-01-26,1.315,1.3165,1.3082
2004-01-27,1.3053,1.3162,1.3038
2004-01-28,1.3246,1.326,1.3053
2004-01-29,1.3318,1.3361,1.3246
2004-01-30,1.3252,1.3359,1.3233
2004-02-02,1.3385,1.3435,1.325
2004-02-03,1.3365,1.3391,1.3279
2004-02-04,1.3338,1.344,1.3315
2004-02-05,1.337,1.34,1.3289
2004-02-06,1.3292,1.3412,1.3255
2004-02-09,1.3292,1.3298,1.3219
2004-02-10,1.331,1.333,1.322
2004-02-11,1.3152,1.3333,1.3138
2004-02-12,1.3187,1.3219,1.3127
2004-02-13,1.3165,1.3235,1.3071
2004-02-16,1.315,1.3193,1.3147
2004-02-17,1.3101,1.3175,1.3078
2004-02-18,1.3247,1.3274,1.3088
2004-02-19,1.3275,1.335,1.323
2004-02-20,1.3375,1.351,1.3275
2004-02-23,1.3364,1.3434,1.3342
2004-02-24,1.3298,1.3397,1.3261
2004-02-25,1.3354,1.3408,1.3255
2004-02-26,1.3425,1.3485,1.3333
2004-02-27,1.3372,1.3503,1.3353
2004-03-01,1.3402,1.3403,1.3335
2004-03-02,1.3418,1.3455,1.337
2004-03-03,1.3389,1.359,1.337
2004-03-04,1.333,1.3432,1.3313
2004-03-05,1.3226,1.3364,1.3158
2004-03-08,1.3212,1.3273,1.319
2004-03-09,1.3238,1.3265,1.3177
2004-03-10,1.323,1.3303,1.3195
2004-03-11,1.3202,1.3298,1.3185
2004-03-12,1.3358,1.3385,1.3163
2004-03-15,1.3311,1.3358,1.3275
2004-03-16,1.3348,1.3351,1.3246
2004-03-17,1.339,1.3443,1.331
2004-03-18,1.3279,1.3418,1.3241
2004-03-19,1.3303,1.333,1.326
2004-03-22,1.3322,1.3355,1.324
2004-03-23,1.333,1.3355,1.3292
2004-03-24,1.3423,1.3435,1.3305
2004-03-25,1.3295,1.3435,1.3265
2004-03-26,1.3186,1.3318,1.3167
2004-03-29,1.3092,1.3217,1.306
2004-03-30,1.3077,1.3102,1.3052
2004-03-31,1.3115,1.3155,1.3014
2004-04-01,1.3072,1.3193,1.3066
2004-04-02,1.3142,1.3191,1.3041
2004-04-05,1.3114,1.3182,1.3106
2004-04-06,1.3087,1.3182,1.304
2004-04-07,1.3105,1.317,1.3065
2004-04-08,1.3275,1.3296,1.3086
2004-04-09,1.3295,1.3296,1.3262
2004-04-12,1.3386,1.3406,1.326
2004-04-13,1.3334,1.3418,1.333
2004-04-14,1.3462,1.3498,1.3333
2004-04-15,1.3437,1.3494,1.3406
2004-04-16,1.3474,1.3485,1.34
2004-04-19,1.3449,1.3484,1.3428
2004-04-20,1.357,1.3579,1.3443
2004-04-21,1.3593,1.3636,1.353
2004-04-22,1.3565,1.3655,1.3544
2004-04-23,1.3601,1.363,1.353
2004-04-26,1.348,1.3626,1.3478
2004-04-27,1.3521,1.3554,1.347
2004-04-28,1.3732,1.3744,1.3505
2004-04-29,1.3698,1.3762,1.3672
2004-04-30,1.3716,1.3795,1.3684
2004-05-03,1.3724,1.3765,1.3701
2004-05-04,1.3707,1.3728,1.3632
2004-05-05,1.3751,1.3786,1.3675
2004-05-06,1.3775,1.3803,1.3701
2004-05-07,1.3835,1.3866,1.3753
2004-05-10,1.3902,1.3963,1.3849
2004-05-11,1.3855,1.3934,1.3847
2004-05-12,1.3885,1.3903,1.3832
2004-05-13,1.392,1.3987,1.3869
2004-05-14,1.3902,1.3972,1.3886
2004-05-17,1.3971,1.3984,1.3745
2004-05-18,1.391,1.4003,1.3886
2004-05-19,1.3765,1.392,1.3745
2004-05-20,1.367,1.3817,1.3667
2004-05-21,1.373,1.375,1.367
2004-05-24,1.3715,1.3771,1.3654
2004-05-25,1.3724,1.3783,1.3643
2004-05-26,1.37,1.373,1.3631
2004-05-27,1.359,1.3718,1.3558
2004-05-28,1.365,1.3669,1.3559
2004-05-31,1.3635,1.3639,1.3598
2004-06-01,1.368,1.3722,1.3607
2004-06-02,1.3613,1.3685,1.3593
2004-06-03,1.3621,1.365,1.3568
2004-06-04,1.3501,1.3652,1.3482
2004-06-07,1.347,1.3515,1.3437
2004-06-08,1.348,1.3484,1.3399
2004-06-09,1.359,1.3602,1.3458
2004-06-10,1.3608,1.3627,1.3556
2004-06-11,1.365,1.3683,1.359
2004-06-14,1.3738,1.3758,1.3631
2004-06-15,1.3686,1.3816,1.367
2004-06-16,1.3761,1.3781,1.3663
2004-06-17,1.3736,1.3786,1.3684
2004-06-18,1.363,1.3767,1.3625
2004-06-21,1.3648,1.3676,1.3605
2004-06-22,1.3575,1.3657,1.3561
2004-06-23,1.3605,1.3628,1.3541
2004-06-24,1.345,1.3614,1.3412
2004-06-25,1.3495,1.3507,1.3445
2004-06-28,1.3472,1.3531,1.3427
2004-06-29,1.3438,1.3491,1.3391
2004-06-30,1.3345,1.3498,1.3328
2004-07-01,1.331,1.336,1.3257
2004-07-02,1.3239,1.3358,1.3233
2004-07-05,1.3255,1.3263,1.3206
2004-07-06,1.3254,1.3285,1.3195
2004-07-07,1.322,1.3276,1.318
