Date,EUR/USD Close,EUR/USD High,EUR/USD Low
2003-05-12,1.1551,1.1624,1.1495
2003-05-13,1.1516,1.1572,1.1464
2003-05-14,1.1504,1.1536,1.1471
2003-05-15,1.1394,1.1491,1.1376
2003-05-16,1.1571,1.158,1.1372
2003-05-19,1.1658,1.174,1.1623
2003-05-20,1.1709,1.1716,1.1607
2003-05-21,1.168,1.1744,1.1666
2003-05-22,1.1698,1.173,1.1623
2003-05-23,1.1807,1.1818,1.1668
2003-05-26,1.1851,1.1868,1.1802
2003-05-27,1.1835,1.1923,1.1821
2003-05-28,1.1761,1.1845,1.1706
2003-05-29,1.1773,1.1902,1.1693
2003-05-30,1.1785,1.1916,1.1742
2003-06-02,1.176,1.177,1.1652
2003-06-03,1.1747,1.178,1.1688
2003-06-04,1.168,1.1748,1.167
2003-06-05,1.1845,1.1887,1.1632
2003-06-06,1.1698,1.188,1.1685
2003-06-09,1.174,1.1788,1.1657
2003-06-10,1.1685,1.174,1.1671
2003-06-11,1.1746,1.1782,1.166
2003-06-12,1.1766,1.1806,1.1708
2003-06-13,1.1867,1.1876,1.1738
2003-06-16,1.1839,1.1929,1.1825
2003-06-17,1.18,1.187,1.177
2003-06-18,1.1687,1.1805,1.1665
2003-06-19,1.172,1.1743,1.1584
2003-06-20,1.1582,1.1733,1.1553
2003-06-23,1.155,1.1611,1.1508
2003-06-24,1.1511,1.1582,1.1477
2003-06-25,1.1545,1.1624,1.1494
2003-06-26,1.1425,1.1545,1.1422
2003-06-27,1.143,1.1468,1.1401
2003-06-30,1.15,1.1505,1.1401
2003-07-01,1.1563,1.161,1.1506
2003-07-02,1.1542,1.1569,1.1507
2003-07-03,1.1487,1.1542,1.1434
2003-07-04,1.1493,1.1501,1.1451
2003-07-07,1.1315,1.1471,1.1308
2003-07-08,1.131,1.1352,1.1259
2003-07-09,1.1342,1.1366,1.1309
2003-07-10,1.1385,1.1391,1.1314
2003-07-11,1.1306,1.1384,1.1276
2003-07-14,1.1278,1.1307,1.1242
2003-07-15,1.1186,1.1337,1.1155
2003-07-16,1.121,1.123,1.1114
2003-07-17,1.1215,1.1248,1.1157
2003-07-18,1.129,1.1305,1.1173
2003-07-21,1.1346,1.1352,1.1245
2003-07-22,1.134,1.1372,1.1309
2003-07-23,1.1466,1.1488,1.1318
2003-07-24,1.1467,1.151,1.1424
2003-07-25,1.1507,1.155,1.1444
2003-07-28,1.1494,1.1519,1.1455
2003-07-29,1.1455,1.154,1.1455
2003-07-30,1.134,1.1461,1.1339
2003-07-31,1.1245,1.1368,1.1227
2003-08-01,1.1262,1.1274,1.1137
2003-08-04,1.1358,1.1375,1.1261
2003-08-05,1.1347,1.138,1.1306
2003-08-06,1.135,1.1425,1.1325
2003-08-07,1.1369,1.1418,1.132
2003-08-08,1.13,1.1382,1.1289
2003-08-11,1.1355,1.1379,1.1266
2003-08-12,1.1312,1.1372,1.1284
2003-08-13,1.1317,1.1331,1.1221
2003-08-14,1.1245,1.1339,1.1228
2003-08-15,1.126,1.1289,1.1238
2003-08-18,1.1162,1.1267,1.1128
2003-08-19,1.1142,1.115,1.1058
2003-08-20,1.1115,1.1146,1.1084
2003-08-21,1.0928,1.112,1.0885
2003-08-22,1.0886,1.0937,1.0837
2003-08-25,1.0873,1.0918,1.0825
2003-08-26,1.0875,1.091,1.0793
2003-08-27,1.0877,1.093,1.0836
2003-08-28,1.0874,1.0912,1.0815
2003-08-29,1.0989,1.0997,1.0874
2003-09-01,1.0963,1.1016,1.0956
2003-09-02,1.0815,1.0969,1.0812
2003-09-03,1.0841,1.087,1.0764
2003-09-04,1.094,1.0942,1.0812
2003-09-05,1.11,1.1111,1.092
2003-09-08,1.1096,1.113,1.105
2003-09-09,1.1223,1.1238,1.1058
2003-09-10,1.1214,1.1236,1.1165
2003-09-11,1.12,1.1271,1.1156
2003-09-12,1.1288,1.1323,1.1138
2003-09-15,1.1299,1.131,1.1248
2003-09-16,1.1172,1.1317,1.1161
2003-09-17,1.1296,1.1301,1.114
2003-09-18,1.1241,1.1345,1.1228
2003-09-19,1.1358,1.1382,1.1238
2003-09-22,1.1484,1.1505,1.1386
2003-09-23,1.1463,1.1528,1.1449
2003-09-24,1.149,1.1494,1.143
2003-09-25,1.15,1.1533,1.1462
2003-09-26,1.1473,1.1501,1.144
2003-09-29,1.1585,1.1596,1.1398
2003-09-30,1.1645,1.1735,1.1572
2003-10-01,1.1706,1.1723,1.1645
2003-10-02,1.1691,1.1767,1.1664
2003-10-03,1.1562,1.172,1.1554
2003-10-06,1.1705,1.1721,1.1536
2003-10-07,1.1775,1.1811,1.17
2003-10-08,1.1805,1.1837,1.1762
2003-10-09,1.1747,1.1859,1.1688
2003-10-10,1.1805,1.1848,1.1705
2003-10-13,1.169,1.1813,1.1655
2003-10-14,1.1719,1.1767,1.1585
2003-10-15,1.1646,1.1745,1.1594
2003-10-16,1.1602,1.1697,1.1569
2003-10-17,1.1674,1.1682,1.1548
2003-10-20,1.1658,1.173,1.1601
2003-10-21,1.1656,1.1701,1.1621
2003-10-22,1.181,1.1827,1.1652
2003-10-23,1.1783,1.1844,1.1758
2003-10-24,1.1816,1.1855,1.1764
2003-10-27,1.1739,1.1787,1.172
2003-10-28,1.1687,1.1749,1.1658
2003-10-29,1.1673,1.1721,1.166
2003-10-30,1.1628,1.1758,1.1619
2003-10-31,1.1572,1.1656,1.1565
2003-11-03,1.1453,1.1617,1.1429
2003-11-04,1.1497,1.1511,1.143
2003-11-05,1.1439,1.1501,1.1414
2003-11-06,1.1413,1.1462,1.1389
2003-11-07,1.1538,1.1542,1.1409
2003-11-10,1.1492,1.1533,1.1469
2003-11-11,1.1505,1.1529,1.1447
2003-11-12,1.163,1.166,1.1507
2003-11-13,1.173,1.174,1.163
2003-11-14,1.177,1.1802,1.1729
2003-11-17,1.1762,1.1846,1.1729
2003-11-18,1.1954,1.1959,1.1735
2003-11-19,1.1886,1.1978,1.1875
2003-11-20,1.1912,1.1972,1.1875
2003-11-21,1.1915,1.1941,1.1859
2003-11-24,1.1769,1.1915,1.176
2003-11-25,1.1785,1.1818,1.1754
2003-11-26,1.1922,1.195,1.1773
2003-11-27,1.1902,1.1942,1.1888
2003-11-28,1.1988,1.2018,1.19
2003-12-01,1.1973,1.204,1.1939
2003-12-02,1.2078,1.2092,1.1944
2003-12-03,1.2102,1.2129,1.2066
2003-12-04,1.2091,1.216,1.203
2003-12-05,1.2163,1.2171,1.2065
2003-12-08,1.2221,1.2239,1.2153
2003-12-09,1.2236,1.2276,1.2187
2003-12-10,1.2219,1.2266,1.2154
2003-12-11,1.221,1.2233,1.2113
2003-12-12,1.2293,1.2307,1.2198
2003-12-15,1.2304,1.2325,1.2131
2003-12-16,1.2323,1.236,1.2299
2003-12-17,1.2399,1.2419,1.2298
2003-12-18,1.2428,1.2433,1.2359
2003-12-19,1.2375,1.2433,1.2343
2003-12-22,1.241,1.245,1.2359
2003-12-23,1.2393,1.2427,1.2387
2003-12-24,1.2455,1.247,1.239
2003-12-25,1.245,1.2465,1.2438
2003-12-26,1.243,1.2466,1.2429
2003-12-29,1.2487,1.251,1.2428
2003-12-30,1.2545,1.2563,1.2481
2003-12-31,1.258,1.2649,1.2546
2004-01-01,1.2475,1.2475,1.2475
2004-01-02,1.2595,1.2627,1.2527
2004-01-05,1.2671,1.2697,1.2581
2004-01-06,1.2763,1.2813,1.2668
2004-01-07,1.2647,1.2744,1.2634
2004-01-08,1.2763,1.278,1.2562
2004-01-09,1.2841,1.2868,1.2705
2004-01-12,1.2746,1.2899,1.2737
2004-01-13,1.2747,1.2795,1.2711
2004-01-14,1.2663,1.2787,1.2632
2004-01-15,1.2578,1.267,1.257
2004-01-16,1.2375,1.2608,1.2352
2004-01-19,1.2355,1.2422,1.2335
2004-01-20,1.2568,1.2597,1.2348
2004-01-21,1.2632,1.2671,1.2552
2004-01-22,1.271,1.275,1.2625
2004-01-23,1.2598,1.2774,1.2562
2004-01-26,1.2463,1.2613,1.2462
2004-01-27,1.2632,1.2653,1.2442
2004-01-28,1.2513,1.2662,1.2465
2004-01-29,1.2401,1.2527,1.236
2004-01-30,1.2465,1.2493,1.2352
2004-02-02,1.2412,1.2486,1.239
2004-02-03,1.2539,1.2597,1.2418
2004-02-04,1.253,1.256,1.2492
2004-02-05,1.254,1.2637,1.2523
2004-02-06,1.2697,1.2725,1.2514
2004-02-09,1.2687,1.2765,1.2574
2004-02-10,1.2705,1.2787,1.2685
2004-02-11,1.281,1.2837,1.265
2004-02-12,1.28,1.2845,1.279
2004-02-13,1.2745,1.2895,1.2716
2004-02-16,1.277,1.2786,1.272
2004-02-17,1.2842,1.2872,1.2759
2004-02-18,1.2666,1.293,1.2664
2004-02-19,1.2702,1.2735,1.2648
2004-02-20,1.253,1.276,1.2495
2004-02-23,1.2543,1.2595,1.2452
2004-02-24,1.2686,1.2712,1.2526
2004-02-25,1.2494,1.2705,1.2476
2004-02-26,1.244,1.2515,1.2385
2004-02-27,1.249,1.2505,1.2373
2004-03-01,1.2447,1.254,1.2425
2004-03-02,1.2219,1.2468,1.2197
2004-03-03,1.2187,1.2224,1.2056
2004-03-04,1.2193,1.224,1.2137
2004-03-05,1.2376,1.2433,1.2177
2004-03-08,1.2394,1.2418,1.2339
2004-03-09,1.2314,1.2455,1.2278
2004-03-10,1.2245,1.2341,1.22
2004-03-11,1.2318,1.2349,1.2164
2004-03-12,1.2223,1.2385,1.2173
2004-03-15,1.2263,1.2316,1.2184
2004-03-16,1.2264,1.2371,1.223
2004-03-17,1.224,1.2287,1.2178
2004-03-18,1.2372,1.2431,1.2323
2004-03-19,1.228,1.2407,1.2258
2004-03-22,1.2334,1.2401,1.2224
2004-03-23,1.2323,1.2368,1.2268
2004-03-24,1.2129,1.2366,1.2119
2004-03-25,1.2134,1.22,1.2098
2004-03-26,1.2118,1.2213,1.207
2004-03-29,1.2147,1.2168,1.2048
2004-03-30,1.2175,1.2229,1.2154
2004-03-31,1.2304,1.232,1.2166
2004-04-01,1.2352,1.2388,1.2256
2004-04-02,1.2134,1.2372,1.2103
2004-04-05,1.2014,1.2127,1.1985
2004-04-06,1.2092,1.2121,1.1984
2004-04-07,1.217,1.2196,1.2052
2004-04-08,1.207,1.2218,1.2065
2004-04-09,1.209,1.2115,1.2066
2004-04-12,1.2071,1.2098,1.2054
2004-04-13,1.194,1.2082,1.1906
2004-04-14,1.1957,1.1967,1.1868
2004-04-15,1.1982,1.1991,1.1893
2004-04-16,1.1993,1.2046,1.1926
2004-04-19,1.2014,1.2077,1.2002
2004-04-20,1.1855,1.2023,1.1845
2004-04-21,1.1834,1.1915,1.1817
2004-04-22,1.1894,1.1907,1.1779
2004-04-23,1.1837,1.1943,1.1796
2004-04-26,1.1879,1.1884,1.1762
2004-04-27,1.1934,1.1947,1.1835
2004-04-28,1.1842,1.1952,1.1823
2004-04-29,1.1974,1.1983,1.1807
2004-04-30,1.1984,1.201,1.1921
2004-05-03,1.194,1.1999,1.1922
2004-05-04,1.2087,1.2118,1.1928
2004-05-05,1.2171,1.218,1.2098
2004-05-06,1.2075,1.2174,1.206
2004-05-07,1.1895,1.2148,1.1878
2004-05-10,1.1864,1.1892,1.1814
2004-05-11,1.1875,1.189,1.1788
2004-05-12,1.1905,1.1939,1.1836
2004-05-13,1.1821,1.1928,1.1775
2004-05-14,1.1879,1.1901,1.178
2004-05-17,1.201,1.2059,1.188
2004-05-18,1.1942,1.2039,1.1932
2004-05-19,1.201,1.2042,1.194
2004-05-20,1.196,1.2019,1.1897
2004-05-21,1.201,1.2068,1.1954
2004-05-24,1.2017,1.2022,1.1935
2004-05-25,1.2106,1.2126,1.1988
2004-05-26,1.2114,1.2142,1.208
2004-05-27,1.228,1.2291,1.209
2004-05-28,1.222,1.2294,1.2203
2004-05-31,1.2185,1.2242,1.2183
2004-06-01,1.2228,1.2264,1.2158
2004-06-02,1.2225,1.2306,1.2208
2004-06-03,1.2223,1.225,1.2171
2004-06-04,1.229,1.2296,1.214
2004-06-07,1.2312,1.2337,1.2293
2004-06-08,1.2264,1.235,1.2248
2004-06-09,1.205,1.2273,1.2038
2004-06-10,1.2104,1.2115,1.2027
2004-06-11,1.2015,1.2114,1.1967
2004-06-14,1.2064,1.2085,1.1956
2004-06-15,1.2162,1.2168,1.2032
2004-06-16,1.2003,1.2167,1.1982
2004-06-17,1.2062,1.2068,1.1993
2004-06-18,1.214,1.2144,1.1976
2004-06-21,1.2105,1.2145,1.2078
2004-06-22,1.2097,1.2129,1.2067
2004-06-23,1.209,1.2191,1.2067
2004-06-24,1.217,1.2187,1.2043
2004-06-25,1.215,1.2189,1.211
2004-06-28,1.219,1.2227,1.2124
2004-06-29,1.2082,1.2191,1.2071
2004-06-30,1.2187,1.2205,1.2068
2004-07-01,1.2172,1.2207,1.2135
2004-07-02,1.2323,1.2326,1.2147
2004-07-05,1.2279,1.2334,1.227
2004-07-06,1.2305,1.2328,1.2266
2004-07-07,1.2365,1.2387,1.2276
2004-07-08,1.2391,1.2405,1.2342
2004-07-09,1.2415,1.242,1.2372
2004-07-12,1.2405,1.2434,1.2384
2004-07-13,1.2326,1.2412,1.2302
2004-07-14,1.2393,1.242,1.2321
2004-07-15,1.234,1.2388,1.233
2004-07-16,1.2448,1.246,1.2328
2004-07-19,1.2435,1.246,1.2401
2004-07-20,1.2327,1.2451,1.2301
2004-07-21,1.225,1.2349,1.2212
2004-07-22,1.2244,1.2292,1.2235
2004-07-23,1.2099,1.2265,1.2089
2004-07-26,1.2145,1.217,1.2091
2004-07-27,1.206,1.2188,1.2037
2004-07-28,1.2065,1.2076,1.2002
2004-07-29,1.2036,1.2095,1.1993
2004-07-30,1.2017,1.2118,1.2003
2004-08-02,1.2036,1.2092,1.2026
2004-08-03,1.206,1.2075,1.1996
2004-08-04,1.205,1.2066,1.197
2004-08-05,1.2061,1.2072,1.2022
2004-08-06,1.2274,1.2282,1.2047
2004-08-09,1.2278,1.2289,1.2247
2004-08-10,1.2238,1.2318,1.2233
2004-08-11,1.2215,1.2247,1.2197
2004-08-12,1.2257,1.2304,1.2216
2004-08-13,1.237,1.2372,1.218
2004-08-16,1.2355,1.2381,1.2317
2004-08-17,1.2343,1.2385,1.2311
2004-08-18,1.2329,1.2364,1.2292
2004-08-19,1.2366,1.2378,1.2325
2004-08-20,1.2309,1.2378,1.2278
2004-08-23,1.2148,1.2315,1.2133
2004-08-24,1.2085,1.2166,1.2064
2004-08-25,1.2085,1.2115,1.2053
2004-08-26,1.2108,1.2115,1.2043
2004-08-27,1.2021,1.2134,1.2009
2004-08-30,1.2051,1.2068,1.1989
2004-08-31,1.218,1.2192,1.2045
2004-09-01,1.2185,1.2218,1.2147
2004-09-02,1.2161,1.2199,1.2143
2004-09-03,1.2066,1.2193,1.2043
2004-09-06,1.2065,1.2077,1.2049
2004-09-07,1.2107,1.211,1.2056
2004-09-08,1.2186,1.219,1.2028
2004-09-09,1.2191,1.2206,1.216
2004-09-10,1.2269,1.2311,1.2199
2004-09-13,1.2258,1.2285,1.2224
2004-09-14,1.225,1.2294,1.2227
2004-09-15,1.2154,1.2259,1.2135
2004-09-16,1.2185,1.2196,1.2123
2004-09-17,1.218,1.2221,1.216
2004-09-20,1.2167,1.2183,1.2127
2004-09-21,1.233,1.2345,1.2169
2004-09-22,1.2259,1.2333,1.2227
2004-09-23,1.2263,1.2333,1.2255
2004-09-24,1.2262,1.2362,1.2238
2004-09-27,1.2283,1.2314,1.2249
2004-09-28,1.2323,1.2347,1.2282
2004-09-29,1.2329,1.2339,1.229
2004-09-30,1.2435,1.2434,1.2315
2004-10-01,1.2409,1.2438,1.2387
2004-10-04,1.2289,1.2397,1.2259
2004-10-05,1.2323,1.2328,1.2264
2004-10-06,1.2277,1.2321,1.2249
2004-10-07,1.2292,1.2312,1.2273
2004-10-08,1.2416,1.2432,1.2284
2004-10-11,1.2375,1.2421,1.2374
2004-10-12,1.2319,1.2389,1.2289
2004-10-13,1.2335,1.2357,1.2227
2004-10-14,1.24,1.2418,1.2322
2004-10-15,1.248,1.2503,1.238
2004-10-18,1.2505,1.2533,1.2464
2004-10-19,1.2518,1.2525,1.2454
2004-10-20,1.2589,1.2628,1.2501
2004-10-21,1.2621,1.2651,1.2574
2004-10-22,1.2647,1.2658,1.2598
2004-10-25,1.2799,1.2829,1.2712
2004-10-26,1.2753,1.2842,1.2726
2004-10-27,1.2705,1.2814,1.2696
2004-10-28,1.2739,1.2766,1.2631
2004-10-29,1.2787,1.2794,1.2707
2004-11-01,1.2745,1.2833,1.2717
2004-11-02,1.2685,1.2755,1.2665
2004-11-03,1.2816,1.2829,1.2656
2004-11-04,1.2861,1.2898,1.279
2004-11-05,1.2965,1.2969,1.276
2004-11-08,1.2915,1.2987,1.2905
2004-11-09,1.29,1.2939,1.2883
2004-11-10,1.2888,1.3006,1.2848
2004-11-11,1.2908,1.2912,1.2858
2004-11-12,1.2984,1.2989,1.2872
2004-11-15,1.2938,1.2999,1.2915
2004-11-16,1.2966,1.2997,1.2917
2004-11-17,1.3035,1.3045,1.2955
2004-11-18,1.2955,1.3072,1.2944
2004-11-19,1.3016,1.3068,1.2938
2004-11-22,1.3036,1.3053,1.3011
2004-11-23,1.3081,1.3108,1.2975
2004-11-24,1.3167,1.318,1.308
2004-11-25,1.3239,1.3245,1.3163
2004-11-26,1.329,1.3327,1.3188
2004-11-29,1.3276,1.3305,1.3229
2004-11-30,1.329,1.3336,1.3231
2004-12-01,1.3318,1.3337,1.3276
2004-12-02,1.327,1.3385,1.3236
2004-12-03,1.345,1.3461,1.3256
2004-12-06,1.34,1.3455,1.339
2004-12-07,1.3427,1.347,1.339
2004-12-08,1.3335,1.3433,1.3196
2004-12-09,1.331,1.3361,1.3255
2004-12-10,1.3236,1.3318,1.3139
2004-12-13,1.3321,1.3325,1.3191
2004-12-14,1.3301,1.3338,1.3262
2004-12-15,1.3406,1.3441,1.3262
2004-12-16,1.3235,1.3429,1.3203
2004-12-17,1.3288,1.3317,1.3227
2004-12-20,1.3396,1.341,1.3298
2004-12-21,1.3365,1.3409,1.3353
2004-12-22,1.3395,1.3405,1.3344
2004-12-23,1.3503,1.3518,1.3381
2004-12-24,1.3534,1.3548,1.3485
2004-12-27,1.3625,1.364,1.3515
2004-12-28,1.3611,1.3644,1.3591
2004-12-29,1.3588,1.3647,1.3566
2004-12-30,1.365,1.367,1.3574
2004-12-31,1.3557,1.3661,1.3513
2005-01-03,1.348,1.3581,1.3381
2005-01-04,1.3272,1.3497,1.325
2005-01-05,1.3261,1.3304,1.3218
2005-01-06,1.3169,1.3283,1.3155
2005-01-07,1.3054,1.3251,1.3025
2005-01-10,1.3089,1.3118,1.3048
2005-01-11,1.3118,1.3174,1.3069
2005-01-12,1.3265,1.3293,1.3083
2005-01-13,1.3201,1.3268,1.3191
2005-01-14,1.3108,1.3221,1.3057
2005-01-17,1.3073,1.3128,1.3064
2005-01-18,1.3024,1.3076,1.2995
2005-01-19,1.2994,1.3119,1.2964
2005-01-20,1.2956,1.3024,1.2922
2005-01-21,1.306,1.3068,1.2933
2005-01-24,1.3056,1.3097,1.3029
2005-01-25,1.2966,1.3076,1.2944
2005-01-26,1.3069,1.3109,1.2967
2005-01-27,1.3035,1.3125,1.301
2005-01-28,1.304,1.308,1.2985
2005-01-31,1.3031,1.3059,1.2975
2005-02-01,1.3053,1.3066,1.3001
2005-02-02,1.3041,1.3094,1.3009
2005-02-03,1.297,1.3038,1.294
2005-02-04,1.2875,1.3043,1.2863
2005-02-07,1.2775,1.2875,1.2732
2005-02-08,1.2774,1.2798,1.2733
2005-02-09,1.2793,1.2815,1.2739
2005-02-10,1.288,1.2906,1.2739
2005-02-11,1.2869,1.2897,1.2846
2005-02-14,1.2961,1.299,1.2866
2005-02-15,1.3017,1.3055,1.2953
2005-02-16,1.304,1.3065,1.2959
2005-02-17,1.3065,1.309,1.3015
2005-02-18,1.307,1.3083,1.3013
2005-02-21,1.307,1.308,1.3031
2005-02-22,1.3259,1.3262,1.3055
2005-02-23,1.3228,1.3274,1.3185
2005-02-24,1.3203,1.327,1.3175
2005-02-25,1.3243,1.3245,1.3145
2005-02-28,1.3241,1.3279,1.3233
2005-03-01,1.3186,1.3232,1.3168
2005-03-02,1.3134,1.3188,1.3088
2005-03-03,1.311,1.3165,1.3097
2005-03-04,1.3255,1.3255,1.3085
2005-03-07,1.3202,1.3248,1.3178
2005-03-08,1.3342,1.3363,1.3206
2005-03-09,1.34,1.3424,1.3331
2005-03-10,1.3426,1.3457,1.3371
2005-03-11,1.346,1.3482,1.339
2005-03-14,1.3367,1.3478,1.3335
2005-03-15,1.3318,1.3412,1.3296
2005-03-16,1.3413,1.3439,1.3291
2005-03-17,1.3371,1.3422,1.3342
2005-03-18,1.331,1.3387,1.3264
2005-03-21,1.3175,1.3321,1.314
2005-03-22,1.3087,1.3227,1.3054
2005-03-23,1.2976,1.3087,1.296
2005-03-24,1.2945,1.3033,1.2937
2005-03-25,1.2954,1.297,1.2929
2005-03-28,1.2884,1.2965,1.2857
2005-03-29,1.2921,1.2957,1.2877
2005-03-30,1.2935,1.2985,1.292
2005-03-31,1.2961,1.3019,1.2911
2005-04-01,1.2906,1.3065,1.287
2005-04-04,1.2853,1.292,1.2818
2005-04-05,1.2867,1.2875,1.28
2005-04-06,1.2875,1.291,1.2839
2005-04-07,1.2856,1.2941,1.2848
2005-04-08,1.2923,1.2932,1.2808
2005-04-11,1.2981,1.3004,1.2908
2005-04-12,1.2922,1.3018,1.2863
2005-04-13,1.2909,1.2954,1.285
2005-04-14,1.2823,1.2917,1.2766
2005-04-15,1.2909,1.2942,1.2778
2005-04-18,1.3019,1.3045,1.2876
2005-04-19,1.3073,1.3078,1.2981
2005-04-20,1.3084,1.3102,1.2991
2005-04-21,1.3054,1.3125,1.3025
2005-04-22,1.3065,1.3093,1.3023
2005-04-25,1.2995,1.3078,1.2952
2005-04-26,1.299,1.3014,1.2943
2005-04-27,1.2935,1.2988,1.2905
2005-04-28,1.29,1.2943,1.2878
2005-04-29,1.2865,1.2979,1.285
2005-05-02,1.2862,1.2874,1.2836
2005-05-03,1.287,1.2916,1.283
2005-05-04,1.2943,1.2974,1.287
2005-05-05,1.2948,1.299,1.2926
2005-05-06,1.2825,1.2963,1.281
2005-05-09,1.2833,1.2845,1.2789
2005-05-10,1.2872,1.2891,1.2816
2005-05-11,1.28,1.2915,1.2777
2005-05-12,1.2707,1.2815,1.2691
2005-05-13,1.2613,1.2688,1.261
2005-05-16,1.2635,1.2648,1.2581
2005-05-17,1.2605,1.2664,1.2591
2005-05-18,1.268,1.2689,1.2586
2005-05-19,1.2639,1.2691,1.2603
2005-05-20,1.2555,1.2654,1.2536
2005-05-23,1.2576,1.2598,1.2535
2005-05-24,1.2588,1.2629,1.2557
2005-05-25,1.2605,1.2619,1.2547
2005-05-26,1.2513,1.2614,1.2495
2005-05-27,1.2585,1.2589,1.2508
2005-05-30,1.247,1.2575,1.246
2005-05-31,1.2305,1.2487,1.2296
2005-06-01,1.2203,1.2341,1.2158
2005-06-02,1.2285,1.2298,1.2182
2005-06-03,1.2222,1.2345,1.2204
2005-06-06,1.2276,1.2295,1.2215
2005-06-07,1.2281,1.2315,1.2238
2005-06-08,1.2233,1.2355,1.2206
2005-06-09,1.2217,1.2257,1.2176
2005-06-10,1.2119,1.225,1.2107
2005-06-13,1.2107,1.2121,1.2028
2005-06-14,1.2033,1.2155,1.2022
2005-06-15,1.2116,1.2133,1.2017
2005-06-16,1.2105,1.2169,1.2056
2005-06-17,1.2276,1.2283,1.2092
2005-06-20,1.2146,1.2275,1.2125
2005-06-21,1.2182,1.2187,1.207
2005-06-22,1.2127,1.2205,1.2098
2005-06-23,1.2026,1.2145,1.2017
2005-06-24,1.2096,1.2107,1.1981
2005-06-27,1.2154,1.2187,1.2084
2005-06-28,1.2073,1.2175,1.2055
2005-06-29,1.2078,1.2113,1.2015
2005-06-30,1.2101,1.2122,1.2043
2005-07-01,1.1959,1.2106,1.194
2005-07-04,1.1905,1.1965,1.1889
2005-07-05,1.1912,1.194,1.1868
2005-07-06,1.1923,1.1953,1.1892
2005-07-07,1.1944,1.2045,1.1909
2005-07-08,1.1957,1.1987,1.1873
2005-07-11,1.2075,1.2086,1.1959
2005-07-12,1.2234,1.2256,1.2053
2005-07-13,1.209,1.2236,1.2075
2005-07-14,1.2089,1.2135,1.2057
2005-07-15,1.2042,1.2137,1.2022
2005-07-18,1.2053,1.209,1.2021
2005-07-19,1.2036,1.2066,1.1953
2005-07-20,1.2157,1.2188,1.1996
2005-07-21,1.217,1.226,1.2099
2005-07-22,1.2066,1.2189,1.2055
2005-07-25,1.2056,1.2088,1.2027
2005-07-26,1.2017,1.2066,1.1981
2005-07-27,1.2074,1.2085,1.1965
2005-07-28,1.2132,1.215,1.2036
2005-07-29,1.2125,1.216,1.2075
2005-08-01,1.2205,1.2252,1.2119
2005-08-02,1.2198,1.2255,1.2174
2005-08-03,1.234,1.2344,1.2148
2005-08-04,1.2378,1.2403,1.2298
2005-08-05,1.2346,1.2395,1.231
2005-08-08,1.2361,1.239,1.231
2005-08-09,1.2368,1.2418,1.2331
2005-08-10,1.238,1.2427,1.2335
2005-08-11,1.247,1.2476,1.2378
2005-08-12,1.244,1.2487,1.2383
2005-08-15,1.2366,1.2466,1.2345
2005-08-16,1.2357,1.2374,1.2295
2005-08-17,1.2265,1.237,1.2261
2005-08-18,1.2178,1.2294,1.2158
2005-08-19,1.217,1.2193,1.2125
2005-08-22,1.2226,1.2243,1.2157
2005-08-23,1.223,1.2255,1.219
2005-08-24,1.2266,1.228,1.2161
2005-08-25,1.2312,1.2328,1.2257
2005-08-26,1.2283,1.2342,1.2276
2005-08-29,1.2227,1.2347,1.2216
2005-08-30,1.2218,1.2239,1.217
2005-08-31,1.235,1.2358,1.2188
2005-09-01,1.2495,1.2525,1.2328
2005-09-02,1.255,1.259,1.2467
2005-09-05,1.2525,1.2585,1.2509
2005-09-06,1.248,1.2539,1.2442
2005-09-07,1.2419,1.2538,1.2407
2005-09-08,1.2393,1.2453,1.2382
2005-09-09,1.2404,1.246,1.2375
2005-09-12,1.2274,1.2436,1.227
2005-09-13,1.2267,1.2317,1.2245
2005-09-14,1.2277,1.2335,1.2264
2005-09-15,1.222,1.2285,1.2192
2005-09-16,1.2241,1.231,1.22
2005-09-19,1.2147,1.2184,1.21
2005-09-20,1.2126,1.2192,1.2117
2005-09-21,1.2205,1.224,1.2111
2005-09-22,1.2148,1.227,1.2131
2005-09-23,1.2045,1.217,1.2041
2005-09-26,1.2067,1.2073,1.201
2005-09-27,1.2013,1.2083,1.1978
2005-09-28,1.2025,1.207,1.1992
2005-09-29,1.2035,1.2077,1.2006
2005-09-30,1.2014,1.2085,1.1996
2005-10-03,1.1915,1.2036,1.1903
2005-10-04,1.1915,1.195,1.19
2005-10-05,1.1955,1.1988,1.1915
2005-10-06,1.2183,1.2205,1.1993
2005-10-07,1.213,1.218,1.2093
2005-10-10,1.2054,1.2154,1.204
2005-10-11,1.1984,1.2065,1.1975
2005-10-12,1.2024,1.2054,1.1953
2005-10-13,1.2025,1.2038,1.1914
2005-10-14,1.2089,1.2109,1.1977
2005-10-17,1.2035,1.2122,1.2012
2005-10-18,1.1953,1.2018,1.1915
2005-10-19,1.198,1.2001,1.1875
2005-10-20,1.2014,1.2025,1.1948
2005-10-21,1.1953,1.2078,1.1929
2005-10-24,1.1976,1.2022,1.1922
2005-10-25,1.2105,1.2118,1.1936
2005-10-26,1.2065,1.2137,1.2048
2005-10-27,1.2141,1.2174,1.204
2005-10-28,1.207,1.217,1.2048
2005-10-31,1.1992,1.209,1.1968
2005-11-01,1.1997,1.2025,1.1972
