Date,EUR/USD Close,EUR/USD High,EUR/USD Low
1999-06-29,1.0335,1.0367,1.032
1999-06-30,1.034,1.036,1.0291
1999-07-01,1.0233,1.039,1.0203
1999-07-02,1.0245,1.025,1.021
1999-07-05,1.0225,1.0255,1.0217
1999-07-06,1.0234,1.026,1.0185
1999-07-07,1.0227,1.027,1.02
1999-07-08,1.021,1.0227,1.0146
1999-07-09,1.0174,1.024,1.0165
1999-07-12,1.0156,1.02,1.0112
1999-07-13,1.0173,1.021,1.011
1999-07-14,1.0212,1.0227,1.0125
1999-07-15,1.0207,1.0253,1.0185
1999-07-16,1.0196,1.023,1.0185
1999-07-19,1.0301,1.0341,1.0125
1999-07-20,1.0413,1.0437,1.028
1999-07-21,1.0523,1.055,1.044
1999-07-22,1.0523,1.058,1.0475
1999-07-23,1.0514,1.0547,1.0457
1999-07-26,1.0661,1.0722,1.0515
1999-07-27,1.0621,1.07,1.061
1999-07-28,1.0662,1.069,1.0593
1999-07-29,1.0726,1.0744,1.0655
1999-07-30,1.0707,1.074,1.0677
1999-08-02,1.0689,1.071,1.0625
1999-08-03,1.0686,1.0704,1.0627
1999-08-04,1.0775,1.0799,1.067
1999-08-05,1.0758,1.0826,1.074
1999-08-06,1.0759,1.0794,1.072
1999-08-09,1.0706,1.0735,1.068
1999-08-10,1.071,1.0765,1.07
1999-08-11,1.0657,1.0725,1.0643
1999-08-12,1.0666,1.067,1.0623
1999-08-13,1.0567,1.07,1.0559
1999-08-16,1.0568,1.06,1.0565
1999-08-17,1.0513,1.0585,1.0491
1999-08-18,1.0528,1.0562,1.05
1999-08-19,1.0633,1.0647,1.046
1999-08-20,1.0669,1.069,1.0625
1999-08-23,1.0502,1.0675,1.0453
1999-08-24,1.0531,1.0552,1.041
1999-08-25,1.0424,1.0545,1.041
1999-08-26,1.0448,1.047,1.0415
1999-08-27,1.0459,1.0485,1.042
1999-08-30,1.0461,1.0485,1.0437
1999-08-31,1.0577,1.0608,1.0485
1999-09-01,1.0594,1.064,1.056
1999-09-02,1.069,1.072,1.0555
1999-09-03,1.0615,1.072,1.0587
1999-09-06,1.058,1.062,1.057
1999-09-07,1.059,1.06,1.0515
1999-09-08,1.0594,1.064,1.0567
1999-09-09,1.0537,1.0635,1.0524
1999-09-10,1.0357,1.056,1.0345
1999-09-13,1.0414,1.0424,1.03
1999-09-14,1.0355,1.0438,1.032
1999-09-15,1.0396,1.0423,1.0286
1999-09-16,1.0406,1.047,1.035
1999-09-17,1.0413,1.0417,1.0385
1999-09-20,1.0385,1.045,1.0381
1999-09-21,1.0485,1.0501,1.0365
1999-09-22,1.0446,1.054,1.0408
1999-09-23,1.0439,1.048,1.0392
1999-09-24,1.0452,1.054,1.0422
1999-09-27,1.0474,1.048,1.0392
1999-09-28,1.0547,1.0571,1.0445
1999-09-29,1.0638,1.066,1.0515
1999-09-30,1.067,1.0695,1.061
1999-10-01,1.0739,1.0765,1.067
1999-10-04,1.0739,1.077,1.069
1999-10-05,1.0753,1.0762,1.067
1999-10-06,1.0691,1.078,1.0684
1999-10-07,1.0718,1.0748,1.0658
1999-10-08,1.0613,1.072,1.0602
1999-10-11,1.064,1.0655,1.061
1999-10-12,1.0759,1.077,1.063
1999-10-13,1.0789,1.0805,1.0736
1999-10-14,1.079,1.0831,1.075
1999-10-15,1.0896,1.0914,1.0765
1999-10-18,1.0841,1.09,1.083
1999-10-19,1.0839,1.0851,1.0776
1999-10-20,1.0742,1.084,1.0729
1999-10-21,1.082,1.0832,1.0745
1999-10-22,1.0669,1.081,1.0655
1999-10-25,1.0662,1.07,1.0635
1999-10-26,1.0585,1.0695,1.0563
1999-10-27,1.05,1.064,1.0475
1999-10-28,1.0522,1.0544,1.0469
1999-10-29,1.0542,1.056,1.0435
1999-11-01,1.0507,1.0595,1.0483
1999-11-02,1.0519,1.0555,1.0485
1999-11-03,1.048,1.053,1.0457
1999-11-04,1.0359,1.054,1.0344
1999-11-05,1.042,1.0435,1.036
1999-11-08,1.0387,1.046,1.0346
1999-11-09,1.0394,1.0434,1.0365
1999-11-10,1.0444,1.0482,1.0388
1999-11-11,1.042,1.045,1.0395
1999-11-12,1.0319,1.0415,1.028
1999-11-15,1.0317,1.0345,1.0297
1999-11-16,1.0325,1.0355,1.0299
1999-11-17,1.0407,1.044,1.03
1999-11-18,1.0293,1.0435,1.0263
1999-11-19,1.031,1.0333,1.0246
1999-11-22,1.0315,1.0341,1.029
1999-11-23,1.0271,1.0335,1.0258
1999-11-24,1.019,1.028,1.0156
1999-11-25,1.019,1.021,1.0134
1999-11-26,1.0164,1.0195,1.0076
1999-11-29,1.0103,1.02,1.0037
1999-11-30,1.0086,1.0145,1.0045
1999-12-01,1.0087,1.0125,1.0047
1999-12-02,1.0026,1.0125,1
1999-12-03,1.0024,1.004,0.9995
1999-12-06,1.0224,1.0267,1
1999-12-07,1.0247,1.0295,1.0198
1999-12-08,1.0274,1.0285,1.0223
1999-12-09,1.0213,1.0285,1.0157
1999-12-10,1.012,1.0225,1.0113
1999-12-13,1.014,1.016,1.0107
1999-12-14,1.0055,1.0145,1.0028
1999-12-15,1.007,1.0089,1.0014
1999-12-16,1.0167,1.019,1.0065
1999-12-17,1.008,1.0245,1.006
1999-12-20,1.0116,1.014,1.004
1999-12-21,1.0086,1.015,1.0075
1999-12-22,1.0088,1.011,1.006
1999-12-23,1.0147,1.0179,1.007
1999-12-24,1.013,1.016,1.0115
1999-12-27,1.0126,1.0155,1.0106
1999-12-28,1.0059,1.0145,1.0038
1999-12-29,1.0054,1.0105,1.0037
1999-12-30,1.0087,1.0092,1.0022
1999-12-31,1.0107,1.0117,1.0045
2000-01-03,1.0276,1.028,1.0052
2000-01-04,1.0299,1.0342,1.0215
2000-01-05,1.0317,1.04,1.0285
2000-01-06,1.0299,1.0412,1.0276
2000-01-07,1.0283,1.033,1.0256
2000-01-10,1.0256,1.03,1.0205
2000-01-11,1.0326,1.0337,1.0245
2000-01-12,1.0312,1.032,1.0263
2000-01-13,1.0257,1.0315,1.0237
2000-01-14,1.0142,1.0223,1.0112
2000-01-17,1.0118,1.0145,1.0075
2000-01-18,1.0122,1.014,1.0075
2000-01-19,1.0123,1.0127,1.0086
2000-01-20,1.0167,1.0186,1.0075
2000-01-21,1.0098,1.019,1.0048
2000-01-24,1.0043,1.007,1.0001
2000-01-25,1.0017,1.0095,0.999
2000-01-26,1.0013,1.0055,0.9995
2000-01-27,0.9877,1.003,0.9869
2000-01-28,0.9773,0.989,0.9738
2000-01-31,0.9695,0.9825,0.9667
2000-02-01,0.9732,0.9779,0.9665
2000-02-02,0.9756,0.98,0.969
2000-02-03,0.9901,0.9947,0.9715
2000-02-04,0.9825,0.994,0.9751
2000-02-07,0.9802,0.983,0.9755
2000-02-08,0.9857,0.9915,0.9785
2000-02-09,0.9922,0.9967,0.985
2000-02-10,0.9862,0.996,0.9832
2000-02-11,0.987,0.9879,0.979
2000-02-14,0.9813,0.9915,0.9777
2000-02-15,0.9813,0.9861,0.9765
2000-02-16,0.9865,0.987,0.979
2000-02-17,0.9886,0.9955,0.9837
2000-02-18,0.9847,0.99,0.9811
2000-02-21,0.987,0.989,0.9845
2000-02-22,1.005,1.0081,0.987
2000-02-23,1.0029,1.009,1.0011
2000-02-24,0.9943,1.004,0.9888
2000-02-25,0.9742,0.9925,0.9725
2000-02-28,0.9728,0.9745,0.939
2000-02-29,0.9664,0.987,0.9645
2000-03-01,0.9743,0.9767,0.9625
2000-03-02,0.9662,0.9795,0.9612
2000-03-03,0.9617,0.968,0.9591
2000-03-06,0.9591,0.967,0.956
2000-03-07,0.957,0.9625,0.9528
2000-03-08,0.9613,0.9632,0.9522
2000-03-09,0.9678,0.9698,0.9595
2000-03-10,0.963,0.9685,0.9599
2000-03-13,0.9646,0.973,0.9615
2000-03-14,0.9672,0.9683,0.9592
2000-03-15,0.968,0.9712,0.964
2000-03-16,0.9715,0.974,0.9645
2000-03-17,0.9726,0.9731,0.9658
2000-03-20,0.9733,0.9745,0.9685
2000-03-21,0.9644,0.9735,0.9632
2000-03-22,0.9602,0.963,0.9579
2000-03-23,0.972,0.9732,0.96
2000-03-24,0.9751,0.9773,0.9674
2000-03-27,0.9655,0.979,0.9633
2000-03-28,0.9614,0.9699,0.9598
2000-03-29,0.9507,0.96,0.9477
2000-03-30,0.9611,0.9624,0.9512
2000-03-31,0.9557,0.963,0.953
2000-04-03,0.9581,0.9604,0.95
2000-04-04,0.9637,0.9756,0.9516
2000-04-05,0.9628,0.971,0.9595
2000-04-06,0.9602,0.9645,0.9567
2000-04-07,0.9547,0.9615,0.9537
2000-04-10,0.9615,0.9627,0.9535
2000-04-11,0.9589,0.9646,0.9564
2000-04-12,0.9562,0.96,0.952
2000-04-13,0.9541,0.9595,0.9513
2000-04-14,0.9596,0.962,0.951
2000-04-17,0.9535,0.967,0.9522
2000-04-18,0.9474,0.9525,0.9426
2000-04-19,0.9397,0.949,0.936
2000-04-20,0.9375,0.9425,0.9358
2000-04-21,0.938,0.9397,0.9366
2000-04-24,0.9395,0.9449,0.9365
2000-04-25,0.92,0.9395,0.9163
2000-04-26,0.9235,0.925,0.9175
2000-04-27,0.9107,0.9249,0.906
2000-04-28,0.9093,0.9136,0.903
2000-05-01,0.9166,0.9171,0.9071
2000-05-02,0.9075,0.9172,0.9033
2000-05-03,0.895,0.9106,0.8886
2000-05-04,0.8902,0.897,0.8845
2000-05-05,0.8985,0.9011,0.8905
2000-05-08,0.8917,0.9045,0.8919
2000-05-09,0.9067,0.908,0.8945
2000-05-10,0.909,0.9128,0.905
2000-05-11,0.8992,0.9107,0.8992
2000-05-12,0.9185,0.9199,0.898
2000-05-15,0.9123,0.919,0.9122
2000-05-16,0.9034,0.9105,0.9024
2000-05-17,0.8952,0.903,0.889
2000-05-18,0.8934,0.896,0.8905
2000-05-19,0.8991,0.9002,0.8845
2000-05-22,0.9048,0.9074,0.8955
2000-05-23,0.9059,0.9155,0.9017
2000-05-24,0.9069,0.9126,0.903
2000-05-25,0.9124,0.913,0.898
2000-05-26,0.9314,0.934,0.911
2000-05-29,0.9265,0.9335,0.924
2000-05-30,0.9318,0.941,0.9245
2000-05-31,0.9358,0.9375,0.928
2000-06-01,0.9327,0.938,0.9283
2000-06-02,0.9421,0.9504,0.9297
2000-06-05,0.9485,0.949,0.9413
2000-06-06,0.9548,0.96,0.945
2000-06-07,0.9621,0.9627,0.953
2000-06-08,0.9567,0.9702,0.9513
2000-06-09,0.9537,0.957,0.946
2000-06-12,0.9535,0.956,0.949
2000-06-13,0.9606,0.9626,0.952
2000-06-14,0.9605,0.9655,0.9575
2000-06-15,0.9535,0.9605,0.95
2000-06-16,0.9654,0.9657,0.9485
2000-06-19,0.9591,0.9695,0.9576
2000-06-20,0.9579,0.962,0.9536
2000-06-21,0.945,0.9545,0.9431
2000-06-22,0.9379,0.9475,0.9345
2000-06-23,0.9362,0.9529,0.934
2000-06-26,0.9382,0.9396,0.9295
2000-06-27,0.9466,0.9468,0.9355
2000-06-28,0.9431,0.947,0.9399
2000-06-29,0.9521,0.9536,0.9415
2000-06-30,0.9536,0.9602,0.9505
2000-07-03,0.9507,0.9545,0.948
2000-07-04,0.952,0.9521,0.946
2000-07-05,0.9535,0.9572,0.9505
2000-07-06,0.9506,0.9595,0.9495
2000-07-07,0.9468,0.9527,0.9458
2000-07-10,0.9545,0.9549,0.9475
2000-07-11,0.9519,0.9565,0.9492
2000-07-12,0.9419,0.9525,0.9392
2000-07-13,0.9363,0.9425,0.9329
2000-07-14,0.9377,0.939,0.9317
2000-07-17,0.9356,0.94,0.934
2000-07-18,0.9264,0.9365,0.923
2000-07-19,0.9232,0.926,0.9193
2000-07-20,0.9328,0.9333,0.92
2000-07-21,0.937,0.9381,0.931
2000-07-24,0.9327,0.9375,0.931
2000-07-25,0.938,0.9428,0.932
2000-07-26,0.9416,0.945,0.938
2000-07-27,0.9323,0.944,0.9316
2000-07-28,0.9234,0.9335,0.9225
2000-07-31,0.9269,0.9294,0.922
2000-08-01,0.9145,0.9285,0.914
2000-08-02,0.912,0.919,0.9113
2000-08-03,0.907,0.918,0.8997
2000-08-04,0.9079,0.91,0.9014
2000-08-07,0.9084,0.9112,0.905
2000-08-08,0.9018,0.909,0.8987
2000-08-09,0.8986,0.9034,0.8963
2000-08-10,0.9077,0.9097,0.9005
2000-08-11,0.9033,0.914,0.9023
2000-08-14,0.9052,0.9068,0.9001
2000-08-15,0.9132,0.914,0.9055
2000-08-16,0.9157,0.9175,0.9065
2000-08-17,0.9173,0.9176,0.9117
2000-08-18,0.9068,0.9185,0.9062
2000-08-21,0.9018,0.9075,0.9009
2000-08-22,0.8974,0.9035,0.8949
2000-08-23,0.9002,0.9004,0.891
2000-08-24,0.9023,0.9051,0.8995
2000-08-25,0.9027,0.9072,0.8975
2000-08-28,0.9001,0.9045,0.8986
2000-08-29,0.8924,0.902,0.8914
2000-08-30,0.8926,0.894,0.887
2000-08-31,0.8878,0.897,0.8838
2000-09-01,0.8997,0.9018,0.8875
2000-09-04,0.8985,0.904,0.8965
2000-09-05,0.8888,0.899,0.885
2000-09-06,0.8703,0.8895,0.8688
2000-09-07,0.8736,0.8766,0.8635
2000-09-08,0.8695,0.874,0.864
2000-09-11,0.8586,0.8725,0.8565
2000-09-12,0.8627,0.8691,0.855
2000-09-13,0.8613,0.8705,0.8585
2000-09-14,0.8647,0.8735,0.8565
2000-09-15,0.8556,0.87,0.8535
2000-09-18,0.8539,0.8575,0.8512
2000-09-19,0.8515,0.8565,0.8476
2000-09-20,0.8478,0.852,0.844
2000-09-21,0.8581,0.8593,0.846
2000-09-22,0.8789,0.904,0.8573
2000-09-25,0.8726,0.883,0.871
2000-09-26,0.8822,0.8833,0.873
2000-09-27,0.8834,0.8885,0.8782
2000-09-28,0.8817,0.8863,0.878
2000-09-29,0.8821,0.885,0.875
2000-10-02,0.8784,0.8855,0.878
2000-10-03,0.8741,0.8785,0.873
2000-10-04,0.8746,0.878,0.8716
2000-10-05,0.8691,0.8786,0.8679
2000-10-06,0.868,0.874,0.8666
2000-10-09,0.868,0.871,0.867
2000-10-10,0.8714,0.8745,0.866
2000-10-11,0.8688,0.8765,0.868
2000-10-12,0.8626,0.868,0.8612
2000-10-13,0.8537,0.866,0.8529
2000-10-16,0.8496,0.856,0.8459
2000-10-17,0.8554,0.8556,0.8475
2000-10-18,0.8382,0.8575,0.8326
2000-10-19,0.8435,0.8445,0.8381
2000-10-20,0.8419,0.849,0.8349
2000-10-23,0.8355,0.842,0.8349
2000-10-24,0.8371,0.84,0.8345
2000-10-25,0.8276,0.8385,0.8248
2000-10-26,0.829,0.8321,0.8228
2000-10-27,0.8399,0.8444,0.8285
2000-10-30,0.8425,0.853,0.839
2000-10-31,0.849,0.85,0.838
2000-11-01,0.8609,0.8614,0.847
2000-11-02,0.8604,0.8665,0.8555
2000-11-03,0.8652,0.88,0.8575
2000-11-06,0.8606,0.873,0.8559
2000-11-07,0.8614,0.8665,0.8576
2000-11-08,0.855,0.869,0.8517
2000-11-09,0.8658,0.8674,0.852
2000-11-10,0.8614,0.8705,0.8598
2000-11-13,0.8605,0.8665,0.8579
2000-11-14,0.8569,0.8615,0.8549
2000-11-15,0.8578,0.863,0.8554
2000-11-16,0.8521,0.86,0.8516
2000-11-17,0.8475,0.8575,0.8482
2000-11-20,0.8493,0.8522,0.8463
2000-11-21,0.8433,0.853,0.8416
2000-11-22,0.8446,0.8485,0.8411
2000-11-23,0.839,0.846,0.8385
2000-11-24,0.84,0.8455,0.8375
2000-11-27,0.8519,0.8525,0.839
2000-11-28,0.8565,0.858,0.8505
2000-11-29,0.8581,0.8658,0.8555
2000-11-30,0.872,0.8737,0.857
2000-12-01,0.8783,0.879,0.8701
2000-12-04,0.8874,0.8932,0.8755
2000-12-05,0.8806,0.8905,0.8787
2000-12-06,0.8909,0.892,0.877
2000-12-07,0.8888,0.8975,0.8856
2000-12-08,0.8831,0.8915,0.8822
2000-12-11,0.8774,0.8865,0.875
2000-12-12,0.8803,0.884,0.8753
2000-12-13,0.8758,0.882,0.8715
2000-12-14,0.8892,0.8901,0.8755
2000-12-15,0.8958,0.9,0.8905
2000-12-18,0.8937,0.9015,0.8924
2000-12-19,0.8933,0.8965,0.888
2000-12-20,0.9079,0.9095,0.895
2000-12-21,0.914,0.917,0.906
2000-12-22,0.9235,0.926,0.9145
2000-12-25,0.9235,0.9235,0.9235
2000-12-26,0.932,0.9325,0.9235
2000-12-27,0.9304,0.934,0.9273
2000-12-28,0.9286,0.932,0.9247
2000-12-29,0.9398,0.94,0.928
2001-01-01,0.9398,0.9398,0.9398
2001-01-02,0.9488,0.9515,0.937
2001-01-03,0.9291,0.957,0.9269
2001-01-04,0.9503,0.952,0.9265
2001-01-05,0.9575,0.9595,0.9467
2001-01-08,0.9506,0.959,0.9468
2001-01-09,0.9441,0.9475,0.9385
2001-01-10,0.939,0.9465,0.9379
2001-01-11,0.9517,0.9554,0.9465
2001-01-12,0.9504,0.958,0.9468
2001-01-15,0.9425,0.953,0.941
2001-01-16,0.9413,0.9445,0.9373
2001-01-17,0.9344,0.945,0.929
2001-01-18,0.9444,0.9465,0.935
2001-01-19,0.9342,0.9505,0.9339
2001-01-22,0.9381,0.9396,0.9271
2001-01-23,0.9389,0.945,0.937
2001-01-24,0.9234,0.937,0.9216
2001-01-25,0.9214,0.924,0.9118
2001-01-26,0.924,0.9315,0.9199
2001-01-29,0.9184,0.926,0.9177
2001-01-30,0.927,0.928,0.9145
2001-01-31,0.9365,0.9365,0.9255
2001-02-01,0.942,0.9445,0.936
2001-02-02,0.9348,0.942,0.9318
2001-02-05,0.9389,0.9441,0.934
2001-02-06,0.93,0.9385,0.9284
2001-02-07,0.9308,0.935,0.926
2001-02-08,0.9178,0.93,0.9151
2001-02-09,0.9263,0.9273,0.913
2001-02-12,0.9313,0.933,0.9245
2001-02-13,0.9205,0.933,0.9172
2001-02-14,0.919,0.922,0.9166
2001-02-15,0.9034,0.9195,0.9028
2001-02-16,0.9162,0.9177,0.9045
2001-02-19,0.9215,0.9235,0.912
2001-02-20,0.9097,0.924,0.9051
2001-02-21,0.9083,0.918,0.906
2001-02-22,0.9051,0.913,0.9016
2001-02-23,0.919,0.9208,0.9025
2001-02-26,0.9115,0.9185,0.9079
2001-02-27,0.917,0.9206,0.9085
2001-02-28,0.9233,0.9255,0.916
2001-03-01,0.9319,0.9321,0.922
2001-03-02,0.9342,0.938,0.9285
2001-03-05,0.93,0.9365,0.9284
2001-03-06,0.9335,0.9339,0.925
2001-03-07,0.9287,0.937,0.9263
2001-03-08,0.9317,0.934,0.927
2001-03-09,0.9324,0.9375,0.9295
2001-03-12,0.9279,0.934,0.926
2001-03-13,0.9142,0.931,0.9133
2001-03-14,0.9097,0.921,0.908
2001-03-15,0.9007,0.913,0.8957
2001-03-16,0.8956,0.9,0.8913
2001-03-19,0.8985,0.9015,0.8935
2001-03-20,0.9086,0.909,0.8985
2001-03-21,0.8957,0.9125,0.8936
2001-03-22,0.8879,0.8965,0.8833
2001-03-23,0.889,0.8965,0.8855
2001-03-26,0.896,0.8968,0.8885
2001-03-27,0.8931,0.8992,0.8897
2001-03-28,0.8863,0.8945,0.8848
2001-03-29,0.8826,0.8885,0.8798
2001-03-30,0.879,0.886,0.8755
2001-04-02,0.8799,0.8836,0.873
2001-04-03,0.8962,0.8969,0.8795
2001-04-04,0.9023,0.9051,0.8935
2001-04-05,0.8966,0.909,0.894
2001-04-06,0.9027,0.9049,0.8925
2001-04-09,0.8981,0.9045,0.899
2001-04-10,0.8881,0.899,0.8862
2001-04-11,0.887,0.8915,0.881
2001-04-12,0.8917,0.8942,0.8837
2001-04-13,0.891,0.8934,0.89
2001-04-16,0.8862,0.8905,0.8833
2001-04-17,0.8819,0.891,0.8777
2001-04-18,0.8846,0.8897,0.8699
2001-04-19,0.894,0.8957,0.881
2001-04-20,0.9039,0.9047,0.8955
2001-04-23,0.8972,0.9025,0.8945
2001-04-24,0.8942,0.901,0.8931
2001-04-25,0.8965,0.9001,0.8905
2001-04-26,0.9039,0.9041,0.8945
2001-04-27,0.8913,0.9055,0.889
2001-04-30,0.8883,0.8925,0.8853
2001-05-01,0.8921,0.894,0.8855
2001-05-02,0.8932,0.8951,0.8885
2001-05-03,0.89,0.8975,0.8882
2001-05-04,0.8946,0.901,0.8894
2001-05-07,0.8904,0.8935,0.8901
2001-05-08,0.8835,0.891,0.8827
2001-05-09,0.8849,0.8859,0.8814
2001-05-10,0.8819,0.892,0.8781
2001-05-11,0.8762,0.8825,0.8737
2001-05-14,0.8744,0.876,0.8727
2001-05-15,0.8782,0.8799,0.873
2001-05-16,0.8743,0.8865,0.875
