Date,GBP/JPY Close,GBP/JPY High,GBP/JPY Low
1999-09-21,171.02,171.31,169.1
1999-09-22,169.3,171.33,169.26
1999-09-23,170.65,171.17,169.17
1999-09-24,171.06,172.53,170.68
1999-09-27,174.48,175.26,172.99
1999-09-28,175.1,176.09,174.37
1999-09-29,175.88,176.11,175.01
1999-09-30,175.16,176.05,173.65
1999-10-01,173.59,174.31,173.24
1999-10-04,175.86,176.3,175.56
1999-10-05,176.53,177.23,176.4
1999-10-06,178.1,178.53,177.01
1999-10-07,177.51,178.33,177.04
1999-10-08,177.29,178.11,177.12
1999-10-11,177.6,177.7,176.1
1999-10-12,176.18,176.22,175.6
1999-10-13,176.4,178.53,175.87
1999-10-14,178.58,178.72,176.68
1999-10-15,175.97,176.73,175.73
1999-10-18,175.37,175.97,175.12
1999-10-19,175.96,176.78,175.84
1999-10-20,177.12,177.81,176.31
1999-10-21,177.52,178.01,177.4
1999-10-22,175.61,176.97,175.05
1999-10-25,175.19,175.49,175.89
1999-10-26,173.08,173.65,172.75
1999-10-27,171.66,172.29,171
1999-10-28,172.2,172.56,170.71
1999-10-29,171.38,171.69,170.27
1999-11-01,171.09,172.02,170.53
1999-11-02,171.41,172.84,170.82
1999-11-03,172.38,173.22,171.1
1999-11-04,170.12,172.49,169.68
1999-11-05,171.73,172.84,171.26
1999-11-08,170.31,172.48,170.11
1999-11-09,170.35,170.84,169.83
1999-11-10,170.24,170.37,169.73
1999-11-11,170.45,171.25,170.01
1999-11-12,169.94,170.17,169.11
1999-11-15,170.06,170.38,169.48
1999-11-16,171.39,171.92,170.81
1999-11-17,171.39,171.65,171.08
1999-11-18,171.17,171.6,170.77
1999-11-19,172.29,172.35,171.32
1999-11-22,169.81,170.39,169.45
1999-11-23,169.09,170.02,168.85
1999-11-24,167.73,168.98,167.67
1999-11-25,168.24,168.8,168
1999-11-26,163.34,166.65,162.74
1999-11-29,164.16,164.26,162.66
1999-11-30,162.93,163.19,162.05
1999-12-01,164.42,164.46,163.17
1999-12-02,164.26,164.48,163.59
1999-12-03,164.41,164.48,163.53
1999-12-06,166.81,167.58,165.67
1999-12-07,166.27,166.79,165.87
1999-12-08,167.5,167.79,167.28
1999-12-09,166.38,167.05,165.97
1999-12-10,165.83,166.5,165.61
1999-12-13,167.6,167.78,166.45
1999-12-14,166.83,167.47,166.63
1999-12-15,166.39,166.68,165.93
1999-12-16,165.94,166.54,165.69
1999-12-17,165.36,166.72,165.36
1999-12-20,164.47,165.44,164.23
1999-12-21,164.68,164.74,164.01
1999-12-22,163.48,164.09,162.9
1999-12-23,164.26,164.87,163.61
1999-12-24,166.4,166.67,164.63
1999-12-27,165.39,166.47,164.85
1999-12-28,165.37,165.36,164.67
1999-12-29,165.46,165.65,164.75
1999-12-30,165.79,165.84,164.85
1999-12-31,165.49,165.73,164.86
2000-01-03,166.39,166.53,164.25
2000-01-04,169.05,169.12,168.29
2000-01-05,171.4,171.46,169.76
2000-01-06,173.77,173.98,172.54
2000-01-07,172.45,173.78,172.08
2000-01-10,172.1,172.62,171.61
2000-01-11,174.55,174.94,173.88
2000-01-12,174.57,174.72,173.91
2000-01-13,174.76,175.21,173.98
2000-01-14,172.78,174.53,172.56
2000-01-17,171.25,172.96,170.98
2000-01-18,172.88,173.12,172.14
2000-01-19,173.08,173.77,172.76
2000-01-20,174.09,174.8,173.24
2000-01-21,172.84,173.49,172.5
2000-01-24,174.24,174.99,173.79
2000-01-25,174.12,174.94,173.82
2000-01-26,173.2,174.29,172.82
2000-01-27,171.98,173.07,171.4
2000-01-28,173.52,173.85,170.69
2000-01-31,173.63,174.32,172.54
2000-02-01,174.15,174.36,173
2000-02-02,173.94,174.41,173.4
2000-02-03,171.86,174.05,170.72
2000-02-04,170.51,171.71,170.28
2000-02-07,173.64,173.78,172.31
2000-02-08,176.15,176.93,174.33
2000-02-09,176.14,176.35,174.86
2000-02-10,175.2,175.28,174.1
2000-02-11,173.54,175.38,173.04
2000-02-14,172.76,173.17,172.35
2000-02-15,174.07,174.21,172.55
2000-02-16,175.83,175.92,174.46
2000-02-17,177.8,178.04,176.66
2000-02-18,177.42,178.06,176.94
2000-02-21,178.1,178.2,176.6
2000-02-22,178.48,179.7,178.23
2000-02-23,178.43,178.99,178.07
2000-02-24,177.8,177.93,176.68
2000-02-25,175.55,177.31,175.26
2000-02-28,174.19,174.96,172.67
2000-02-29,173.93,173.97,173.19
2000-03-01,169.9,171.15,168.95
2000-03-02,169.91,170.62,169.29
2000-03-03,170.37,170.8,169.45
2000-03-06,169.31,169.68,168.63
2000-03-07,167.46,169.36,166.62
2000-03-08,169.21,169.84,168.19
2000-03-09,168.47,168.84,167.78
2000-03-10,167.41,168.42,167.26
2000-03-13,166.65,166.66,165.84
2000-03-14,165.64,165.73,164.25
2000-03-15,166.07,167.17,164.96
2000-03-16,166.32,166.69,165.25
2000-03-17,167.77,167.86,166.06
2000-03-20,166.84,167.32,166.74
2000-03-21,168.38,168.7,167.4
2000-03-22,168.57,168.92,166.73
2000-03-23,170.36,170.67,169.77
2000-03-24,170.42,170.79,169.38
2000-03-27,169.4,170.19,169.04
2000-03-28,168.22,168.79,167.83
2000-03-29,168.47,168.55,166.8
2000-03-30,168.4,168.52,167.17
2000-03-31,162.98,164.56,162.71
2000-04-03,167.54,167.77,166.77
2000-04-04,167.38,168.88,167.21
2000-04-05,166.15,167.52,166.08
2000-04-06,165.64,166.38,165.15
2000-04-07,166.63,166.94,166.1
2000-04-10,168.69,169.07,168.24
2000-04-11,169.9,170,169.3
2000-04-12,167.9,168.58,167.22
2000-04-13,168.14,168.57,167.87
2000-04-14,166.56,167.77,166.25
2000-04-17,165.1,165.6,164.65
2000-04-18,165.31,165.47,164.48
2000-04-19,165.46,165.87,164.71
2000-04-20,167.08,167.16,165.52
2000-04-21,167.09,167.35,166.66
2000-04-24,167.06,167.2,166.11
2000-04-25,167.21,167.55,166.05
2000-04-26,167.54,168.65,167.39
2000-04-27,167.6,168.07,166.82
2000-04-28,168.01,169.25,167.8
2000-05-01,169.05,169.59,167.79
2000-05-02,169.22,170.63,168.95
2000-05-03,170.39,170.9,169.94
2000-05-04,166.57,167.53,166.55
2000-05-05,165.69,166.85,165.21
2000-05-08,166.97,167.09,166.09
2000-05-09,167.83,168.09,167.39
2000-05-10,165.48,166.78,164.99
2000-05-11,163.13,163.38,162.2
2000-05-12,164.17,165.35,164.02
2000-05-15,165.08,166.08,164.79
2000-05-16,163.58,164.94,162.98
2000-05-17,163.29,164.14,162.84
2000-05-18,161.16,161.7,160.65
2000-05-19,158.58,159.57,158.03
2000-05-22,159.73,160.25,159.34
2000-05-23,157.4,158.02,157.09
2000-05-24,159.18,159.41,157.5
2000-05-25,158.08,158.77,157.67
2000-05-26,158.87,159.47,157.79
2000-05-29,160,160.1,159.05
2000-05-30,159.44,160.42,158.8
2000-05-31,161.34,161.65,160.43
2000-06-01,162.17,162.94,161.92
2000-06-02,163.1,163.46,162.17
2000-06-05,163.63,163.8,161.85
2000-06-06,161.55,162.03,160.29
2000-06-07,160.58,161.34,160.17
2000-06-08,160.49,160.68,159.33
2000-06-09,161.24,161.38,160.37
2000-06-12,161.41,161.7,160.72
2000-06-13,161.32,161.95,160.89
2000-06-14,160.09,160.65,159.92
2000-06-15,161.25,161.52,159.88
2000-06-16,160.92,161.38,160.32
2000-06-19,160.01,160.4,159.77
2000-06-20,160.13,160.24,158.74
2000-06-21,158.21,158.54,157.73
2000-06-22,158.11,158.88,157.13
2000-06-23,157.41,157.64,156.27
2000-06-26,158.46,158.74,158.02
2000-06-27,158.6,158.86,157.81
2000-06-28,159.51,159.74,158.51
2000-06-29,159.58,159.75,158.72
2000-06-30,160.53,161.39,158.97
2000-07-03,159.88,160.45,159.76
2000-07-04,160.92,161.1,159.4
2000-07-05,161.55,161.94,161.33
2000-07-06,161.96,162.82,161.62
2000-07-07,163.1,163.57,162.05
2000-07-10,162,162.27,161.67
2000-07-11,162.35,162.46,161.49
2000-07-12,163.23,164.49,162.89
2000-07-13,162.57,162.91,160.81
2000-07-14,161.68,162.69,161.33
2000-07-17,161.97,162.46,161.66
2000-07-18,162.27,162.28,161.55
2000-07-19,162.1,162.31,161.29
2000-07-20,162.88,163.16,161.72
2000-07-21,165.37,165.71,163.97
2000-07-24,164.77,165.41,164.64
2000-07-25,165.73,166.28,165.48
2000-07-26,165.57,166.01,165.3
2000-07-27,165.26,165.55,164.71
2000-07-28,164.97,165.29,164.21
2000-07-31,164.02,164.48,163.61
2000-08-01,163.18,164.57,163.03
2000-08-02,162.72,163.16,162.15
2000-08-03,162.08,162.32,161.19
2000-08-04,163.05,163.61,162.22
2000-08-07,164.91,164.95,163.65
2000-08-08,163.51,163.74,162.88
2000-08-09,161.94,164.64,161.79
2000-08-10,162.92,163.19,162.43
2000-08-11,163.39,163.87,162.85
2000-08-14,164.69,165.52,164.35
2000-08-15,164.14,164.65,163.97
2000-08-16,163.05,163.3,162.51
2000-08-17,162.78,162.93,162.34
2000-08-18,161.57,163,160.98
2000-08-21,161.64,162.06,161.25
2000-08-22,160.72,161.22,160.15
2000-08-23,159.13,159.29,157.96
2000-08-24,158.3,158.83,158.04
2000-08-25,157.31,158.14,157.26
2000-08-28,156.63,156.94,156.28
2000-08-29,154.47,155.7,154.36
2000-08-30,155.16,155.3,154.4
2000-08-31,154.89,155.36,154.26
2000-09-01,154.51,154.71,153.95
2000-09-04,154.34,155.28,153.97
2000-09-05,153.89,154.12,153.39
2000-09-06,152.34,153.8,152.16
2000-09-07,151.06,151.65,150.18
2000-09-08,150.74,151.07,150.36
2000-09-11,149.35,150.58,149.06
2000-09-12,150.39,151.41,149.17
2000-09-13,150.97,151.4,150.73
2000-09-14,151.32,151.87,150.65
2000-09-15,150.13,151.76,150.08
2000-09-18,150.34,150.46,149.46
2000-09-19,150.8,151.11,149.92
2000-09-20,150.29,151.2,149.94
2000-09-21,153.28,153.49,150.99
2000-09-22,157.65,158.07,156.66
2000-09-25,156.28,156.69,155.84
2000-09-26,157.38,157.47,155.71
2000-09-27,157.04,157.97,156.57
2000-09-28,157.47,157.97,157.16
2000-09-29,159.5,159.9,158.93
2000-10-02,159.89,160.05,159.29
2000-10-03,158.58,158.74,158.13
2000-10-04,159.57,159.74,158.74
2000-10-05,157.88,159.29,157.76
2000-10-06,157.18,157.81,156.84
2000-10-09,157.45,158,157.45
2000-10-10,156.53,157.57,156.26
2000-10-11,157.14,157.75,156.97
2000-10-12,158.05,159.04,157.11
2000-10-13,156.49,158.58,155.92
2000-10-16,156.47,157.16,155.99
2000-10-17,156.55,156.55,155.06
2000-10-18,155.4,157.43,154.64
2000-10-19,156.49,157.1,156.04
2000-10-20,157.99,158.18,156.97
2000-10-23,157.29,158.08,157.09
2000-10-24,156.56,157.62,156.31
2000-10-25,155.23,155.82,154.34
2000-10-26,155.42,155.83,153.64
2000-10-27,157.87,158.01,155.61
2000-10-30,158.24,158.8,157.81
2000-10-31,158.01,158.95,158.08
2000-11-01,156.9,157.37,156.33
2000-11-02,156.51,157.38,156.28
2000-11-03,155.11,156.16,154.77
2000-11-06,153.5,154.81,153.13
2000-11-07,153.62,153.9,152.84
2000-11-08,152.62,153.63,152.56
2000-11-09,153.74,153.84,151.87
2000-11-10,154.02,154.45,153.82
2000-11-13,154.9,155.02,154.1
2000-11-14,154.58,154.84,154.15
2000-11-15,155.37,155.46,154.6
2000-11-16,155.17,155.31,154.9
2000-11-17,154.92,155.36,154.61
2000-11-20,156.42,156.88,155.53
2000-11-21,156.17,156.49,155.67
2000-11-22,155.55,155.74,154.93
2000-11-23,154.4,155.5,154.47
2000-11-24,155.94,156.61,155.7
2000-11-27,156.81,157.21,156.47
2000-11-28,156.21,157.02,156.05
2000-11-29,158.28,158.51,156.45
2000-11-30,157.28,157.95,156.88
2000-12-01,159.99,160.63,158.87
2000-12-04,161.51,161.94,160.28
2000-12-05,159.46,160.42,159.18
2000-12-06,159.17,159.3,158.43
2000-12-07,159.6,160.12,159.24
2000-12-08,160.89,161.63,160.69
2000-12-11,161.37,161.71,161
2000-12-12,161.58,161.82,161.11
2000-12-13,163.52,163.87,162.81
2000-12-14,165.26,165.57,164.5
2000-12-15,165.97,166.3,164.95
2000-12-18,165.42,165.48,163.95
2000-12-19,165.06,165.08,164.24
2000-12-20,166.62,166.99,165.32
2000-12-21,165.27,166.33,164.76
2000-12-22,166.59,166.78,165.74
2000-12-25,166.59,166.59,166.59
2000-12-26,168.68,168.76,167.77
2000-12-27,170.9,171.05,169.19
2000-12-28,170.63,171.19,170.52
2000-12-29,171.22,171.62,170.92
2001-01-01,171.22,171.22,171.22
2001-01-02,171.61,172.25,170.41
2001-01-03,169.61,172.65,169.38
2001-01-04,173.51,173.6,171.11
2001-01-05,175.25,175.36,173.63
2001-01-08,173.32,174.54,172.78
2001-01-09,174.01,174.23,172.1
2001-01-10,173.5,174.34,173.02
2001-01-11,175.94,176.41,175.49
2001-01-12,174.93,175.51,173.86
2001-01-15,175.3,176.43,175.06
2001-01-16,172.64,173.87,171.74
2001-01-17,175.17,175.22,172.76
2001-01-18,174.02,174.7,173.38
2001-01-19,171.57,173.41,171.57
2001-01-22,170.62,171.04,169.11
2001-01-23,172.03,172.6,171.73
2001-01-24,172.05,173.33,171.94
2001-01-25,170.22,171.08,169.17
2001-01-26,171.32,171.52,170.06
2001-01-29,170.35,170.58,169.71
2001-01-30,169.39,170.86,168.92
2001-01-31,170.28,170.51,169.13
2001-02-01,171.05,171.33,170.2
2001-02-02,169.74,170.59,169.46
2001-02-05,169.4,170.33,169.09
2001-02-06,167.39,168.29,167.32
2001-02-07,169.15,170.28,169.02
2001-02-08,168.43,168.65,167.14
2001-02-09,170.04,170.55,169.35
2001-02-12,170.64,171.09,170.43
2001-02-13,169.3,170.99,169.04
2001-02-14,169.65,170.27,169.23
2001-02-15,167.57,168.23,167.4
2001-02-16,167.41,168.15,167.23
2001-02-19,167.8,168.3,166.35
2001-02-20,167.31,167.43,165.49
2001-02-21,168.27,168.75,167.47
2001-02-22,168.24,168.82,167.58
2001-02-23,168.23,169.01,168
2001-02-26,168.9,168.9,168.1
2001-02-27,167.87,168.08,167.3
2001-02-28,169.82,169.9,168.87
2001-03-01,170.99,171.21,169.96
2001-03-02,174.9,175.88,174.77
2001-03-05,174.78,175.87,174.68
2001-03-06,174.49,174.94,173.41
2001-03-07,175.09,175.74,174.56
2001-03-08,175.91,176.07,175.08
2001-03-09,175.59,176.52,174.67
2001-03-12,176.31,177.11,175.74
2001-03-13,173.89,174.78,172.5
2001-03-14,174.96,176.1,174.33
2001-03-15,176.07,176.48,174.33
2001-03-16,175.46,176.49,175.01
2001-03-19,175,176.66,174
2001-03-20,175.03,175.4,174.57
2001-03-21,176.69,177.33,175.26
2001-03-22,175.63,176.56,175.55
2001-03-23,175.63,175.97,175.02
2001-03-26,176.15,176.61,175.99
2001-03-27,174.96,177.05,173.98
2001-03-28,175.8,176.2,174.25
2001-03-29,176.37,177.48,176.14
2001-03-30,178.8,179,177.79
2001-04-02,179.16,180.17,178.99
2001-04-03,180.06,180.26,179.32
2001-04-04,179.83,180.74,179.74
2001-04-05,177.24,179.98,176.86
2001-04-06,178.22,178.89,177.04
2001-04-09,180.87,181.47,180.54
2001-04-10,178.44,180.2,178.23
2001-04-11,179.22,179.34,177.59
2001-04-12,178.05,178.18,176.65
2001-04-13,178.85,178.89,177.91
2001-04-16,178.4,179.02,178.38
2001-04-17,176.37,177.69,176.02
2001-04-18,174.51,176.37,173.62
2001-04-19,175.62,175.75,173.79
2001-04-20,176.64,177,175.03
2001-04-23,174.47,175.67,174.12
2001-04-24,175.43,176.36,174.3
2001-04-25,175.06,176.21,174.99
2001-04-26,177.49,177.64,175.48
2001-04-27,177.83,179.29,177.36
2001-04-30,176.98,177.53,176.47
2001-05-01,175.21,175.54,174.77
2001-05-02,174.5,175.36,174.35
2001-05-03,174.37,174.78,173.21
2001-05-04,174.43,174.88,173.6
2001-05-07,174.38,175.02,174.17
2001-05-08,173.04,175,172.95
2001-05-09,173.77,174.08,172.85
2001-05-10,174.5,174.57,173.48
2001-05-11,174.09,174.16,172.85
2001-05-14,175.03,175.26,174.33
2001-05-15,175.84,175.89,175.23
2001-05-16,176.71,176.92,175.3
2001-05-17,176.23,176.23,175.24
2001-05-18,178.01,178.1,176.24
2001-05-21,176.39,177.33,176.53
2001-05-22,175.14,177.18,174.78
2001-05-23,169.97,172.3,169.16
2001-05-24,169.07,170.18,168.98
2001-05-25,171.48,171.85,168.72
2001-05-28,172.07,172.2,171.15
2001-05-29,170.85,170.96,170.14
2001-05-30,171.73,171.97,170.84
2001-05-31,171.97,171.97,167.83
2001-06-01,168.87,169.3,167.7
2001-06-04,168.81,170.07,168.5
2001-06-05,169.79,170.08,167.71
2001-06-06,167.44,170.59,167.16
2001-06-07,166.86,167.5,165.45
2001-06-08,167.12,167.68,165.65
2001-06-11,167.59,168.81,167.04
2001-06-12,167.13,168.25,166.63
2001-06-13,169.78,169.95,166.87
2001-06-14,170.16,170.29,169.06
2001-06-15,172.88,173.17,169.85
2001-06-18,173.25,173.8,172.45
2001-06-19,172.36,173.55,171.36
2001-06-20,173.06,173.75,171.22
2001-06-21,176.25,178.48,172.57
2001-06-22,175.6,176.56,175.05
2001-06-25,175.09,176.09,174.83
2001-06-26,175.14,175.56,174.1
2001-06-27,176.04,176.9,175.21
2001-06-28,175.68,177.1,175.27
2001-06-29,176.37,176.57,174.27
2001-07-02,176.19,176.89,175.38
2001-07-03,174.93,175.92,174.16
2001-07-04,175.14,175.8,174.45
2001-07-05,176.13,176.65,174.9
2001-07-06,177.99,178.05,175.63
2001-07-09,176.63,177.65,176.24
2001-07-10,176.89,177.66,176.35
2001-07-11,175.11,177.58,174.86
2001-07-12,174.25,175.25,173.67
2001-07-13,175.1,175.2,173.6
2001-07-16,175.76,175.85,174.65
2001-07-17,175.07,175.8,174.84
2001-07-18,175.67,176.32,174.85
2001-07-19,176.21,176.34,174.44
2001-07-20,175.77,177.27,175.22
2001-07-23,176.58,176.68,175.1
2001-07-24,176.39,176.8,175.74
2001-07-25,176.52,177.23,176.18
2001-07-26,176.72,177.15,175.92
2001-07-27,176.07,177.14,175.52
2001-07-30,178.57,178.81,175.37
2001-07-31,178.33,178.65,177.68
2001-08-01,178.79,178.93,177.9
2001-08-02,177.19,178.8,176.69
2001-08-03,176.73,177.48,175.92
2001-08-06,175.91,177.28,175.5
2001-08-07,174.99,175.9,174.78
2001-08-08,174.77,175.25,173.79
2001-08-09,173.78,175.65,172.94
2001-08-10,173.73,174.86,173.6
2001-08-13,174.13,174.35,172.89
2001-08-14,173.87,174.88,172.69
2001-08-15,172.3,174,171.2
2001-08-16,173.46,173.68,172.2
2001-08-17,173.98,174.57,173.35
2001-08-20,174.35,174.63,173.55
2001-08-21,173.62,174.65,173.14
2001-08-22,174.53,175,173.6
2001-08-23,173.36,174.8,173.24
2001-08-24,173.42,173.9,172.85
2001-08-27,173.28,173.8,173.05
2001-08-28,174.29,175.06,172.75
2001-08-29,174.5,174.68,172.83
2001-08-30,174.04,174.4,173.2
2001-08-31,172.78,174.05,171.89
2001-09-03,172.78,173.35,172.3
2001-09-04,172.3,173.02,171.72
2001-09-05,176.02,176.07,172.15
2001-09-06,176.24,176.8,175.24
2001-09-07,175.52,176.8,174.98
2001-09-10,176.35,177,175.25
2001-09-11,176.09,177.75,174.3
2001-09-12,175.43,178.45,174.95
2001-09-13,174.5,175.7,174.2
2001-09-14,172.21,175.45,171.96
2001-09-17,172.26,174.6,171.99
2001-09-18,172.17,173.75,171.36
2001-09-19,172.68,172.95,171.99
2001-09-20,172.7,172.7,169.68
2001-09-21,169.94,171.8,169.2
2001-09-24,171.98,172.22,169.2
2001-09-25,172.9,173.26,171
2001-09-26,173.8,174.1,172.4
2001-09-27,176.34,176.95,173.55
2001-09-28,175.92,176.5,174.4
2001-10-01,177.71,178.05,175.85
2001-10-02,177.55,178.9,176.5
2001-10-03,178.14,178.96,176.85
2001-10-04,178.15,178.4,176.9
2001-10-05,178.15,178.25,177.35
2001-10-08,176.6,177.99,176.23
2001-10-09,175.48,177.05,174.8
2001-10-10,174.66,175.9,174
2001-10-11,175.44,175.6,174.3
2001-10-12,176.05,176.39,175.2
2001-10-15,175.19,176.1,174.8
2001-10-16,175.62,176.1,174.65
2001-10-17,175.46,176.25,175.19
2001-10-18,175.16,175.65,174.44
2001-10-19,173.93,175.1,173.71
2001-10-22,174.5,174.81,173.7
2001-10-23,174.86,174.9,174.2
2001-10-24,175.5,175.76,174.65
2001-10-25,175.67,175.85,174.97
2001-10-26,176.42,176.62,174.95
2001-10-29,177.25,177.52,175.8
2001-10-30,177.3,177.71,175
2001-10-31,178,178.35,176.9
2001-11-01,178.38,178.55,176.65
2001-11-02,177.99,178.6,177.44
2001-11-05,177.79,177.95,176.95
2001-11-06,176.79,177.6,176.18
2001-11-07,176.82,177.8,176.35
2001-11-08,174.54,177.65,174.1
2001-11-09,175.1,175.64,174.3
2001-11-12,175.12,175.2,174.9
2001-11-13,175.41,176,174.9
2001-11-14,175.21,175.71,174.9
2001-11-15,175.36,176.2,175.05
2001-11-16,175.49,176.03,174.94
2001-11-19,174.27,175.75,173.63
2001-11-20,174.1,174.45,173.52
2001-11-21,174.31,175,173.9
2001-11-22,175,175.35,174.3
2001-11-23,175.43,175.81,174.21
2001-11-26,175.15,176.1,175
2001-11-27,175.35,175.85,174.52
2001-11-28,175.38,175.7,174.4
2001-11-29,176.55,176.65,175.15
2001-11-30,175.85,177.05,175.22
2001-12-03,176.77,176.89,175.4
2001-12-04,176.45,176.95,176
2001-12-05,175.86,177.01,175.62
2001-12-06,178.18,178.3,175.25
2001-12-07,179.96,180.05,177.8
2001-12-10,180.85,181.23,179.9
2001-12-11,181.41,181.73,180.25
2001-12-12,182.63,183.11,180.95
2001-12-13,182.03,183.05,181.6
2001-12-14,185.17,185.78,181.35
2001-12-17,186.14,186.66,184.8
2001-12-18,186.16,187.35,185.8
2001-12-19,185.75,187.05,184.8
2001-12-20,186.19,186.6,184.65
2001-12-21,186.46,188.3,185.6
2001-12-24,187.16,187.47,186.05
2001-12-25,189.05,189.25,186.9
2001-12-26,190.25,190.36,187
2001-12-27,191.07,191.3,190.05
2001-12-28,190.14,191.4,189.19
2001-12-31,191.42,191.6,190.1
2002-01-01,191.42,191.42,191.42
2002-01-02,190.88,192,190.3
2002-01-03,189.45,191.2,189.19
2002-01-04,189.44,189.8,188.02
2002-01-07,188.6,189.45,187.96
2002-01-08,191,191.42,188.55
2002-01-09,190.58,192,190.04
2002-01-10,191.28,191.6,190.04
2002-01-11,190.97,191.42,189.8
2002-01-14,191.16,191.48,190.53
2002-01-15,189.04,191.45,188.84
2002-01-16,189.42,189.83,188.45
2002-01-17,190.11,190.3,188.7
2002-01-18,190.73,191.1,190.03
2002-01-21,190.23,190.65,190
2002-01-22,191.43,192.12,190.4
2002-01-23,191.15,192.3,190.8
2002-01-24,191.69,192,190.7
2002-01-25,189.2,192.25,188.88
2002-01-28,187.81,190.1,187.57
2002-01-29,188.5,189,186.97
2002-01-30,187.78,189,187.35
2002-01-31,190.05,190.75,187.3
2002-02-01,188.62,190.35,188.3
2002-02-04,188.1,189.1,187.56
2002-02-05,189.38,190.17,187.7
2002-02-06,188.72,190,188.33
2002-02-07,188.72,189.45,188.02
2002-02-08,190.55,191.55,188.65
2002-02-11,189.78,191.2,189.63
2002-02-12,190.14,190.95,189.4
2002-02-13,190.35,190.95,189.25
2002-02-14,188.94,190.5,188.32
2002-02-15,189.9,190.46,188.6
2002-02-18,189.5,190.24,188.36
2002-02-19,191.38,191.44,189.35
2002-02-20,190.92,191.6,190.5
2002-02-21,191.29,191.74,190.1
2002-02-22,192.2,192.23,190.9
2002-02-25,190.91,193.05,190.51
2002-02-26,190.71,191.7,190.31
2002-02-27,190.59,191.33,190.25
2002-02-28,189.38,190.95,188.76
2002-03-01,189.06,190.2,188.63
2002-03-04,188.13,189.5,187.28
2002-03-05,188.27,188.65,186.95
2002-03-06,186.1,188.4,185.92
2002-03-07,181.24,186.3,180.12
2002-03-08,182.63,183.1,181.55
2002-03-11,181.98,183.6,181.73
2002-03-12,182.16,182.88,181.59
2002-03-13,183.22,183.52,182.2
2002-03-14,183.44,183.53,182.15
2002-03-15,183.9,184.22,183.25
2002-03-18,187.4,187.53,183.8
2002-03-19,188.01,188.35,186.7
2002-03-20,187.73,188.4,186.8
2002-03-21,188.17,188.85,187.55
2002-03-22,189.32,189.7,188.25
2002-03-25,190.09,190.37,188.95
2002-03-26,189.57,190.3,189.1
2002-03-27,189.14,190.05,188.42
2002-03-28,189.17,189.25,188.2
2002-03-29,189.11,189.7,188.65
2002-04-01,192.3,192.45,189.3
2002-04-02,191.67,192.45,191.34
2002-04-03,190.57,191.55,190.2
2002-04-04,189.59,191.13,189.37
2002-04-05,188.56,189.9,188.56
2002-04-08,187.99,188.95,187.55
2002-04-09,188.12,188.8,187.5
2002-04-10,187.73,188.25,187.15
2002-04-11,189.24,189.48,187.67
2002-04-12,189.73,190.05,188.7
2002-04-15,189.73,190,188.75
2002-04-16,188.72,190.05,188.36
2002-04-17,188.87,189.4,188.45
2002-04-18,188.12,189.22,187.35
2002-04-19,188.75,189.06,188.15
2002-04-22,188.38,189.06,187.63
2002-04-23,188.36,188.88,187.85
2002-04-24,187.61,188.75,187.55
2002-04-25,187.09,187.9,186.35
2002-04-26,186.32,187.45,185.93
2002-04-29,186.8,187.1,186.25
2002-04-30,187.26,187.45,186.27
2002-05-01,186.44,187.5,186.24
2002-05-02,186.17,187.66,186.17
2002-05-03,186.4,187.15,186.16
2002-05-06,186.91,187.08,186.47
2002-05-07,187.88,188.23,186.25
2002-05-08,187.43,188.4,186.88
2002-05-09,187.31,188,186.92
2002-05-10,186.57,188.25,186.55
2002-05-13,186.09,187,185.71
2002-05-14,186.29,186.75,186.03
2002-05-15,186.29,186.56,185.35
2002-05-16,186.65,187,185.7
2002-05-17,183.55,186.65,183.4
2002-05-20,182.92,184.15,182.46
2002-05-21,180.82,183.8,180.25
2002-05-22,181.17,182.6,180.2
2002-05-23,181.62,182.38,180.75
2002-05-24,181.64,182.05,181.34
2002-05-27,181.74,182.15,181.69
2002-05-28,181.62,182.25,181.45
2002-05-29,181.76,181.93,181.37
2002-05-30,180.52,181.95,180.05
2002-05-31,180.91,182.55,180.45
2002-06-03,181.04,181.2,180.7
2002-06-04,180.95,181.7,180.3
2002-06-05,181.62,181.93,180.7
2002-06-06,181.57,182.09,181.1
2002-06-07,181.57,182.09,181.1
2002-06-10,181.98,182.35,181.5
2002-06-11,184.44,184.55,181.9
2002-06-12,184.82,185.22,184.2
2002-06-13,183.97,185.12,183.77
2002-06-14,183.23,184.1,183.04
2002-06-17,184.06,184.11,183.15
2002-06-18,185.4,185.67,183.85
2002-06-19,184.62,185.66,184.23
2002-06-20,184.99,185.15,184.3
2002-06-21,181.68,185.55,181.25
2002-06-24,181.68,186.85,181.45
2002-06-25,182.9,183.17,182.22
2002-06-26,182.97,184.03,181.53
2002-06-27,183.39,183.45,181.8
2002-06-28,182.96,183.98,181.6
2002-07-01,183.72,183.8,182.95
2002-07-02,184.23,184.25,183.18
2002-07-03,182.59,184.34,182.49
2002-07-04,183.1,183.85,182.8
2002-07-05,183.06,183.45,181.85
2002-07-08,183.1,183.1,181.6
2002-07-09,182.58,183.29,182
2002-07-10,181.93,183.29,181.74
2002-07-11,181.9,182.55,180.55
2002-07-12,181.22,181.98,180.69
2002-07-15,182.6,182.71,180.5
2002-07-16,182.31,183,181.5
2002-07-17,182.73,182.93,181.96
2002-07-18,183.28,183.88,182.43
2002-07-19,182.66,183.65,182.46
