Date,GBP/CHF Close,GBP/CHF High,GBP/CHF Low
2002-04-05,2.3856,2.3945,2.3834
2002-04-08,2.3974,2.4009,2.3835
2002-04-09,2.3923,2.4005,2.3892
2002-04-10,2.3946,2.4006,2.39
2002-04-11,2.387,2.398,2.3834
2002-04-12,2.3942,2.4003,2.3684
2002-04-15,2.3977,2.3987,2.389
2002-04-16,2.3965,2.4019,2.393
2002-04-17,2.3871,2.3975,2.3869
2002-04-18,2.3873,2.391,2.384
2002-04-19,2.3817,2.3895,2.3803
2002-04-22,2.393,2.3962,2.382
2002-04-23,2.3893,2.3997,2.3878
2002-04-24,2.3801,2.391,2.3776
2002-04-25,2.37,2.382,2.3675
2002-04-26,2.3658,2.3865,2.3639
2002-04-29,2.362,2.371,2.3501
2002-04-30,2.3524,2.3665,2.3524
2002-05-01,2.3444,2.3585,2.3359
2002-05-02,2.3554,2.3611,2.3464
2002-05-03,2.3302,2.3563,2.3302
2002-05-06,2.3323,2.338,2.3309
2002-05-07,2.3326,2.3427,2.325
2002-05-08,2.34,2.3415,2.3325
2002-05-09,2.332,2.343,2.3266
2002-05-10,2.3279,2.3335,2.3242
2002-05-13,2.3243,2.3333,2.3231
2002-05-14,2.3401,2.3435,2.3235
2002-05-15,2.3343,2.3442,2.3329
2002-05-16,2.3263,2.3312,2.324
2002-05-17,2.3039,2.327,2.302
2002-05-20,2.2992,2.31,2.2957
2002-05-21,2.3011,2.309,2.2965
2002-05-22,2.2885,2.304,2.2845
2002-05-23,2.2946,2.3017,2.2883
2002-05-24,2.3076,2.3085,2.2955
2002-05-27,2.3089,2.3121,2.303
2002-05-28,2.2961,2.309,2.295
2002-05-29,2.2902,2.304,2.2892
2002-05-30,2.2846,2.2975,2.282
2002-05-31,2.2851,2.3005,2.2836
2002-06-03,2.289,2.2955,2.2842
2002-06-04,2.2803,2.285,2.2737
2002-06-05,2.2851,2.2895,2.2775
2002-06-06,2.2748,2.2905,2.2712
2002-06-07,2.2717,2.2755,2.2675
2002-06-10,2.2768,2.282,2.2702
2002-06-11,2.2907,2.2991,2.275
2002-06-12,2.3015,2.3042,2.2885
2002-06-13,2.3044,2.31,2.2963
2002-06-14,2.3041,2.305,2.295
2002-06-17,2.3121,2.3156,2.303
2002-06-18,2.3134,2.3203,2.305
2002-06-19,2.2932,2.313,2.2907
2002-06-20,2.2879,2.293,2.283
2002-06-21,2.2627,2.2865,2.2611
2002-06-24,2.2627,2.2713,2.256
2002-06-25,2.26,2.275,2.2596
2002-06-26,2.2761,2.278,2.25
2002-06-27,2.2746,2.283,2.2655
2002-06-28,2.2699,2.2795,2.264
2002-07-01,2.2767,2.2809,2.2625
2002-07-02,2.283,2.2865,2.2715
2002-07-03,2.2732,2.2845,2.2721
2002-07-04,2.275,2.292,2.2725
2002-07-05,2.2934,2.293,2.2747
2002-07-08,2.2872,2.2955,2.2795
2002-07-09,2.2946,2.2965,2.2885
2002-07-10,2.3015,2.307,2.2925
2002-07-11,2.3036,2.3079,2.2945
2002-07-12,2.3008,2.307,2.2965
2002-07-15,2.2902,2.3025,2.2804
2002-07-16,2.2865,2.296,2.2755
2002-07-17,2.2826,2.287,2.274
2002-07-18,2.2795,2.2865,2.2745
2002-07-19,2.2754,2.282,2.2684
2002-07-22,2.27,2.2833,2.2685
2002-07-23,2.2957,2.306,2.278
2002-07-24,2.2894,2.302,2.2834
2002-07-25,2.2851,2.294,2.2735
2002-07-26,2.2946,2.3,2.276
2002-07-29,2.3211,2.3231,2.2942
2002-07-30,2.3302,2.3328,2.3135
2002-07-31,2.3245,2.3331,2.3068
2002-08-01,2.2979,2.3235,2.2885
2002-08-02,2.3075,2.3145,2.291
2002-08-05,2.3142,2.3185,2.3055
2002-08-06,2.3198,2.3301,2.3105
2002-08-07,2.3015,2.324,2.298
2002-08-08,2.3169,2.3191,2.2995
2002-08-09,2.291,2.3215,2.2865
2002-08-12,2.2883,2.293,2.282
2002-08-13,2.2866,2.2935,2.2825
2002-08-14,2.2983,2.3,2.2745
2002-08-15,2.287,2.299,2.284
2002-08-16,2.2905,2.2953,2.2832
2002-08-19,2.2939,2.3025,2.29
2002-08-20,2.2934,2.3005,2.2845
2002-08-21,2.296,2.2985,2.2859
2002-08-22,2.3095,2.3115,2.291
2002-08-23,2.3005,2.3145,2.2981
2002-08-26,2.3019,2.308,2.299
2002-08-27,2.2911,2.305,2.2915
2002-08-28,2.3031,2.307,2.2865
2002-08-29,2.3151,2.3165,2.297
2002-08-30,2.3221,2.3252,2.3105
2002-09-02,2.316,2.3265,2.3145
2002-09-03,2.3009,2.32,2.2994
2002-09-04,2.3106,2.312,2.294
2002-09-05,2.3052,2.3105,2.293
2002-09-06,2.3145,2.3173,2.301
2002-09-09,2.318,2.325,2.3107
2002-09-10,2.3282,2.3315,2.3115
2002-09-11,2.3333,2.34,2.3268
2002-09-12,2.3361,2.3408,2.329
2002-09-13,2.3429,2.347,2.3291
2002-09-16,2.3344,2.3485,2.3295
2002-09-17,2.33,2.346,2.3296
2002-09-18,2.3296,2.331,2.3195
2002-09-19,2.3107,2.3295,2.309
2002-09-20,2.3209,2.3235,2.3065
2002-09-23,2.3209,2.3295,2.3105
2002-09-24,2.3257,2.331,2.3155
2002-09-25,2.3371,2.3405,2.3205
2002-09-26,2.3373,2.3455,2.329
2002-09-27,2.3343,2.3435,2.3295
2002-09-30,2.3163,2.334,2.3126
2002-10-01,2.3232,2.3275,2.311
2002-10-02,2.3216,2.3325,2.3181
2002-10-03,2.321,2.3256,2.3145
2002-10-04,2.3364,2.342,2.3175
2002-10-07,2.3293,2.339,2.3281
2002-10-08,2.331,2.343,2.3277
2002-10-09,2.3144,2.33,2.3099
2002-10-10,2.322,2.3247,2.3095
2002-10-11,2.316,2.3245,2.313
2002-10-14,2.3077,2.3175,2.305
2002-10-15,2.3219,2.3273,2.301
2002-10-16,2.3212,2.328,2.3163
2002-10-17,2.3458,2.3477,2.3205
2002-10-18,2.3384,2.346,2.3345
2002-10-21,2.3303,2.345,2.3281
2002-10-22,2.3212,2.327,2.3169
2002-10-23,2.3267,2.328,2.3175
2002-10-24,2.3306,2.3341,2.326
2002-10-25,2.3288,2.3377,2.3255
2002-10-28,2.3214,2.3345,2.3144
2002-10-29,2.3168,2.3257,2.316
2002-10-30,2.3177,2.3227,2.3155
2002-10-31,2.3138,2.32,2.3
2002-11-01,2.2931,2.3135,2.2855
2002-11-04,2.283,2.2985,2.2791
2002-11-05,2.2867,2.2895,2.278
2002-11-06,2.28,2.293,2.2769
2002-11-07,2.2926,2.3007,2.274
2002-11-08,2.2953,2.303,2.289
2002-11-11,2.2969,2.3045,2.292
2002-11-12,2.2966,2.305,2.295
2002-11-13,2.31,2.3132,2.294
2002-11-14,2.3051,2.3135,2.3035
2002-11-15,2.2954,2.31,2.2932
2002-11-18,2.3004,2.3044,2.2915
2002-11-19,2.3126,2.3165,2.297
2002-11-20,2.3069,2.317,2.3013
2002-11-21,2.3181,2.321,2.304
2002-11-22,2.3319,2.3331,2.3165
2002-11-25,2.3255,2.337,2.3178
2002-11-26,2.3042,2.3285,2.3
2002-11-27,2.304,2.307,2.2963
2002-11-28,2.3039,2.31,2.3
2002-11-29,2.309,2.3133,2.2957
2002-12-02,2.3002,2.32,2.2973
2002-12-03,2.3192,2.3205,2.2965
2002-12-04,2.3101,2.32,2.3063
2002-12-05,2.3109,2.3168,2.3075
2002-12-06,2.2964,2.3125,2.293
2002-12-09,2.3014,2.308,2.294
2002-12-10,2.2948,2.3085,2.2911
2002-12-11,2.3051,2.3069,2.2925
2002-12-12,2.2932,2.3055,2.288
2002-12-13,2.2961,2.3015,2.2855
2002-12-16,2.2966,2.3005,2.2905
2002-12-17,2.2814,2.2985,2.2789
2002-12-18,2.2823,2.2915,2.2765
2002-12-19,2.282,2.2911,2.2795
2002-12-20,2.2829,2.2875,2.278
2002-12-23,2.2602,2.2835,2.2541
2002-12-24,2.2472,2.2625,2.2394
2002-12-25,2.2435,2.2484,2.2399
2002-12-26,2.2421,2.2466,2.2365
2002-12-27,2.2297,2.2487,2.228
2002-12-30,2.226,2.2392,2.2243
2002-12-31,2.2255,2.2371,2.2194
2003-01-01,2.2255,2.2371,2.2194
2003-01-02,2.2329,2.242,2.2215
2003-01-03,2.2482,2.2505,2.2313
2003-01-06,2.2385,2.2545,2.2358
2003-01-07,2.2462,2.2491,2.2382
2003-01-08,2.2386,2.25,2.231
2003-01-09,2.2397,2.239,2.2295
2003-01-10,2.2194,2.2394,2.2168
2003-01-13,2.2194,2.2262,2.2153
2003-01-14,2.223,2.2265,2.21
2003-01-15,2.2219,2.231,2.2129
2003-01-16,2.2152,2.2275,2.2138
2003-01-17,2.2136,2.219,2.209
2003-01-20,2.202,2.2135,2.1955
2003-01-21,2.2031,2.2078,2.1972
2003-01-22,2.2074,2.2084,2.1978
2003-01-23,2.2076,2.2155,2.2028
2003-01-24,2.209,2.222,2.206
2003-01-27,2.2141,2.2197,2.2045
2003-01-28,2.2264,2.23,2.2115
2003-01-29,2.2342,2.2388,2.2178
2003-01-30,2.2426,2.2525,2.2315
2003-01-31,2.2477,2.2527,2.237
2003-02-03,2.2373,2.255,2.2311
2003-02-04,2.222,2.238,2.2162
2003-02-05,2.2331,2.2418,2.2196
2003-02-06,2.2166,2.238,2.2105
2003-02-07,2.2101,2.2215,2.2065
2003-02-10,2.2208,2.2248,2.2095
2003-02-11,2.2132,2.2275,2.209
2003-02-12,2.2145,2.2168,2.2057
2003-02-13,2.1948,2.217,2.1929
2003-02-14,2.1982,2.2035,2.192
2003-02-17,2.1917,2.202,2.1893
2003-02-18,2.1925,2.195,2.1855
2003-02-19,2.1838,2.192,2.1825
2003-02-20,2.1617,2.185,2.1585
2003-02-21,2.1567,2.1655,2.1496
2003-02-24,2.1514,2.165,2.15
2003-02-25,2.1351,2.1565,2.1275
2003-02-26,2.1393,2.148,2.136
2003-02-27,2.1459,2.1532,2.139
2003-02-28,2.1281,2.152,2.126
2003-03-03,2.1142,2.137,2.1087
2003-03-04,2.1188,2.121,2.111
2003-03-05,2.1296,2.133,2.109
2003-03-06,2.1376,2.143,2.128
2003-03-07,2.1364,2.145,2.1285
2003-03-10,2.1228,2.142,2.12
2003-03-11,2.1354,2.1371,2.121
2003-03-12,2.1516,2.1542,2.134
2003-03-13,2.1743,2.177,2.1525
2003-03-14,2.1633,2.182,2.1592
2003-03-17,2.168,2.179,2.1385
2003-03-18,2.1669,2.1845,2.1595
2003-03-19,2.1785,2.179,2.1545
2003-03-20,2.1732,2.1825,2.162
2003-03-21,2.1919,2.1919,2.167
2003-03-24,2.1801,2.1825,2.1735
2003-03-25,2.1735,2.181,2.164
2003-03-26,2.1758,2.1805,2.1705
2003-03-27,2.1643,2.179,2.1625
2003-03-28,2.1577,2.1685,2.1475
2003-03-31,2.1384,2.158,2.1345
2003-04-01,2.1363,2.142,2.129
2003-04-02,2.1608,2.164,2.132
2003-04-03,2.17,2.176,2.1545
2003-04-04,2.1627,2.1745,2.161
2003-04-07,2.1609,2.182,2.1575
2003-04-08,2.1558,2.169,2.154
2003-04-09,2.1614,2.1655,2.1435
2003-04-10,2.1786,2.18,2.156
2003-04-11,2.188,2.1935,2.177
2003-04-14,2.1848,2.1955,2.178
2003-04-15,2.1845,2.1925,2.18
2003-04-16,2.1664,2.189,2.16
2003-04-17,2.1693,2.1755,2.1685
2003-04-18,2.1733,2.175,2.168
2003-04-21,2.169,2.189,2.164
2003-04-22,2.1625,2.1745,2.1565
2003-04-23,2.181,2.1815,2.156
2003-04-24,2.169,2.182,2.166
2003-04-25,2.164,2.177,2.1595
2003-04-28,2.1784,2.182,2.1635
2003-04-29,2.172,2.189,2.1685
2003-04-30,2.1666,2.176,2.1635
2003-05-01,2.165,2.176,2.157
2003-05-02,2.1561,2.17,2.1525
2003-05-05,2.1574,2.1655,2.1545
2003-05-06,2.1371,2.159,2.136
2003-05-07,2.113,2.145,2.1055
2003-05-08,2.1012,2.1275,2.098
2003-05-09,2.1068,2.1135,2.0975
2003-05-12,2.1123,2.1134,2.0935
2003-05-13,2.1142,2.121,2.106
2003-05-14,2.1269,2.1305,2.1125
2003-05-15,2.1462,2.1505,2.1285
2003-05-16,2.1229,2.1495,2.121
2003-05-19,2.1176,2.1265,2.1065
2003-05-20,2.118,2.128,2.1155
2003-05-21,2.1215,2.124,2.1105
2003-05-22,2.1184,2.1275,2.1075
2003-05-23,2.1125,2.1255,2.1115
2003-05-26,2.1126,2.12,2.1025
2003-05-27,2.108,2.1175,2.103
2003-05-28,2.1217,2.127,2.1085
2003-05-29,2.1259,2.1405,2.1215
2003-05-30,2.127,2.1355,2.122
2003-06-02,2.1287,2.133,2.1195
2003-06-03,2.1318,2.143,2.126
2003-06-04,2.1464,2.1475,2.132
2003-06-05,2.157,2.173,2.147
2003-06-06,2.1921,2.2035,2.158
2003-06-09,2.1592,2.2045,2.1535
2003-06-10,2.1725,2.1835,2.1605
2003-06-11,2.1024,2.187,2.1655
2003-06-12,2.1867,2.1955,2.179
2003-06-13,2.1718,2.2005,2.1595
2003-06-16,2.1883,2.1965,2.168
2003-06-17,2.202,2.206,2.1875
2003-06-18,2.2205,2.2255,2.2015
2003-06-19,2.2064,2.236,2.1985
2003-06-20,2.2117,2.2235,2.206
2003-06-23,2.2098,2.22,2.198
2003-06-24,2.2094,2.217,2.203
2003-06-25,2.2223,2.227,2.207
2003-06-26,2.2428,2.246,2.2215
2003-06-27,2.226,2.2455,2.2208
2003-06-30,2.239,2.2442,2.2266
2003-07-01,2.2327,2.243,2.2245
2003-07-02,2.237,2.246,2.2315
2003-07-03,2.2522,2.2545,2.2385
2003-07-04,2.2455,2.26,2.245
2003-07-07,2.2645,2.2664,2.2457
2003-07-08,2.2396,2.2665,2.237
2003-07-09,2.2242,2.2415,2.2155
2003-07-10,2.2256,2.236,2.212
2003-07-11,2.2407,2.2455,2.2225
2003-07-14,2.218,2.2465,2.216
2003-07-15,2.2014,2.2295,2.2
2003-07-16,2.197,2.2135,2.1855
2003-07-17,2.1842,2.2,2.1755
2003-07-18,2.1612,2.1915,2.1565
2003-07-21,2.167,2.1715,2.1415
2003-07-22,2.176,2.1815,2.1635
2003-07-23,2.1676,2.1765,2.163
2003-07-24,2.1754,2.1795,2.162
2003-07-25,2.1793,2.1825,2.1655
2003-07-28,2.186,2.1946,2.178
2003-07-29,2.194,2.195,2.1772
2003-07-30,2.2065,2.2083,2.1923
2003-07-31,2.206,2.2161,2.1961
2003-08-01,2.1958,2.211,2.19
2003-08-04,2.1674,2.2005,2.167
2003-08-05,2.1739,2.181,2.1635
2003-08-06,2.177,2.179,2.1655
2003-08-07,2.1865,2.188,2.1735
2003-08-08,2.181,2.1905,2.181
2003-08-11,2.186,2.188,2.1765
2003-08-12,2.1902,2.1925,2.178
2003-08-13,2.1961,2.2055,2.1915
2003-08-14,2.199,2.2085,2.193
2003-08-15,2.1878,2.2006,2.1826
2003-08-18,2.2069,2.2155,2.189
2003-08-19,2.2046,2.2185,2.202
2003-08-20,2.214,2.217,2.2025
2003-08-21,2.228,2.232,2.208
2003-08-22,2.2322,2.2385,2.2238
2003-08-25,2.2259,2.2385,2.2225
2003-08-26,2.213,2.2333,2.2119
2003-08-27,2.2234,2.226,2.2111
2003-08-28,2.232,2.2355,2.219
2003-08-29,2.2051,2.2337,2.2043
2003-09-01,2.2005,2.2126,2.1968
2003-09-02,2.225,2.2274,2.199
2003-09-03,2.2199,2.2285,2.2167
2003-09-04,2.2239,2.2369,2.2217
2003-09-05,2.1981,2.2299,2.1975
2003-09-08,2.1989,2.2123,2.1939
2003-09-09,2.1924,2.2082,2.1905
2003-09-10,2.2012,2.207,2.1919
2003-09-11,2.2066,2.2141,2.1972
2003-09-12,2.2116,2.2255,2.2055
2003-09-15,2.2072,2.2208,2.2045
2003-09-16,2.2052,2.2199,2.2027
2003-09-17,2.2137,2.2205,2.2055
2003-09-18,2.237,2.2409,2.2176
2003-09-19,2.2348,2.2465,2.2326
2003-09-22,2.2305,2.2426,2.2251
2003-09-23,2.2406,2.2445,2.2289
2003-09-24,2.241,2.2479,2.2374
2003-09-25,2.229,2.2407,2.2269
2003-09-26,2.2278,2.2374,2.226
2003-09-29,2.2123,2.2341,2.2107
2003-09-30,2.194,2.2119,2.187
2003-10-01,2.1927,2.2012,2.1795
2003-10-02,2.1993,2.2059,2.1902
2003-10-03,2.2229,2.2257,2.1995
2003-10-06,2.2055,2.2271,2.2032
2003-10-07,2.1867,2.2122,2.1819
2003-10-08,2.1845,2.1897,2.1741
2003-10-09,2.1966,2.2026,2.1724
2003-10-10,2.1855,2.1999,2.1825
2003-10-13,2.207,2.2126,2.183
2003-10-14,2.2033,2.2108,2.1987
2003-10-15,2.2176,2.2223,2.2005
2003-10-16,2.2335,2.2356,2.2173
2003-10-17,2.2283,2.2449,2.2257
2003-10-20,2.2271,2.2403,2.222
2003-10-21,2.2286,2.234,2.2224
2003-10-22,2.2249,2.2392,2.2211
2003-10-23,2.2259,2.2284,2.2084
2003-10-24,2.2225,2.2302,2.2141
2003-10-27,2.2347,2.2345,2.2199
2003-10-28,2.2538,2.257,2.2319
2003-10-29,2.2615,2.2661,2.2557
2003-10-30,2.2593,2.2623,2.2494
2003-10-31,2.2732,2.2739,2.2523
2003-11-03,2.2808,2.2903,2.2678
2003-11-04,2.2882,2.2892,2.2758
2003-11-05,2.2899,2.3032,2.2858
2003-11-06,2.2955,2.2997,2.2837
2003-11-07,2.2779,2.2993,2.2754
2003-11-10,2.2886,2.2948,2.2793
2003-11-11,2.2685,2.2915,2.2626
2003-11-12,2.2598,2.2702,2.255
2003-11-13,2.2563,2.2667,2.2533
2003-11-14,2.241,2.2566,2.2405
2003-11-17,2.2381,2.2404,2.228
2003-11-18,2.2032,2.2432,2.2026
2003-11-19,2.2184,2.2188,2.1992
2003-11-20,2.2146,2.2223,2.2055
2003-11-21,2.2109,2.2191,2.2088
2003-11-24,2.2395,2.2401,2.2112
2003-11-25,2.2397,2.2415,2.2336
2003-11-26,2.2166,2.2398,2.2109
2003-11-27,2.2292,2.232,2.2117
2003-11-28,2.225,2.231,2.217
2003-12-01,2.2311,2.2392,2.2303
2003-12-02,2.2281,2.2407,2.2217
2003-12-03,2.2258,2.2293,2.2178
2003-12-04,2.2193,2.2309,2.2088
2003-12-05,2.2039,2.2231,2.2019
2003-12-08,2.1954,2.2086,2.1923
2003-12-09,2.207,2.2117,2.1928
2003-12-10,2.208,2.2163,2.2007
2003-12-11,2.2161,2.2288,2.2043
2003-12-12,2.2034,2.2192,2.2012
2003-12-15,2.2024,2.2463,2.2003
2003-12-16,2.2092,2.2129,2.1962
2003-12-17,2.2143,2.2191,2.205
2003-12-18,2.2148,2.2215,2.2094
2003-12-19,2.2185,2.2236,2.2095
2003-12-22,2.2164,2.2174,2.2029
2003-12-23,2.2197,2.2237,2.214
2003-12-24,2.215,2.223,2.2101
2003-12-25,2.2125,2.2175,2.2085
2003-12-26,2.221,2.2235,2.2087
2003-12-29,2.2147,2.2233,2.2113
2003-12-30,2.2101,2.2182,2.2079
2003-12-31,2.2145,2.2186,2.199
2004-01-01,2.211,2.211,2.211
2004-01-02,2.219,2.2211,2.2061
2004-01-05,2.2299,2.2305,2.2094
2004-01-06,2.2416,2.2441,2.2246
2004-01-07,2.2561,2.2562,2.2413
2004-01-08,2.2468,2.2635,2.2461
2004-01-09,2.2551,2.2675,2.2462
2004-01-12,2.2684,2.2688,2.2493
2004-01-13,2.2532,2.2698,2.2528
2004-01-14,2.2609,2.2685,2.2531
2004-01-15,2.2686,2.2686,2.2704
2004-01-16,2.2776,2.2826,2.2681
2004-01-19,2.264,2.2819,2.2607
2004-01-20,2.2706,2.275,2.2606
2004-01-21,2.2697,2.2804,2.2639
2004-01-22,2.2761,2.2788,2.2638
2004-01-23,2.2677,2.2759,2.26
2004-01-26,2.28,2.2814,2.2649
2004-01-27,2.2662,2.2826,2.2643
2004-01-28,2.2845,2.2888,2.2638
2004-01-29,2.2865,2.2913,2.2759
2004-01-30,2.2952,2.2969,2.2741
2004-02-02,2.2955,2.2985,2.2899
2004-02-03,2.3001,2.3004,2.2849
2004-02-04,2.2934,2.3019,2.2903
2004-02-05,2.2936,2.2945,2.2842
2004-02-06,2.2778,2.3011,2.2738
2004-02-09,2.2965,2.3012,2.2674
2004-02-10,2.309,2.3109,2.2919
2004-02-11,2.3246,2.3252,2.3074
2004-02-12,2.3282,2.3315,2.3214
2004-02-13,2.332,2.3356,2.3219
2004-02-16,2.3325,2.3355,2.3275
2004-02-17,2.336,2.3401,2.3252
2004-02-18,2.346,2.3466,2.3304
2004-02-19,2.3526,2.3542,2.3389
2004-02-20,2.3445,2.3537,2.336
2004-02-23,2.3442,2.3496,2.3444
2004-02-24,2.3442,2.3491,2.3384
2004-02-25,2.3572,2.3667,2.3439
2004-02-26,2.3586,2.3639,2.3515
2004-02-27,2.352,2.3626,2.3485
2004-03-01,2.3682,2.3731,2.3531
2004-03-02,2.3832,2.3911,2.3677
2004-03-03,2.3694,2.3915,2.3674
2004-03-04,2.3578,2.3791,2.3528
2004-03-05,2.3564,2.3667,2.3417
2004-03-08,2.3558,2.3712,2.352
2004-03-09,2.34,2.3637,2.3301
2004-03-10,2.324,2.3462,2.3198
2004-03-11,2.3029,2.3254,2.2979
2004-03-12,2.3141,2.3153,2.2853
2004-03-15,2.2999,2.3141,2.2939
2004-03-16,2.3162,2.3219,2.2974
2004-03-17,2.321,2.3277,2.3138
2004-03-18,2.3077,2.329,2.3005
2004-03-19,2.325,2.3294,2.3026
2004-03-22,2.3249,2.3323,2.3182
2004-03-23,2.3269,2.333,2.3134
2004-03-24,2.3292,2.3385,2.324
2004-03-25,2.3139,2.3331,2.3012
2004-03-26,2.3316,2.3341,2.3113
2004-03-29,2.337,2.3404,2.3279
2004-03-30,2.3401,2.3409,2.3285
2004-03-31,2.3357,2.3443,2.3235
2004-04-01,2.3456,2.3513,2.3316
2004-04-02,2.3645,2.3665,2.341
2004-04-05,2.3735,2.3752,2.3512
2004-04-06,2.3743,2.3833,2.3717
2004-04-07,2.348,2.3816,2.3454
2004-04-08,2.3505,2.3596,2.3442
2004-04-09,2.349,2.3512,2.3434
2004-04-12,2.3588,2.3604,2.3481
2004-04-13,2.3638,2.3689,2.3561
2004-04-14,2.3245,2.366,2.321
2004-04-15,2.3208,2.326,2.3107
2004-04-16,2.3281,2.3296,2.3119
2004-04-19,2.3353,2.3365,2.3203
2004-04-20,2.346,2.3489,2.3299
2004-04-21,2.3297,2.3459,2.3216
2004-04-22,2.3179,2.3331,2.3097
2004-04-23,2.3312,2.3355,2.3176
2004-04-26,2.3339,2.3491,2.3291
2004-04-27,2.3227,2.3416,2.3208
2004-04-28,2.3164,2.3304,2.3148
2004-04-29,2.2903,2.3158,2.2878
2004-04-30,2.3033,2.3055,2.2858
2004-05-03,2.3048,2.3075,2.297
2004-05-04,2.2989,2.3123,2.2921
2004-05-05,2.2847,2.3043,2.2828
2004-05-06,2.3065,2.307,2.2816
2004-05-07,2.3249,2.325,2.295
2004-05-10,2.3051,2.2885,2.3047
2004-05-11,2.278,2.3108,2.2746
2004-05-12,2.292,2.3094,2.2776
2004-05-13,2.295,2.3003,2.2846
2004-05-14,2.2805,2.2974,2.2772
2004-05-17,2.2599,2.2845,2.2505
2004-05-18,2.2685,2.2748,2.2531
2004-05-19,2.279,2.2911,2.2648
2004-05-20,2.285,2.2899,2.2721
2004-05-21,2.29,2.292,2.2754
2004-05-24,2.2887,2.3037,2.2882
2004-05-25,2.3033,2.3041,2.2879
2004-05-26,2.3073,2.3108,2.302
2004-05-27,2.29,2.3129,2.285
2004-05-28,2.295,2.3025,2.2945
2004-05-31,2.296,2.3024,2.2911
2004-06-01,2.2958,2.306,2.2889
2004-06-02,2.2928,2.2986,2.2873
2004-06-03,2.3025,2.3045,2.2878
2004-06-04,2.2789,2.3049,2.2783
2004-06-07,2.2776,2.2847,2.2712
2004-06-08,2.2712,2.2804,2.27
2004-06-09,2.2955,2.2993,2.2728
2004-06-10,2.295,2.2992,2.2798
2004-06-11,2.2895,2.3015,2.2827
2004-06-14,2.2771,2.2973,2.2754
2004-06-15,2.2873,2.2905,2.2715
2004-06-16,2.319,2.3197,2.2869
2004-06-17,2.2971,2.3186,2.2958
2004-06-18,2.289,2.3064,2.282
2004-06-21,2.2811,2.292,2.2798
2004-06-22,2.2762,2.2879,2.2733
2004-06-23,2.277,2.2829,2.2672
2004-06-24,2.2695,2.2806,2.2572
2004-06-25,2.2815,2.2826,2.2643
2004-06-28,2.2839,2.288,2.2762
2004-06-29,2.2884,2.294,2.2781
2004-06-30,2.2729,2.2894,2.269
2004-07-01,2.274,2.2787,2.2683
2004-07-02,2.2571,2.2775,2.2503
2004-07-05,2.263,2.2659,2.2483
2004-07-06,2.2749,2.2759,2.2583
2004-07-07,2.278,2.279,2.2672
2004-07-08,2.267,2.279,2.2667
2004-07-09,2.277,2.2773,2.266
2004-07-12,2.2834,2.285,2.2724
2004-07-13,2.295,2.2983,2.2791
2004-07-14,2.2801,2.298,2.2782
2004-07-15,2.294,2.2958,2.2778
2004-07-16,2.2943,2.3023,2.285
2004-07-19,2.296,2.3023,2.2923
2004-07-20,2.3038,2.3064,2.285
2004-07-21,2.3025,2.3066,2.2957
2004-07-22,2.3028,2.3066,2.2952
2004-07-23,2.3204,2.3208,2.2977
2004-07-26,2.327,2.3276,2.3156
2004-07-27,2.325,2.3324,2.318
2004-07-28,2.325,2.3276,2.3161
2004-07-29,2.326,2.3285,2.3139
2004-07-30,2.3334,2.3336,2.3136
2004-08-02,2.3369,2.337,2.3193
2004-08-03,2.334,2.3392,2.3258
2004-08-04,2.3295,2.3386,2.3244
2004-08-05,2.3271,2.3315,2.3232
2004-08-06,2.3034,2.3322,2.3024
2004-08-09,2.3072,2.3136,2.3016
2004-08-10,2.3048,2.31,2.2967
2004-08-11,2.3081,2.3108,2.3025
2004-08-12,2.2899,2.3109,2.2889
2004-08-13,2.2816,2.2947,2.2814
2004-08-16,2.2851,2.2945,2.282
2004-08-17,2.2752,2.2902,2.275
2004-08-18,2.2699,2.2776,2.2684
2004-08-19,2.2762,2.2792,2.265
2004-08-20,2.2758,2.2842,2.2729
2004-08-23,2.296,2.2976,2.2691
2004-08-24,2.28,2.2967,2.2772
2004-08-25,2.287,2.2918,2.2783
2004-08-26,2.285,2.2936,2.284
2004-08-27,2.2941,2.3009,2.2832
2004-08-30,2.294,2.2988,2.288
2004-08-31,2.282,2.2979,2.275
2004-09-01,2.26,2.2837,2.254
2004-09-02,2.2579,2.2634,2.254
2004-09-03,2.2544,2.2605,2.2514
2004-09-06,2.2615,2.2624,2.252
2004-09-07,2.2491,2.2661,2.2484
2004-09-08,2.2539,2.2677,2.2454
2004-09-09,2.2551,2.2576,2.2494
2004-09-10,2.2586,2.2604,2.2468
2004-09-13,2.2608,2.2707,2.2561
2004-09-14,2.262,2.2691,2.2592
2004-09-15,2.2554,2.2644,2.2483
2004-09-16,2.274,2.2784,2.2553
2004-09-17,2.277,2.2789,2.2717
2004-09-20,2.2722,2.2786,2.2711
2004-09-21,2.253,2.2738,2.2494
2004-09-22,2.2606,2.2661,2.2515
2004-09-23,2.2684,2.2697,2.2578
2004-09-24,2.2775,2.2805,2.2609
2004-09-27,2.2821,2.2831,2.2743
2004-09-28,2.2815,2.2881,2.2784
2004-09-29,2.2672,2.2857,2.2661
2004-09-30,2.2567,2.2696,2.2545
2004-10-01,2.2478,2.26,2.241
2004-10-04,2.256,2.2612,2.2445
2004-10-05,2.2479,2.2624,2.2471
2004-10-06,2.2483,2.261,2.2477
2004-10-07,2.2519,2.2543,2.2451
2004-10-08,2.2428,2.2589,2.2386
