Date,GBP/CHF Close,GBP/CHF High,GBP/CHF Low
1999-10-12,2.4529,2.4725,2.4497
1999-10-13,2.4401,2.452,2.4349
1999-10-14,2.4524,2.4572,2.4336
1999-10-15,2.4339,2.4421,2.4279
1999-10-18,2.444,2.4491,2.4387
1999-10-19,2.4531,2.462,2.4511
1999-10-20,2.4659,2.4717,2.4594
1999-10-21,2.4675,2.4743,2.4638
1999-10-22,2.4847,2.4902,2.4769
1999-10-25,2.4924,2.495,2.4807
1999-10-26,2.4998,2.5041,2.4909
1999-10-27,2.5052,2.5081,2.4982
1999-10-28,2.4955,2.5088,2.4917
1999-10-29,2.503,2.5107,2.4998
1999-11-01,2.5069,2.5138,2.5007
1999-11-02,2.5155,2.5239,2.5101
1999-11-03,2.5227,2.5315,2.516
1999-11-04,2.5279,2.5426,2.518
1999-11-05,2.508,2.5339,2.5051
1999-11-08,2.5097,2.5175,2.5002
1999-11-09,2.5111,2.5126,2.5035
1999-11-10,2.5055,2.5066,2.5008
1999-11-11,2.507,2.5163,2.5014
1999-11-12,2.5137,2.5188,2.5076
1999-11-15,2.5218,2.528,2.5169
1999-11-16,2.511,2.522,2.5092
1999-11-17,2.5026,2.5079,2.4966
1999-11-18,2.5151,2.5221,2.502
1999-11-19,2.5208,2.5266,2.5093
1999-11-22,2.5168,2.5224,2.5114
1999-11-23,2.5275,2.5338,2.5216
1999-11-24,2.5252,2.5346,2.5228
1999-11-25,2.5324,2.537,2.521
1999-11-26,2.5345,2.5471,2.5296
1999-11-29,2.5485,2.5566,2.5414
1999-11-30,2.5405,2.5436,2.5309
1999-12-01,2.5429,2.5429,2.5451
1999-12-02,2.5533,2.5537,2.5416
1999-12-03,2.5475,2.5562,2.5466
1999-12-06,2.532,2.5355,2.5184
1999-12-07,2.5368,2.5464,2.5354
1999-12-08,2.5365,2.5455,2.5341
1999-12-09,2.5456,2.5558,2.5405
1999-12-10,2.5625,2.5645,2.5494
1999-12-13,2.5649,2.5731,2.5645
1999-12-14,2.564,2.5744,2.5579
1999-12-15,2.5486,2.5646,2.5475
1999-12-16,2.537,2.5536,2.5359
1999-12-17,2.5439,2.5582,2.5439
1999-12-20,2.5373,2.5525,2.5338
1999-12-21,2.5552,2.5595,2.545
1999-12-22,2.5507,2.5608,2.5462
1999-12-23,2.552,2.5561,2.5444
1999-12-24,2.566,2.5669,2.553
1999-12-27,2.564,2.5697,2.5503
1999-12-28,2.5794,2.5836,2.5682
1999-12-29,2.5875,2.5913,2.5781
1999-12-30,2.5769,2.5871,2.5721
1999-12-31,2.5715,2.5779,2.565
2000-01-03,2.5602,2.5855,2.5594
2000-01-04,2.5505,2.56,2.5409
2000-01-05,2.5534,2.5567,2.535
2000-01-06,2.5653,2.5691,2.5476
2000-01-07,2.5637,2.5758,2.5546
2000-01-10,2.5676,2.5764,2.5652
2000-01-11,2.5699,2.577,2.5679
2000-01-12,2.5749,2.5823,2.5706
2000-01-13,2.5875,2.5917,2.5754
2000-01-14,2.6023,2.6129,2.5918
2000-01-17,2.6055,2.6135,2.6
2000-01-18,2.6082,2.6187,2.6068
2000-01-19,2.6203,2.6253,2.6103
2000-01-20,2.6212,2.6394,2.6197
2000-01-21,2.6309,2.6474,2.6294
2000-01-24,2.649,2.6654,2.6483
2000-01-25,2.6469,2.6549,2.6421
2000-01-26,2.6381,2.6459,2.6336
2000-01-27,2.6741,2.6792,2.6459
2000-01-28,2.6713,2.6879,2.6557
2000-01-31,2.6799,2.686,2.6516
2000-02-01,2.672,2.6764,2.6588
2000-02-02,2.6541,2.6658,2.6434
2000-02-03,2.5921,2.6457,2.5768
2000-02-04,2.5981,2.625,2.5924
2000-02-07,2.6156,2.6215,2.608
2000-02-08,2.6262,2.6326,2.6006
2000-02-09,2.6179,2.6208,2.6019
2000-02-10,2.6208,2.6276,2.61
2000-02-11,2.5924,2.6193,2.5882
2000-02-14,2.6022,2.6145,2.5988
2000-02-15,2.6114,2.6175,2.5979
2000-02-16,2.6124,2.6175,2.6072
2000-02-17,2.6096,2.6167,2.6004
2000-02-18,2.6054,2.6147,2.5968
2000-02-21,2.5975,2.6046,2.596
2000-02-22,2.5792,2.5873,2.5734
2000-02-23,2.5729,2.5835,2.5717
2000-02-24,2.5909,2.6034,2.584
2000-02-25,2.6302,2.6321,2.6097
2000-02-28,2.6358,2.6494,2.6305
2000-02-29,2.6242,2.637,2.6115
2000-03-01,2.6166,2.6315,2.6151
2000-03-02,2.6222,2.6391,2.61
2000-03-03,2.6406,2.6499,2.6231
2000-03-06,2.6409,2.6412,2.6243
2000-03-07,2.6496,2.6586,2.6362
2000-03-08,2.6436,2.6626,2.6416
2000-03-09,2.6267,2.6407,2.6216
2000-03-10,2.6353,2.6395,2.629
2000-03-13,2.6366,2.64,2.6194
2000-03-14,2.6282,2.6359,2.6216
2000-03-15,2.6199,2.6383,2.607
2000-03-16,2.614,2.6228,2.6062
2000-03-17,2.6046,2.6274,2.6035
2000-03-20,2.5995,2.6106,2.5963
2000-03-21,2.6297,2.6329,2.6043
2000-03-22,2.643,2.6455,2.6193
2000-03-23,2.6115,2.6322,2.6073
2000-03-24,2.5925,2.6111,2.5851
2000-03-27,2.6108,2.6147,2.6022
2000-03-28,2.6285,2.6318,2.6015
2000-03-29,2.6747,2.6779,2.6374
2000-03-30,2.6467,2.6646,2.6396
2000-03-31,2.6512,2.6574,2.6402
2000-04-03,2.6377,2.6494,2.6366
2000-04-04,2.61,2.6518,2.5846
2000-04-05,2.5909,2.6045,2.5781
2000-04-06,2.5869,2.5983,2.5856
2000-04-07,2.6005,2.6084,2.5879
2000-04-10,2.5934,2.6022,2.5884
2000-04-11,2.6026,2.6109,2.5869
2000-04-12,2.6144,2.6274,2.6023
2000-04-13,2.6193,2.6285,2.6134
2000-04-14,2.6037,2.6181,2.5958
2000-04-17,2.6071,2.6096,2.5961
2000-04-18,2.623,2.6309,2.6109
2000-04-19,2.6362,2.6459,2.627
2000-04-20,2.6505,2.6566,2.6426
2000-04-21,2.6455,2.6544,2.6412
2000-04-24,2.6417,2.6456,2.6274
2000-04-25,2.6997,2.7079,2.6638
2000-04-26,2.6836,2.7018,2.6807
2000-04-27,2.722,2.7331,2.6843
2000-04-28,2.6754,2.7132,2.6704
2000-05-01,2.6488,2.6782,2.6479
2000-05-02,2.679,2.6888,2.6656
2000-05-03,2.692,2.7144,2.6733
2000-05-04,2.6782,2.6825,2.6557
2000-05-05,2.6408,2.6557,2.6363
2000-05-08,2.6465,2.661,2.6422
2000-05-09,2.6328,2.6495,2.6278
2000-05-10,2.595,2.6199,2.5831
2000-05-11,2.6002,2.6016,2.5723
2000-05-12,2.5618,2.6079,2.5583
2000-05-15,2.5718,2.5807,2.565
2000-05-16,2.5695,2.5766,2.5636
2000-05-17,2.5882,2.5992,2.5776
2000-05-18,2.5804,2.5828,2.5696
2000-05-19,2.5655,2.5942,2.5643
2000-05-22,2.5649,2.5693,2.5567
2000-05-23,2.5468,2.5541,2.5368
2000-05-24,2.5418,2.5451,2.533
2000-05-25,2.5206,2.5526,2.5174
2000-05-26,2.4967,2.5225,2.4922
2000-05-29,2.5249,2.5255,2.4869
2000-05-30,2.5247,2.531,2.5164
2000-05-31,2.5224,2.5357,2.5166
2000-06-01,2.5167,2.5296,2.5137
2000-06-02,2.5144,2.5227,2.507
2000-06-05,2.5231,2.5308,2.5134
2000-06-06,2.5158,2.5178,2.4946
2000-06-07,2.4832,2.5062,2.4818
2000-06-08,2.4755,2.4875,2.4586
2000-06-09,2.4778,2.4886,2.4738
2000-06-12,2.4768,2.4814,2.4698
2000-06-13,2.4548,2.4692,2.449
2000-06-14,2.4436,2.4564,2.4406
2000-06-15,2.4759,2.4842,2.4682
2000-06-16,2.4481,2.4707,2.4478
2000-06-19,2.4627,2.4664,2.4513
2000-06-20,2.4653,2.468,2.4505
2000-06-21,2.4566,2.4672,2.4506
2000-06-22,2.5013,2.5059,2.4698
2000-06-23,2.4922,2.4938,2.4751
2000-06-26,2.4741,2.492,2.469
2000-06-27,2.4606,2.4709,2.4539
2000-06-28,2.4848,2.4912,2.4715
2000-06-29,2.4853,2.4895,2.4753
2000-06-30,2.4788,2.4801,2.4584
2000-07-03,2.4752,2.4797,2.4699
2000-07-04,2.474,2.4825,2.4705
2000-07-05,2.4498,2.4646,2.4488
2000-07-06,2.4512,2.4584,2.448
2000-07-07,2.461,2.468,2.4579
2000-07-10,2.4555,2.4659,2.4534
2000-07-11,2.4698,2.4748,2.4625
2000-07-12,2.4883,2.4967,2.4746
2000-07-13,2.4859,2.5004,2.4803
2000-07-14,2.4738,2.4899,2.4764
2000-07-17,2.4749,2.4775,2.4645
2000-07-18,2.5066,2.5133,2.4797
2000-07-19,2.5118,2.5224,2.5021
2000-07-20,2.5145,2.5214,2.5104
2000-07-21,2.5202,2.5291,2.5071
2000-07-24,2.5245,2.5292,2.5215
2000-07-25,2.5103,2.5185,2.5003
2000-07-26,2.4996,2.509,2.4959
2000-07-27,2.5172,2.5176,2.5009
2000-07-28,2.5233,2.5241,2.5141
2000-07-31,2.5035,2.5053,2.4951
2000-08-01,2.5123,2.5145,2.498
2000-08-02,2.5228,2.526,2.5131
2000-08-03,2.5476,2.5593,2.5404
2000-08-04,2.5622,2.5765,2.5576
2000-08-07,2.5735,2.5769,2.5615
2000-08-08,2.5758,2.5865,2.5713
2000-08-09,2.5794,2.5863,2.5735
2000-08-10,2.5529,2.5693,2.5495
2000-08-11,2.5854,2.5915,2.5619
2000-08-14,2.586,2.5988,2.5823
2000-08-15,2.5704,2.579,2.5696
2000-08-16,2.5617,2.5785,2.5564
2000-08-17,2.557,2.5664,2.5557
2000-08-18,2.5638,2.5749,2.5612
2000-08-21,2.5756,2.5819,2.5637
2000-08-22,2.5807,2.5882,2.5734
2000-08-23,2.5607,2.573,2.5566
2000-08-24,2.5354,2.5492,2.5319
2000-08-25,2.5153,2.5279,2.5112
2000-08-28,2.5161,2.5273,2.5153
2000-08-29,2.525,2.5311,2.5102
2000-08-30,2.5287,2.5301,2.5183
2000-08-31,2.5271,2.5408,2.5159
2000-09-01,2.5169,2.5295,2.5077
2000-09-04,2.521,2.524,2.5136
2000-09-05,2.5388,2.5423,2.5295
2000-09-06,2.5588,2.5719,2.5432
2000-09-07,2.5502,2.5607,2.5407
2000-09-08,2.5282,2.5446,2.5262
2000-09-11,2.4984,2.5194,2.4903
2000-09-12,2.4863,2.4936,2.4758
2000-09-13,2.4902,2.4916,2.477
2000-09-14,2.4929,2.5036,2.4882
2000-09-15,2.4957,2.5011,2.488
2000-09-18,2.5072,2.51,2.493
2000-09-19,2.5053,2.5099,2.4913
2000-09-20,2.5067,2.5322,2.5025
2000-09-21,2.5371,2.5411,2.5119
2000-09-22,2.5245,2.5292,2.5115
2000-09-25,2.5224,2.531,2.5199
2000-09-26,2.5232,2.5292,2.5099
2000-09-27,2.5226,2.537,2.5173
2000-09-28,2.532,2.5373,2.5237
2000-09-29,2.5489,2.5617,2.5453
2000-10-02,2.5484,2.5497,2.5366
2000-10-03,2.5298,2.5326,2.5243
2000-10-04,2.5354,2.5402,2.5224
2000-10-05,2.5317,2.5429,2.526
2000-10-06,2.5284,2.5375,2.5266
2000-10-09,2.5355,2.541,2.527
2000-10-10,2.5367,2.5438,2.5336
2000-10-11,2.5447,2.5454,2.5296
2000-10-12,2.5626,2.5725,2.5519
2000-10-13,2.5704,2.5725,2.5514
2000-10-16,2.5697,2.5828,2.5642
2000-10-17,2.5603,2.5697,2.5545
2000-10-18,2.5603,2.5974,2.5588
2000-10-19,2.5805,2.5857,2.5739
2000-10-20,2.5855,2.5951,2.5785
2000-10-23,2.612,2.6211,2.5998
2000-10-24,2.6045,2.6096,2.5976
2000-10-25,2.6117,2.6144,2.5942
2000-10-26,2.6109,2.6152,2.5978
2000-10-27,2.626,2.6283,2.5951
2000-10-30,2.6238,2.6291,2.6157
2000-10-31,2.6055,2.6186,2.5996
2000-11-01,2.5718,2.5876,2.5582
2000-11-02,2.567,2.5755,2.5632
2000-11-03,2.5509,2.571,2.5356
2000-11-06,2.5277,2.5428,2.5243
2000-11-07,2.5343,2.543,2.5227
2000-11-08,2.529,2.5389,2.5216
2000-11-09,2.5153,2.5304,2.5093
2000-11-10,2.5234,2.5307,2.5128
2000-11-13,2.5426,2.5449,2.5267
2000-11-14,2.5363,2.5405,2.5253
2000-11-15,2.5371,2.5441,2.5211
2000-11-16,2.548,2.5488,2.5388
2000-11-17,2.562,2.5642,2.537
2000-11-20,2.5564,2.5748,2.5558
2000-11-21,2.5565,2.5594,2.5422
2000-11-22,2.5379,2.5548,2.5368
2000-11-23,2.537,2.5375,2.5216
2000-11-24,2.5254,2.5466,2.5247
2000-11-27,2.5198,2.5443,2.5169
2000-11-28,2.4993,2.5156,2.4936
2000-11-29,2.5059,2.5069,2.4883
2000-11-30,2.4654,2.473,2.4563
2000-12-01,2.4791,2.4907,2.4778
2000-12-04,2.4721,2.4821,2.463
2000-12-05,2.4584,2.4765,2.4568
2000-12-06,2.454,2.4614,2.4445
2000-12-07,2.4553,2.4606,2.4427
2000-12-08,2.4739,2.479,2.4609
2000-12-11,2.495,2.5051,2.4909
2000-12-12,2.4825,2.4887,2.4747
2000-12-13,2.4966,2.4984,2.4841
2000-12-14,2.4919,2.5036,2.4794
2000-12-15,2.4797,2.4844,2.4683
2000-12-18,2.479,2.4834,2.4657
2000-12-19,2.4733,2.4848,2.4714
2000-12-20,2.4693,2.4732,2.4546
2000-12-21,2.452,2.4713,2.4472
2000-12-22,2.4331,2.4396,2.4291
2000-12-25,2.4331,2.4331,2.4331
2000-12-26,2.4206,2.429,2.4152
2000-12-27,2.4484,2.4537,2.4304
2000-12-28,2.4418,2.4538,2.439
2000-12-29,2.417,2.4426,2.4145
2001-01-01,2.417,2.417,2.417
2001-01-02,2.4009,2.4143,2.4002
2001-01-03,2.4297,2.4359,2.4044
2001-01-04,2.4084,2.4094,2.3967
2001-01-05,2.4012,2.4145,2.3949
2001-01-08,2.4018,2.4196,2.4018
2001-01-09,2.4074,2.4183,2.4022
2001-01-10,2.422,2.4262,2.4151
2001-01-11,2.4102,2.4174,2.4051
2001-01-12,2.3934,2.4081,2.3928
2001-01-15,2.414,2.421,2.387
2001-01-16,2.4049,2.4117,2.3993
2001-01-17,2.4268,2.4362,2.4135
2001-01-18,2.3843,2.3992,2.3825
2001-01-19,2.3991,2.404,2.389
2001-01-22,2.3954,2.4035,2.3914
2001-01-23,2.3992,2.4047,2.3931
2001-01-24,2.4179,2.4269,2.4113
2001-01-25,2.4169,2.4194,2.4097
2001-01-26,2.4107,2.4237,2.4096
2001-01-29,2.4183,2.4194,2.4118
2001-01-30,2.407,2.4171,2.4024
2001-01-31,2.395,2.4125,2.3932
2001-02-01,2.4094,2.4139,2.3987
2001-02-02,2.4144,2.4255,2.4098
2001-02-05,2.4171,2.4193,2.408
2001-02-06,2.4165,2.4198,2.411
2001-02-07,2.4039,2.4143,2.4023
2001-02-08,2.4119,2.4182,2.4069
2001-02-09,2.3985,2.4078,2.394
2001-02-12,2.4004,2.4069,2.3962
2001-02-13,2.4237,2.4301,2.4097
2001-02-14,2.43,2.4399,2.4246
2001-02-15,2.4547,2.4608,2.438
2001-02-16,2.4301,2.4491,2.4254
2001-02-19,2.412,2.4365,2.41
2001-02-20,2.4399,2.4421,2.4285
2001-02-21,2.4361,2.4368,2.4154
2001-02-22,2.4455,2.4543,2.4369
2001-02-23,2.4313,2.4515,2.4268
2001-02-26,2.4348,2.4432,2.4293
2001-02-27,2.4205,2.4294,2.4127
2001-02-28,2.4147,2.4176,2.4084
2001-03-01,2.4044,2.4108,2.3987
2001-03-02,2.4229,2.4294,2.4144
2001-03-05,2.4241,2.4316,2.4222
2001-03-06,2.4217,2.434,2.4165
2001-03-07,2.4226,2.4364,2.4128
2001-03-08,2.4292,2.4351,2.4274
2001-03-09,2.4255,2.4365,2.4175
2001-03-12,2.4267,2.4334,2.4252
2001-03-13,2.4401,2.4489,2.4247
2001-03-14,2.4469,2.448,2.4334
2001-03-15,2.4574,2.4671,2.4334
2001-03-16,2.4455,2.46,2.4396
2001-03-19,2.4285,2.4476,2.4218
2001-03-20,2.4231,2.4328,2.4197
2001-03-21,2.449,2.4496,2.421
2001-03-22,2.4484,2.459,2.4386
2001-03-23,2.4569,2.4588,2.4448
2001-03-26,2.4599,2.465,2.4522
2001-03-27,2.4609,2.4661,2.453
2001-03-28,2.4807,2.4823,2.467
2001-03-29,2.4665,2.4868,2.4657
2001-03-30,2.4683,2.4779,2.4468
2001-04-02,2.4576,2.4697,2.4527
2001-04-03,2.4418,2.4604,2.4404
2001-04-04,2.4282,2.4351,2.4216
2001-04-05,2.4321,2.4379,2.4253
2001-04-06,2.4345,2.4481,2.4303
2001-04-09,2.4608,2.462,2.447
2001-04-10,2.4638,2.4702,2.4563
2001-04-11,2.4578,2.4714,2.4539
2001-04-12,2.4555,2.4609,2.4496
2001-04-13,2.456,2.4572,2.4511
2001-04-16,2.4652,2.4704,2.4623
2001-04-17,2.476,2.4856,2.4699
2001-04-18,2.4697,2.4962,2.4694
2001-04-19,2.4693,2.4797,2.4619
2001-04-20,2.4402,2.4597,2.4368
2001-04-23,2.4551,2.4601,2.4443
2001-04-24,2.4613,2.4633,2.4464
2001-04-25,2.4592,2.4636,2.451
2001-04-26,2.4542,2.4637,2.4491
2001-04-27,2.4745,2.4829,2.4551
2001-04-30,2.479,2.4865,2.4778
2001-05-01,2.4795,2.484,2.4719
2001-05-02,2.4764,2.4855,2.4752
2001-05-03,2.488,2.489,2.4691
2001-05-04,2.4842,2.4871,2.4728
2001-05-07,2.4916,2.4952,2.4891
2001-05-08,2.4875,2.4981,2.486
2001-05-09,2.4771,2.481,2.4716
2001-05-10,2.4803,2.4836,2.4746
2001-05-11,2.4837,2.4884,2.4783
2001-05-14,2.4861,2.4888,2.4801
2001-05-15,2.4843,2.487,2.4755
2001-05-16,2.4798,2.4885,2.4711
2001-05-17,2.4888,2.4936,2.4848
2001-05-18,2.5112,2.5127,2.4972
2001-05-21,2.514,2.5203,2.5122
2001-05-22,2.5224,2.528,2.5156
2001-05-23,2.5254,2.5384,2.5228
2001-05-24,2.5056,2.5157,2.5038
2001-05-25,2.5282,2.533,2.4992
2001-05-28,2.5272,2.529,2.5205
2001-05-29,2.5329,2.535,2.5261
2001-05-30,2.5382,2.5397,2.5282
2001-05-31,2.5432,2.5531,2.537
2001-06-01,2.5438,2.5505,2.5362
2001-06-04,2.5381,2.549,2.5298
2001-06-05,2.5109,2.5491,2.5097
2001-06-06,2.4927,2.5159,2.4865
2001-06-07,2.4926,2.515,2.48
2001-06-08,2.4744,2.5095,2.4704
2001-06-11,2.4778,2.4881,2.4637
2001-06-12,2.4579,2.4849,2.4559
2001-06-13,2.4905,2.4946,2.4519
2001-06-14,2.4802,2.5026,2.4754
2001-06-15,2.4979,2.4998,2.4725
2001-06-18,2.4958,2.5045,2.4886
2001-06-19,2.5054,2.5075,2.49
2001-06-20,2.4977,2.5083,2.4932
2001-06-21,2.5183,2.5262,2.489
2001-06-22,2.5067,2.5295,2.5015
2001-06-25,2.4988,2.5068,2.4932
2001-06-26,2.4976,2.5053,2.4845
2001-06-27,2.5028,2.5117,2.4971
2001-06-28,2.5361,2.5397,2.4932
2001-06-29,2.5362,2.5417,2.4886
2001-07-02,2.5441,2.5536,2.5335
2001-07-03,2.5263,2.5468,2.5224
2001-07-04,2.5305,2.5345,2.521
2001-07-05,2.5471,2.5496,2.5255
2001-07-06,2.5334,2.5548,2.5245
2001-07-09,2.53,2.534,2.518
2001-07-10,2.5123,2.5285,2.5078
2001-07-11,2.4854,2.513,2.4829
2001-07-12,2.4918,2.5025,2.4862
2001-07-13,2.484,2.495,2.4785
2001-07-16,2.4789,2.49,2.4682
2001-07-17,2.4562,2.4916,2.4554
2001-07-18,2.4424,2.4735,2.4391
2001-07-19,2.4668,2.4666,2.4332
2001-07-20,2.4706,2.472,2.4495
2001-07-23,2.4604,2.4715,2.4575
2001-07-24,2.4483,2.462,2.444
2001-07-25,2.4481,2.4535,2.4416
2001-07-26,2.4552,2.4639,2.446
2001-07-27,2.4536,2.4631,2.4459
2001-07-30,2.4639,2.4648,2.4455
2001-07-31,2.4631,2.4688,2.4567
2001-08-01,2.4568,2.462,2.4505
2001-08-02,2.448,2.45,2.4444
2001-08-03,2.4388,2.452,2.4285
2001-08-06,2.4274,2.4445,2.4233
2001-08-07,2.4338,2.4376,2.426
2001-08-08,2.4212,2.439,2.4194
2001-08-09,2.4059,2.421,2.4
2001-08-10,2.4114,2.4163,2.4035
2001-08-13,2.4027,2.4145,2.3938
2001-08-14,2.4005,2.4045,2.3951
2001-08-15,2.396,2.4,2.3875
2001-08-16,2.4042,2.4077,2.393
2001-08-17,2.3959,2.4065,2.391
2001-08-20,2.4003,2.4052,2.389
2001-08-21,2.4092,2.4126,2.3985
2001-08-22,2.4121,2.4139,2.3905
2001-08-23,2.4032,2.4143,2.399
2001-08-24,2.4036,2.4146,2.399
2001-08-27,2.4091,2.4124,2.4022
2001-08-28,2.4153,2.4217,2.404
2001-08-29,2.4216,2.425,2.4101
2001-08-30,2.408,2.429,2.407
2001-08-31,2.4243,2.4275,2.409
2001-09-03,2.4295,2.434,2.421
2001-09-04,2.4629,2.4698,2.429
2001-09-05,2.4868,2.4878,2.4535
2001-09-06,2.48,2.488,2.4569
2001-09-07,2.4484,2.466,2.4462
2001-09-10,2.457,2.4628,2.444
2001-09-11,2.4185,2.4625,2.4075
2001-09-12,2.4353,2.4515,2.415
2001-09-13,2.4231,2.44,2.4227
2001-09-14,2.3868,2.431,2.3809
2001-09-17,2.3868,2.3915,2.3496
2001-09-18,2.3474,2.3595,2.34
2001-09-19,2.3317,2.3503,2.322
2001-09-20,2.3288,2.3455,2.3239
2001-09-21,2.3005,2.3325,2.2865
2001-09-24,2.3379,2.346,2.299
2001-09-25,2.3376,2.342,2.32
2001-09-26,2.3578,2.369,2.33
2001-09-27,2.3796,2.382,2.357
2001-09-28,2.3843,2.3892,2.367
2001-10-01,2.3899,2.405,2.383
2001-10-02,2.3774,2.395,2.3708
2001-10-03,2.3968,2.4023,2.3665
2001-10-04,2.396,2.404,2.385
2001-10-05,2.3955,2.3995,2.3865
2001-10-08,2.374,2.392,2.358
2001-10-09,2.3694,2.3716,2.355
2001-10-10,2.3631,2.3715,2.3527
2001-10-11,2.3782,2.3825,2.36
2001-10-12,2.3632,2.3855,2.358
2001-10-15,2.3571,2.3829,2.3545
2001-10-16,2.3643,2.3675,2.3535
2001-10-17,2.3728,2.3798,2.363
2001-10-18,2.3633,2.378,2.3594
2001-10-19,2.3571,2.3673,2.3554
2001-10-22,2.3614,2.3733,2.3515
2001-10-23,2.3669,2.3725,2.363
2001-10-24,2.3677,2.3715,2.3625
2001-10-25,2.359,2.3715,2.3535
2001-10-26,2.3768,2.3776,2.356
2001-10-29,2.3684,2.3795,2.3658
2001-10-30,2.3589,2.371,2.352
2001-10-31,2.3773,2.3803,2.3545
2001-11-01,2.3813,2.3876,2.361
2001-11-02,2.3845,2.3936,2.382
2001-11-05,2.396,2.3982,2.3825
2001-11-06,2.3931,2.3965,2.3859
2001-11-07,2.3997,2.4036,2.386
2001-11-08,2.387,2.4,2.3865
2001-11-09,2.3893,2.3945,2.385
2001-11-12,2.378,2.392,2.3665
2001-11-13,2.4099,2.4109,2.3835
2001-11-14,2.3966,2.4135,2.3968
2001-11-15,2.3806,2.404,2.376
2001-11-16,2.3661,2.3845,2.3616
2001-11-19,2.3438,2.372,2.3399
2001-11-20,2.341,2.35,2.3348
2001-11-21,2.3435,2.3554,2.3415
2001-11-22,2.346,2.3525,2.3375
2001-11-23,2.3513,2.3568,2.3474
2001-11-26,2.3484,2.3605,2.3469
2001-11-27,2.3462,2.3549,2.342
2001-11-28,2.3472,2.3511,2.3245
2001-11-29,2.3591,2.3605,2.3455
2001-11-30,2.3381,2.37,2.338
2001-12-03,2.3586,2.3614,2.336
2001-12-04,2.3504,2.3595,2.3484
2001-12-05,2.3533,2.3617,2.3465
2001-12-06,2.3529,2.3619,2.346
2001-12-07,2.3776,2.3793,2.3525
2001-12-10,2.3846,2.3929,2.376
2001-12-11,2.3785,2.3895,2.378
2001-12-12,2.3753,2.3856,2.3665
2001-12-13,2.3807,2.3845,2.3667
2001-12-14,2.3689,2.384,2.3643
2001-12-17,2.3649,2.3863,2.3645
2001-12-18,2.3802,2.387,2.3766
2001-12-19,2.3756,2.3895,2.3765
2001-12-20,2.3622,2.38,2.3545
2001-12-21,2.3789,2.3802,2.3585
2001-12-24,2.4457,2.4469,2.3715
2001-12-25,2.4375,2.446,2.4315
2001-12-26,2.4618,2.4621,2.4198
2001-12-27,2.4356,2.4565,2.4235
2001-12-28,2.4286,2.4376,2.4264
2001-12-31,2.4172,2.431,2.4023
2002-01-01,2.4172,2.4172,2.4172
2002-01-02,2.3726,2.4225,2.3612
2002-01-03,2.3697,2.385,2.37
2002-01-04,2.388,2.389,2.3625
2002-01-07,2.3747,2.391,2.3708
2002-01-08,2.3823,2.3922,2.371
2002-01-09,2.3884,2.3964,2.3775
2002-01-10,2.3946,2.4092,2.38
2002-01-11,2.3971,2.4007,2.389
2002-01-14,2.4008,2.4057,2.3945
2002-01-15,2.4044,2.4075,2.396
2002-01-16,2.3884,2.409,2.384
2002-01-17,2.3926,2.399,2.381
2002-01-18,2.387,2.399,2.3864
2002-01-21,2.3846,2.3925,2.384
2002-01-22,2.3749,2.386,2.3722
2002-01-23,2.3811,2.3846,2.3711
2002-01-24,2.3852,2.3869,2.376
2002-01-25,2.4003,2.4094,2.3835
2002-01-28,2.4036,2.4185,2.3975
2002-01-29,2.4047,2.4137,2.4015
2002-01-30,2.4167,2.4193,2.4
2002-01-31,2.4275,2.43,2.409
2002-02-01,2.43,2.433,2.4175
2002-02-04,2.4142,2.4325,2.4104
2002-02-05,2.4038,2.4165,2.3964
2002-02-06,2.3041,2.406,2.3889
2002-02-07,2.3895,2.3995,2.3837
2002-02-08,2.3905,2.3972,2.376
2002-02-11,2.3957,2.3997,2.3905
2002-02-12,2.4184,2.4216,2.3935
2002-02-13,2.4285,2.4328,2.414
2002-02-14,2.4293,2.436,2.4243
2002-02-15,2.4335,2.4353,2.426
2002-02-18,2.429,2.4358,2.424
2002-02-19,2.416,2.432,2.41
2002-02-20,2.4282,2.4291,2.4115
2002-02-21,2.4274,2.4295,2.4168
2002-02-22,2.4206,2.429,2.4113
2002-02-25,2.4192,2.4213,2.413
2002-02-26,2.4197,2.4257,2.4134
2002-02-27,2.4204,2.4245,2.416
2002-02-28,2.4057,2.424,2.4021
2002-03-01,2.4214,2.4225,2.4038
2002-03-04,2.4175,2.4285,2.4132
2002-03-05,2.4124,2.4225,2.4104
2002-03-06,2.3939,2.4139,2.392
2002-03-07,2.3809,2.398,2.3773
2002-03-08,2.3969,2.3995,2.381
2002-03-11,2.3845,2.398,2.3799
2002-03-12,2.3742,2.3895,2.3683
2002-03-13,2.3704,2.376,2.363
2002-03-14,2.3509,2.3725,2.348
2002-03-15,2.359,2.3628,2.3495
2002-03-18,2.3659,2.3722,2.3604
2002-03-19,2.3629,2.374,2.3605
2002-03-20,2.3627,2.3725,2.3575
2002-03-21,2.3625,2.371,2.3606
2002-03-22,2.3761,2.379,2.3625
2002-03-25,2.3754,2.3805,2.3725
2002-03-26,2.3798,2.3845,2.371
2002-03-27,2.3905,2.3931,2.3775
2002-03-28,2.4004,2.401,2.3895
2002-03-29,2.3971,2.4051,2.394
2002-04-01,2.3946,2.3982,2.3854
2002-04-02,2.3906,2.3977,2.3882
2002-04-03,2.3817,2.3905,2.3807
2002-04-04,2.3873,2.392,2.3775
