Date,GBP/USD Close,GBP/USD High,GBP/USD Low
2004-01-08,1.8319,1.8358,1.8111
2004-01-09,1.8468,1.8487,1.8281
2004-01-12,1.8468,1.8577,1.8453
2004-01-13,1.8422,1.8534,1.8405
2004-01-14,1.8341,1.8487,1.832
2004-01-15,1.821,1.8345,1.818
2004-01-16,1.7959,1.8265,1.793
2004-01-19,1.7831,1.8018,1.7829
2004-01-20,1.82,1.8217,1.7827
2004-01-21,1.8294,1.837,1.815
2004-01-22,1.8445,1.8478,1.8301
2004-01-23,1.8251,1.8522,1.817
2004-01-26,1.814,1.8307,1.811
2004-01-27,1.8264,1.829,1.8022
2004-01-28,1.8234,1.8382,1.8169
2004-01-29,1.8147,1.8266,1.8085
2004-01-30,1.8242,1.8264,1.806
2004-02-02,1.8175,1.826,1.8136
2004-02-03,1.8384,1.8422,1.8192
2004-02-04,1.8328,1.84,1.8284
2004-02-05,1.8333,1.8425,1.8307
2004-02-06,1.8466,1.852,1.8321
2004-02-09,1.8574,1.8627,1.8412
2004-02-10,1.8705,1.8732,1.8576
2004-02-11,1.887,1.889,1.8648
2004-02-12,1.8901,1.895,1.8881
2004-02-13,1.8855,1.8989,1.8788
2004-02-16,1.889,1.8913,1.8817
2004-02-17,1.9035,1.9071,1.8872
2004-02-18,1.886,1.914,1.8843
2004-02-19,1.8953,1.8974,1.8859
2004-02-20,1.8605,1.8998,1.8565
2004-02-23,1.8631,1.8705,1.846
2004-02-24,1.8896,1.8937,1.8728
2004-02-25,1.8708,1.8944,1.8695
2004-02-26,1.8611,1.8775,1.8553
2004-02-27,1.8665,1.8689,1.847
2004-03-01,1.8675,1.8745,1.8644
2004-03-02,1.84,1.8705,1.8354
2004-03-03,1.8295,1.8405,1.816
2004-03-04,1.8231,1.8373,1.8201
2004-03-05,1.8466,1.8497,1.818
2004-03-08,1.8467,1.8542,1.8425
2004-03-09,1.825,1.8586,1.8224
2004-03-10,1.8055,1.8282,1.7963
2004-03-11,1.8089,1.8132,1.7925
2004-03-12,1.8037,1.815,1.7906
2004-03-15,1.8027,1.8116,1.7942
2004-03-16,1.8125,1.8194,1.8005
2004-03-17,1.8175,1.818,1.8069
2004-03-18,1.833,1.84,1.8159
2004-03-19,1.8313,1.8369,1.8258
2004-03-22,1.8466,1.85,1.8267
2004-03-23,1.8481,1.8542,1.841
2004-03-24,1.823,1.8538,1.8229
2004-03-25,1.808,1.826,1.7993
2004-03-26,1.8135,1.8234,1.8003
2004-03-29,1.8179,1.8225,1.8062
2004-03-30,1.8259,1.8296,1.8188
2004-03-31,1.8438,1.8441,1.8252
2004-04-01,1.8551,1.8605,1.8385
2004-04-02,1.8314,1.8574,1.8261
2004-04-05,1.8186,1.8306,1.8106
2004-04-06,1.8385,1.8412,1.8199
2004-04-07,1.84,1.8443,1.8341
2004-04-08,1.83,1.8465,1.8285
2004-04-09,1.8315,1.8346,1.8304
2004-04-12,1.8385,1.8405,1.8314
2004-04-13,1.8187,1.8421,1.8131
2004-04-14,1.7902,1.8194,1.7851
2004-04-15,1.7913,1.7994,1.7764
2004-04-16,1.7986,1.8057,1.784
2004-04-19,1.8079,1.8143,1.7977
2004-04-20,1.7865,1.8084,1.7866
2004-04-21,1.7731,1.7861,1.766
2004-04-22,1.7702,1.7749,1.7629
2004-04-23,1.7713,1.7808,1.7651
2004-04-26,1.7879,1.7895,1.7668
2004-04-27,1.7908,1.7942,1.7832
2004-04-28,1.7726,1.7971,1.771
2004-04-29,1.7745,1.7811,1.7583
2004-04-30,1.7782,1.7808,1.7665
2004-05-03,1.7712,1.7795,1.7693
2004-05-04,1.7917,1.7943,1.7706
2004-05-05,1.7929,1.8016,1.7888
2004-05-06,1.7955,1.7983,1.7879
2004-05-07,1.7877,1.8056,1.7825
2004-05-10,1.777,1.7962,1.771
2004-05-11,1.7575,1.7775,1.7535
2004-05-12,1.772,1.7799,1.7563
2004-05-13,1.7621,1.7745,1.7577
2004-05-14,1.759,1.7645,1.748
2004-05-17,1.7683,1.7742,1.7574
2004-05-18,1.7663,1.7713,1.7615
2004-05-19,1.7825,1.7854,1.7632
2004-05-20,1.777,1.7848,1.7641
2004-05-21,1.7895,1.7953,1.7735
2004-05-24,1.7917,1.7936,1.7824
2004-05-25,1.8118,1.8145,1.7891
2004-05-26,1.8159,1.82,1.8095
2004-05-27,1.839,1.8402,1.8103
2004-05-28,1.8328,1.8421,1.8295
2004-05-31,1.8315,1.8367,1.8303
2004-06-01,1.8396,1.8412,1.8279
2004-06-02,1.835,1.8484,1.8308
2004-06-03,1.8405,1.843,1.8286
2004-06-04,1.8399,1.845,1.8322
2004-06-07,1.8399,1.8477,1.835
2004-06-08,1.8346,1.8454,1.8328
2004-06-09,1.829,1.8414,1.8254
2004-06-10,1.8429,1.8442,1.8191
2004-06-11,1.818,1.842,1.8164
2004-06-14,1.8134,1.8181,1.8047
2004-06-15,1.8316,1.832,1.8107
2004-06-16,1.828,1.8352,1.8234
2004-06-17,1.8362,1.8381,1.8242
2004-06-18,1.838,1.8401,1.8254
2004-06-21,1.83,1.8408,1.828
2004-06-22,1.8189,1.8346,1.8178
2004-06-23,1.8165,1.8281,1.8144
2004-06-24,1.825,1.8287,1.8105
2004-06-25,1.8245,1.826,1.8174
2004-06-28,1.83,1.8338,1.821
2004-06-29,1.8071,1.8303,1.805
2004-06-30,1.8174,1.8184,1.8016
2004-07-01,1.821,1.8221,1.812
2004-07-02,1.8332,1.8334,1.8171
2004-07-05,1.83,1.8362,1.8274
2004-07-06,1.8423,1.8437,1.8279
2004-07-07,1.855,1.8576,1.8395
2004-07-08,1.8515,1.8585,1.8471
2004-07-09,1.861,1.8613,1.8492
2004-07-12,1.8643,1.8662,1.8573
2004-07-13,1.8565,1.8623,1.852
2004-07-14,1.8563,1.8616,1.8537
2004-07-15,1.8512,1.8571,1.8479
2004-07-16,1.8738,1.8751,1.848
2004-07-19,1.868,1.8769,1.8672
2004-07-20,1.8515,1.8685,1.8495
2004-07-21,1.839,1.8547,1.8324
2004-07-22,1.8425,1.8491,1.8356
2004-07-23,1.8308,1.8451,1.8304
2004-07-26,1.8415,1.8422,1.8317
2004-07-27,1.823,1.8444,1.8203
2004-07-28,1.8235,1.8252,1.8152
2004-07-29,1.8154,1.8285,1.8086
2004-07-30,1.82,1.8242,1.8122
2004-08-02,1.8281,1.8333,1.8194
2004-08-03,1.8265,1.8283,1.8174
2004-08-04,1.8255,1.8262,1.8155
2004-08-05,1.8244,1.8294,1.8192
2004-08-06,1.8408,1.8463,1.8205
2004-08-09,1.8407,1.8441,1.838
2004-08-10,1.8267,1.8418,1.8266
2004-08-11,1.8289,1.832,1.8247
2004-08-12,1.8243,1.8358,1.82
2004-08-13,1.8419,1.8455,1.8135
2004-08-16,1.8413,1.8463,1.8377
2004-08-17,1.8276,1.8432,1.8268
2004-08-18,1.8225,1.8296,1.8207
2004-08-19,1.8314,1.8342,1.82
2004-08-20,1.8182,1.8335,1.8175
2004-08-23,1.8088,1.8191,1.8069
2004-08-24,1.7925,1.809,1.7892
2004-08-25,1.797,1.8011,1.7903
2004-08-26,1.7958,1.7983,1.7919
2004-08-27,1.7895,1.8035,1.789
2004-08-30,1.7936,1.7969,1.7853
2004-08-31,1.8025,1.8065,1.7907
2004-09-01,1.793,1.8035,1.7895
2004-09-02,1.789,1.7972,1.7869
2004-09-03,1.7761,1.793,1.7752
2004-09-06,1.78,1.7804,1.7747
2004-09-07,1.7744,1.7844,1.7711
2004-09-08,1.7885,1.7907,1.7719
2004-09-09,1.7844,1.7878,1.7816
2004-09-10,1.7965,1.8024,1.786
2004-09-13,1.796,1.8012,1.7934
2004-09-14,1.796,1.8033,1.7945
2004-09-15,1.7755,1.7978,1.7742
2004-09-16,1.793,1.795,1.7765
2004-09-17,1.7935,1.7969,1.7897
2004-09-20,1.7852,1.793,1.7818
2004-09-21,1.797,1.8009,1.7845
2004-09-22,1.7927,1.8009,1.7876
2004-09-23,1.7976,1.8045,1.7931
2004-09-24,1.8037,1.8085,1.795
2004-09-27,1.8083,1.8091,1.8033
2004-09-28,1.8123,1.8161,1.8085
2004-09-29,1.8001,1.8135,1.7965
2004-09-30,1.8117,1.8125,1.7957
2004-10-01,1.7975,1.8132,1.7932
2004-10-04,1.784,1.7974,1.7816
2004-10-05,1.7829,1.7876,1.7805
2004-10-06,1.7755,1.7886,1.7749
2004-10-07,1.7821,1.7842,1.7766
2004-10-08,1.7955,1.7967,1.782
2004-10-11,1.7965,1.7966,1.793
2004-10-12,1.7887,1.7992,1.7846
2004-10-13,1.7933,1.7958,1.7844
2004-10-14,1.7972,1.8041,1.7927
2004-10-15,1.8035,1.8064,1.7952
2004-10-18,1.7995,1.8068,1.7953
2004-10-19,1.8031,1.8055,1.7926
2004-10-20,1.8179,1.8189,1.8011
2004-10-21,1.8285,1.8305,1.8158
2004-10-22,1.8252,1.8316,1.8227
2004-10-25,1.8412,1.845,1.8277
2004-10-26,1.835,1.845,1.8331
2004-10-27,1.829,1.844,1.8266
2004-10-28,1.8279,1.8352,1.8195
2004-10-29,1.8369,1.8381,1.8282
2004-11-01,1.8327,1.8415,1.83
2004-11-02,1.836,1.8398,1.83
2004-11-03,1.849,1.8506,1.8318
2004-11-04,1.8423,1.85,1.8413
2004-11-05,1.8557,1.8562,1.8308
2004-11-08,1.8544,1.8618,1.8525
2004-11-09,1.8561,1.8604,1.8509
2004-11-10,1.8445,1.8615,1.8406
2004-11-11,1.8427,1.848,1.8375
2004-11-12,1.8582,1.8589,1.839
2004-11-15,1.845,1.8588,1.844
2004-11-16,1.8534,1.8565,1.8448
2004-11-17,1.859,1.8624,1.8519
2004-11-18,1.8495,1.8635,1.8485
2004-11-19,1.8562,1.8615,1.847
2004-11-22,1.8578,1.8585,1.8522
2004-11-23,1.8678,1.8728,1.8525
2004-11-24,1.881,1.8827,1.8675
2004-11-25,1.8875,1.8895,1.88
2004-11-26,1.8975,1.9024,1.884
2004-11-29,1.8941,1.8966,1.8851
2004-11-30,1.911,1.9133,1.8868
2004-12-01,1.9327,1.9335,1.9095
2004-12-02,1.9232,1.944,1.9175
2004-12-03,1.9417,1.943,1.9192
2004-12-06,1.9387,1.9443,1.938
2004-12-07,1.9458,1.9507,1.936
2004-12-08,1.9345,1.946,1.9191
2004-12-09,1.925,1.9388,1.9149
2004-12-10,1.9161,1.9285,1.902
2004-12-13,1.9267,1.9272,1.9077
2004-12-14,1.9287,1.9291,1.9198
2004-12-15,1.9423,1.946,1.9188
2004-12-16,1.9289,1.9552,1.926
2004-12-17,1.9392,1.9451,1.9283
2004-12-20,1.9465,1.9509,1.9365
2004-12-21,1.9268,1.9492,1.9251
2004-12-22,1.9156,1.9302,1.9099
2004-12-23,1.9228,1.9241,1.9134
2004-12-24,1.9257,1.929,1.919
2004-12-27,1.936,1.9384,1.92
2004-12-28,1.9295,1.942,1.9268
2004-12-29,1.9154,1.9337,1.9125
2004-12-30,1.925,1.929,1.9155
2004-12-31,1.9156,1.9354,1.9141
2005-01-03,1.9048,1.9202,1.8981
2005-01-04,1.88,1.9084,1.8782
2005-01-05,1.8843,1.8898,1.873
2005-01-06,1.874,1.8857,1.8697
2005-01-07,1.8701,1.8845,1.8645
2005-01-10,1.8759,1.8792,1.8695
2005-01-11,1.8777,1.8823,1.8751
2005-01-12,1.891,1.894,1.8696
2005-01-13,1.8799,1.893,1.8795
2005-01-14,1.8701,1.8845,1.8639
2005-01-17,1.8606,1.8749,1.8585
2005-01-18,1.8667,1.8739,1.8525
2005-01-19,1.8691,1.8829,1.8627
2005-01-20,1.8729,1.8752,1.8636
2005-01-21,1.8795,1.881,1.8614
2005-01-24,1.8803,1.8837,1.874
2005-01-25,1.8633,1.8809,1.8626
2005-01-26,1.8815,1.8855,1.8635
2005-01-27,1.8879,1.8892,1.8794
2005-01-28,1.888,1.893,1.8785
2005-01-31,1.8824,1.8889,1.8785
2005-02-01,1.884,1.8866,1.8774
2005-02-02,1.8866,1.8889,1.8821
2005-02-03,1.8816,1.8915,1.8765
2005-02-04,1.875,1.892,1.8726
2005-02-07,1.8586,1.876,1.8547
2005-02-08,1.855,1.8598,1.851
2005-02-09,1.8582,1.8645,1.8521
2005-02-10,1.8685,1.8732,1.8508
2005-02-11,1.8674,1.8708,1.8626
2005-02-14,1.8889,1.8918,1.8681
2005-02-15,1.8947,1.8976,1.8845
2005-02-16,1.8861,1.8964,1.8753
2005-02-17,1.8935,1.896,1.8836
2005-02-18,1.894,1.8973,1.8892
2005-02-21,1.8964,1.9,1.891
2005-02-22,1.9119,1.9138,1.8954
2005-02-23,1.9099,1.9135,1.9042
2005-02-24,1.9107,1.9143,1.9015
2005-02-25,1.9184,1.9196,1.9064
2005-02-28,1.923,1.9262,1.9158
2005-03-01,1.9203,1.9229,1.9171
2005-03-02,1.9131,1.9216,1.9078
2005-03-03,1.9072,1.914,1.9058
2005-03-04,1.9237,1.9273,1.9058
2005-03-07,1.9138,1.9249,1.9116
2005-03-08,1.928,1.9327,1.913
2005-03-09,1.9263,1.932,1.92
2005-03-10,1.9222,1.9306,1.9205
2005-03-11,1.927,1.9293,1.9163
2005-03-14,1.9141,1.9277,1.9099
2005-03-15,1.9125,1.9255,1.911
2005-03-16,1.9254,1.9293,1.9112
2005-03-17,1.9234,1.9285,1.9182
2005-03-18,1.919,1.9255,1.9124
2005-03-21,1.8984,1.9224,1.8945
2005-03-22,1.8852,1.9024,1.8799
2005-03-23,1.8671,1.8884,1.8661
2005-03-24,1.8696,1.874,1.8673
2005-03-25,1.8684,1.8722,1.8677
2005-03-28,1.8654,1.87,1.8595
2005-03-29,1.8749,1.8765,1.8655
2005-03-30,1.8802,1.8844,1.8737
2005-03-31,1.8905,1.892,1.8755
2005-04-01,1.8813,1.8975,1.876
2005-04-04,1.8757,1.8808,1.8709
2005-04-05,1.8808,1.8817,1.8719
2005-04-06,1.8805,1.8848,1.874
2005-04-07,1.8697,1.886,1.868
2005-04-08,1.8844,1.8845,1.8675
2005-04-11,1.8908,1.8934,1.8817
2005-04-12,1.8907,1.898,1.883
2005-04-13,1.8936,1.8958,1.8873
2005-04-14,1.8813,1.8947,1.8755
2005-04-15,1.8916,1.895,1.8773
2005-04-18,1.9036,1.9058,1.8886
2005-04-19,1.9193,1.9205,1.9
2005-04-20,1.9191,1.922,1.9097
2005-04-21,1.9081,1.9217,1.9064
2005-04-22,1.9145,1.9169,1.9056
2005-04-25,1.911,1.9175,1.9077
2005-04-26,1.906,1.9133,1.9018
2005-04-27,1.9055,1.9095,1.899
2005-04-28,1.907,1.9106,1.901
2005-04-29,1.907,1.9161,1.9051
2005-05-02,1.8949,1.9076,1.8925
2005-05-03,1.8908,1.896,1.8887
2005-05-04,1.9013,1.903,1.8923
2005-05-05,1.9052,1.9078,1.8995
2005-05-06,1.8907,1.9029,1.8896
2005-05-09,1.8828,1.8911,1.8805
2005-05-10,1.8822,1.8856,1.8763
2005-05-11,1.8707,1.8915,1.8695
2005-05-12,1.8655,1.8737,1.8603
2005-05-13,1.85,1.8658,1.8483
2005-05-16,1.8369,1.851,1.8333
2005-05-17,1.834,1.8425,1.8318
2005-05-18,1.8407,1.8409,1.8292
2005-05-19,1.8352,1.8435,1.8322
2005-05-20,1.8261,1.8392,1.8237
2005-05-23,1.8288,1.8312,1.8244
2005-05-24,1.8277,1.836,1.8268
2005-05-25,1.8315,1.8335,1.8245
2005-05-26,1.8209,1.8327,1.8186
2005-05-27,1.8235,1.8274,1.8198
2005-05-30,1.8235,1.8256,1.8195
2005-05-31,1.8178,1.8258,1.8105
2005-06-01,1.809,1.8225,1.8077
2005-06-02,1.8166,1.8207,1.8082
2005-06-03,1.8132,1.824,1.8098
2005-06-06,1.8238,1.825,1.8125
2005-06-07,1.8347,1.8354,1.8206
2005-06-08,1.8251,1.8404,1.8226
2005-06-09,1.8199,1.8286,1.8175
2005-06-10,1.8122,1.8263,1.8109
2005-06-13,1.8064,1.8129,1.8005
2005-06-14,1.8068,1.8157,1.803
2005-06-15,1.8224,1.8249,1.8045
2005-06-16,1.8225,1.829,1.817
2005-06-17,1.829,1.8308,1.8193
2005-06-20,1.823,1.8287,1.8211
2005-06-21,1.8292,1.83,1.8165
2005-06-22,1.8223,1.8332,1.8179
2005-06-23,1.8145,1.8233,1.814
2005-06-24,1.8234,1.8248,1.8124
2005-06-27,1.8278,1.8315,1.8222
2005-06-28,1.8163,1.8293,1.8151
2005-06-29,1.8055,1.8181,1.7995
2005-06-30,1.7906,1.8105,1.787
2005-07-01,1.7704,1.7912,1.7683
2005-07-04,1.759,1.7688,1.7569
2005-07-05,1.7557,1.762,1.7502
2005-07-06,1.7555,1.7612,1.7518
2005-07-07,1.7445,1.7542,1.7374
2005-07-08,1.7359,1.744,1.731
2005-07-11,1.7582,1.7591,1.7365
2005-07-12,1.777,1.7785,1.7547
2005-07-13,1.757,1.778,1.7525
2005-07-14,1.7557,1.7646,1.7548
2005-07-15,1.7516,1.7636,1.751
2005-07-18,1.7491,1.7559,1.7465
2005-07-19,1.7403,1.749,1.7341
2005-07-20,1.7409,1.7458,1.727
2005-07-21,1.7528,1.7615,1.7399
2005-07-22,1.7376,1.7575,1.7359
2005-07-25,1.7471,1.7474,1.7331
2005-07-26,1.7378,1.747,1.7348
2005-07-27,1.7464,1.7475,1.7336
2005-07-28,1.7561,1.7597,1.7403
2005-07-29,1.758,1.7613,1.7516
2005-08-01,1.7705,1.7733,1.754
2005-08-02,1.7718,1.7754,1.7672
2005-08-03,1.7793,1.7833,1.7651
2005-08-04,1.7804,1.7827,1.7712
2005-08-05,1.7774,1.7828,1.7715
2005-08-08,1.7867,1.7903,1.7727
2005-08-09,1.7861,1.7916,1.782
2005-08-10,1.7951,1.798,1.7865
2005-08-11,1.811,1.8115,1.7957
2005-08-12,1.815,1.8178,1.8073
2005-08-15,1.8115,1.8169,1.8073
2005-08-16,1.8096,1.8147,1.804
2005-08-17,1.805,1.8128,1.8018
2005-08-18,1.7936,1.8092,1.7915
2005-08-19,1.7975,1.7979,1.789
2005-08-22,1.8001,1.8047,1.7947
2005-08-23,1.8009,1.8021,1.7962
2005-08-24,1.8,1.803,1.7907
2005-08-25,1.8045,1.8084,1.7981
2005-08-26,1.801,1.8099,1.799
2005-08-29,1.7957,1.8087,1.7926
2005-08-30,1.7856,1.7915,1.7821
2005-08-31,1.804,1.8057,1.7819
2005-09-01,1.8335,1.8365,1.8007
2005-09-02,1.8448,1.845,1.8304
2005-09-05,1.8435,1.85,1.8373
2005-09-06,1.8435,1.8466,1.837
2005-09-07,1.8366,1.8462,1.8351
2005-09-08,1.8352,1.8443,1.833
2005-09-09,1.8385,1.8427,1.832
2005-09-12,1.8193,1.8429,1.8191
2005-09-13,1.8226,1.8263,1.8184
2005-09-14,1.8227,1.8296,1.8215
2005-09-15,1.8058,1.8235,1.8038
2005-09-16,1.8081,1.8148,1.8018
2005-09-19,1.8037,1.8065,1.7974
2005-09-20,1.799,1.8083,1.798
2005-09-21,1.8085,1.8128,1.7961
2005-09-22,1.7909,1.815,1.788
2005-09-23,1.7774,1.793,1.7759
2005-09-26,1.7781,1.7786,1.7702
2005-09-27,1.7664,1.7788,1.7635
2005-09-28,1.766,1.772,1.7606
2005-09-29,1.7611,1.7705,1.7592
2005-09-30,1.7622,1.7732,1.7565
2005-10-03,1.7558,1.7634,1.752
2005-10-04,1.759,1.7624,1.7512
2005-10-05,1.7613,1.7662,1.7575
2005-10-06,1.7801,1.7814,1.764
2005-10-07,1.7625,1.7789,1.7576
2005-10-10,1.7533,1.764,1.7515
2005-10-11,1.745,1.7559,1.7442
2005-10-12,1.7516,1.755,1.7392
2005-10-13,1.757,1.7574,1.7445
2005-10-14,1.7699,1.7707,1.7485
2005-10-17,1.754,1.7735,1.7528
2005-10-18,1.7496,1.7532,1.7424
2005-10-19,1.763,1.764,1.7428
2005-10-20,1.7736,1.7752,1.7597
2005-10-21,1.7665,1.78,1.7638
2005-10-24,1.7672,1.7731,1.7648
2005-10-25,1.7848,1.7869,1.7634
2005-10-26,1.7745,1.7868,1.7715
2005-10-27,1.784,1.7905,1.7753
2005-10-28,1.7737,1.7859,1.7732
2005-10-31,1.7703,1.7824,1.7674
2005-11-01,1.7632,1.7727,1.7609
2005-11-02,1.776,1.7774,1.7625
2005-11-03,1.7701,1.7795,1.7695
2005-11-04,1.7511,1.7713,1.748
2005-11-07,1.7452,1.7526,1.7389
2005-11-08,1.7426,1.7443,1.7326
2005-11-09,1.7435,1.746,1.7363
2005-11-10,1.7417,1.7518,1.7388
2005-11-11,1.7406,1.7436,1.7377
2005-11-14,1.7374,1.7497,1.7343
2005-11-15,1.7331,1.7399,1.7305
2005-11-16,1.718,1.7366,1.7138
2005-11-17,1.7203,1.7226,1.7152
2005-11-18,1.7172,1.7227,1.7098
2005-11-21,1.7174,1.7245,1.7144
2005-11-22,1.722,1.7238,1.7065
2005-11-23,1.7213,1.7261,1.7176
2005-11-24,1.7225,1.7287,1.7201
2005-11-25,1.7135,1.7232,1.7125
2005-11-28,1.7328,1.7345,1.7047
2005-11-29,1.7198,1.7301,1.7144
2005-11-30,1.7286,1.735,1.7165
2005-12-01,1.7307,1.7343,1.7261
2005-12-02,1.7337,1.7385,1.7249
2005-12-05,1.7428,1.7444,1.7273
2005-12-06,1.742,1.7454,1.7312
2005-12-07,1.7349,1.7427,1.729
2005-12-08,1.7536,1.756,1.733
2005-12-09,1.7547,1.7567,1.7463
2005-12-12,1.7754,1.7774,1.7494
2005-12-13,1.7694,1.7782,1.7655
2005-12-14,1.7733,1.781,1.7685
2005-12-15,1.7643,1.7746,1.7613
2005-12-16,1.7716,1.7735,1.7627
2005-12-19,1.7624,1.7735,1.7593
2005-12-20,1.7549,1.7685,1.752
2005-12-21,1.7435,1.7593,1.7384
2005-12-22,1.7378,1.7457,1.7338
2005-12-23,1.7334,1.7404,1.7305
2005-12-26,1.7343,1.7355,1.7315
2005-12-27,1.7267,1.7384,1.7266
2005-12-28,1.715,1.741,1.713
2005-12-29,1.7242,1.7282,1.7168
2005-12-30,1.718,1.7295,1.7165
2006-01-02,1.718,1.718,1.718
2006-01-03,1.7452,1.7462,1.7188
2006-01-04,1.7582,1.762,1.7457
2006-01-05,1.7559,1.7589,1.7487
2006-01-06,1.7707,1.7724,1.7512
2006-01-09,1.7651,1.7725,1.7627
2006-01-10,1.7656,1.7702,1.7619
2006-01-11,1.7642,1.7673,1.752
2006-01-12,1.7598,1.7727,1.7579
2006-01-13,1.7767,1.7781,1.7595
2006-01-16,1.7668,1.7798,1.764
2006-01-17,1.7663,1.7703,1.7586
2006-01-18,1.7616,1.7706,1.7601
2006-01-19,1.7588,1.764,1.7527
2006-01-20,1.7715,1.7725,1.7532
2006-01-23,1.7868,1.7875,1.7704
2006-01-24,1.786,1.7897,1.7805
2006-01-25,1.7841,1.7935,1.7816
2006-01-26,1.7806,1.7884,1.7777
2006-01-27,1.7674,1.7878,1.7665
2006-01-30,1.767,1.7717,1.7635
2006-01-31,1.7804,1.786,1.7667
2006-02-01,1.7734,1.7813,1.773
2006-02-02,1.7799,1.7814,1.7713
2006-02-03,1.7621,1.781,1.7594
2006-02-06,1.748,1.7642,1.7435
2006-02-07,1.7454,1.7516,1.7404
2006-02-08,1.7392,1.7475,1.7378
2006-02-09,1.7393,1.7465,1.7374
2006-02-10,1.7441,1.7575,1.741
2006-02-13,1.7425,1.7447,1.7369
2006-02-14,1.7356,1.7446,1.7281
2006-02-15,1.7397,1.749,1.7332
2006-02-16,1.7391,1.7411,1.7307
2006-02-17,1.7393,1.7425,1.734
2006-02-20,1.7445,1.746,1.741
2006-02-21,1.746,1.7474,1.7417
2006-02-22,1.7422,1.7467,1.7375
2006-02-23,1.7517,1.7556,1.7415
2006-02-24,1.7445,1.7537,1.7428
2006-02-27,1.7403,1.7458,1.7376
2006-02-28,1.7541,1.757,1.7376
2006-03-01,1.7499,1.7595,1.7462
2006-03-02,1.7547,1.7548,1.7433
2006-03-03,1.7538,1.7587,1.7503
2006-03-06,1.749,1.7625,1.7467
2006-03-07,1.7362,1.7508,1.733
2006-03-08,1.7369,1.7419,1.7344
2006-03-09,1.7356,1.7407,1.7345
2006-03-10,1.7265,1.74,1.723
2006-03-13,1.7324,1.7334,1.7235
2006-03-14,1.7461,1.7485,1.7329
2006-03-15,1.7474,1.7493,1.7422
2006-03-16,1.7572,1.7596,1.7441
2006-03-17,1.7569,1.7577,1.7512
2006-03-20,1.7564,1.7588,1.7525
2006-03-21,1.7478,1.756,1.745
2006-03-22,1.7472,1.7508,1.7452
2006-03-23,1.7336,1.7473,1.7328
2006-03-24,1.7423,1.7445,1.731
2006-03-27,1.7473,1.7497,1.7417
2006-03-28,1.7446,1.7537,1.7427
2006-03-29,1.7341,1.7442,1.7317
2006-03-30,1.7461,1.7483,1.7338
2006-03-31,1.7365,1.7478,1.7335
2006-04-03,1.7386,1.7406,1.725
2006-04-04,1.7559,1.7578,1.7369
2006-04-05,1.7532,1.7618,1.748
2006-04-06,1.7524,1.7597,1.7489
2006-04-07,1.7428,1.7536,1.7394
2006-04-10,1.744,1.7465,1.7375
2006-04-11,1.749,1.7495,1.7394
2006-04-12,1.7503,1.7573,1.7463
2006-04-13,1.752,1.7562,1.7484
2006-04-14,1.7516,1.753,1.7512
2006-04-17,1.7693,1.7748,1.7515
2006-04-18,1.7801,1.7813,1.7679
2006-04-19,1.792,1.7937,1.7791
2006-04-20,1.7785,1.7923,1.7756
2006-04-21,1.7825,1.7847,1.7752
2006-04-24,1.7896,1.7932,1.7793
2006-04-25,1.789,1.7944,1.7825
2006-04-26,1.7839,1.7911,1.7801
2006-04-27,1.803,1.8045,1.782
2006-04-28,1.8218,1.8247,1.8
2006-05-01,1.8264,1.8416,1.8205
2006-05-02,1.8405,1.8415,1.8207
2006-05-03,1.8411,1.8478,1.8354
2006-05-04,1.8538,1.855,1.8336
2006-05-05,1.8593,1.8624,1.8474
2006-05-08,1.8572,1.869,1.8548
2006-05-09,1.8659,1.869,1.8515
2006-05-10,1.8664,1.8735,1.8598
2006-05-11,1.8816,1.8857,1.8532
2006-05-12,1.8928,1.9002,1.8822
2006-05-15,1.88,1.8997,1.8765
2006-05-16,1.8883,1.8893,1.8746
2006-05-17,1.8812,1.9026,1.8776
2006-05-18,1.8933,1.8949,1.8794
2006-05-19,1.8775,1.8955,1.87
2006-05-22,1.8865,1.8888,1.8633
2006-05-23,1.8854,1.8885,1.8775
2006-05-24,1.8717,1.8862,1.8652
2006-05-25,1.8722,1.8749,1.8666
2006-05-26,1.856,1.8767,1.853
2006-05-29,1.8587,1.8645,1.8563
2006-05-30,1.8837,1.887,1.858
2006-05-31,1.8701,1.8856,1.8685
2006-06-01,1.865,1.8727,1.8567
2006-06-02,1.8833,1.8861,1.861
2006-06-05,1.8738,1.888,1.8724
2006-06-06,1.8622,1.8773,1.8591
2006-06-07,1.8562,1.8647,1.8527
2006-06-08,1.8419,1.8578,1.8371
2006-06-09,1.8411,1.8485,1.8368
2006-06-12,1.845,1.847,1.8381
2006-06-13,1.8327,1.846,1.8316
2006-06-14,1.8421,1.85,1.8335
2006-06-15,1.847,1.8548,1.8421
2006-06-16,1.8515,1.8561,1.847
2006-06-19,1.8398,1.8535,1.837
2006-06-20,1.8423,1.846,1.8368
2006-06-21,1.844,1.8473,1.8409
2006-06-22,1.8284,1.8468,1.8263
2006-06-23,1.8191,1.8312,1.8127
2006-06-26,1.8234,1.8246,1.8163
2006-06-27,1.8228,1.8264,1.8186
2006-06-28,1.8183,1.8241,1.8142
2006-06-29,1.8295,1.8299,1.809
2006-06-30,1.8475,1.85,1.8273
2006-07-03,1.8415,1.8489,1.8385
2006-07-04,1.8464,1.8481,1.842
